code,year,d_nutritional_deficiencies,d_proteinenergy_malnutrition,d_maternal_disorders
CAN,2000,318,253,18
CAN,2001,329,263,28
CAN,2002,339,273,22
CAN,2003,342,276,27
CAN,2004,341,278,25
CAN,2005,340,278,32
CAN,2006,332,273,31
CAN,2007,328,272,28
CAN,2008,323,270,32
CAN,2009,314,263,30
CAN,2010,308,261,27
CAN,2011,298,253,23
CAN,2012,288,244,26
CAN,2013,282,241,26
CAN,2014,283,241,27
CAN,2015,292,250,29
CAN,2016,306,262,28
CAN,2017,318,272,27
CAN,2018,339,289,25
CAN,2019,354,302,25
CPV,1990,54,43,16
CPV,1991,56,45,16
CPV,1992,53,44,16
CPV,1993,50,42,16
CPV,1994,50,44,16
CPV,1995,45,41,16
CPV,1996,44,41,16
CPV,1997,38,36,16
CPV,1998,36,35,16
CPV,1999,31,30,15
CPV,2000,28,27,15
CPV,2001,26,25,15
CPV,2002,24,23,14
CPV,2003,22,21,14
CPV,2004,20,19,14
CPV,2005,18,17,13
CPV,2006,17,16,13
CPV,2007,15,14,13
CPV,2008,14,13,13
CPV,2009,13,12,13
CPV,2010,12,11,12
CPV,2011,11,11,12
CPV,2012,12,11,11
CPV,2013,12,11,11
CPV,2014,12,11,10
CPV,2015,12,11,9
CPV,2016,12,11,7
CPV,2017,12,11,7
CPV,2018,13,12,7
CPV,2019,12,11,6
CAF,1990,917,878,662
CAF,1991,923,884,668
CAF,1992,928,891,649
CAF,1993,949,910,699
CAF,1994,967,929,719
CAF,1995,990,952,723
CAF,1996,1033,994,775
CAF,1997,1071,1032,782
CAF,1998,1125,1085,825
CAF,1999,1196,1155,864
CAF,2000,1246,1206,859
CAF,2001,1293,1253,873
CAF,2002,1347,1307,907
CAF,2003,1398,1358,924
CAF,2004,1440,1401,936
CAF,2005,1471,1431,948
CAF,2006,1550,1510,960
CAF,2007,1577,1538,950
CAF,2008,1584,1546,923
CAF,2009,1601,1563,928
CAF,2010,1612,1574,970
CAF,2011,1584,1545,986
CAF,2012,1548,1510,941
CAF,2013,1527,1489,941
CAF,2014,1476,1438,909
CAF,2015,1416,1379,889
CAF,2016,1360,1325,872
CAF,2017,1334,1298,855
CAF,2018,1289,1254,847
CAF,2019,1247,1211,845
TCD,1990,5725,5623,1357
TCD,1991,5539,5441,1308
TCD,1992,5488,5391,1355
TCD,1993,5484,5388,1442
TCD,1994,5421,5327,1458
TCD,1995,5464,5371,1540
TCD,1996,5530,5435,1693
TCD,1997,5508,5413,1824
TCD,1998,5495,5399,1943
TCD,1999,5456,5359,2045
TCD,2000,5222,5125,2103
TCD,2001,4799,4704,2144
TCD,2002,4561,4465,2220
TCD,2003,4327,4232,2363
TCD,2004,4075,3981,2386
TCD,2005,3841,3750,2431
TCD,2006,3782,3691,2446
TCD,2007,3718,3627,2541
TCD,2008,3573,3483,2615
TCD,2009,3447,3359,2649
TCD,2010,3326,3238,2763
TCD,2011,3188,3102,2828
TCD,2012,3056,2972,2895
TCD,2013,3003,2918,2939
TCD,2014,2865,2783,2996
TCD,2015,2796,2714,3011
TCD,2016,2698,2617,3061
TCD,2017,2602,2523,3130
TCD,2018,2510,2431,3187
TCD,2019,2454,2376,3239
CHL,1990,190,175,145
CHL,1991,188,174,130
CHL,1992,189,175,114
CHL,1993,206,191,115
CHL,1994,224,209,97
CHL,1995,252,237,101
CHL,1996,292,276,84
CHL,1997,323,306,81
CHL,1998,402,386,73
CHL,1999,456,437,73
CHL,2000,475,457,66
CHL,2001,495,475,57
CHL,2002,511,491,55
CHL,2003,544,522,48
CHL,2004,559,536,54
CHL,2005,570,546,57
CHL,2006,569,544,50
CHL,2007,579,555,48
CHL,2008,563,539,46
CHL,2009,578,552,57
CHL,2010,590,563,54
CHL,2011,574,548,54
CHL,2012,556,529,58
CHL,2013,539,514,59
CHL,2014,514,490,62
CHL,2015,512,487,61
CHL,2016,506,483,57
CHL,2017,535,510,51
CHL,2018,555,530,50
CHL,2019,576,550,49
CHN,1990,42176,40015,17400
CHN,1991,42446,40380,15505
CHN,1992,37980,36013,13867
CHN,1993,35265,33447,12866
CHN,1994,32825,31078,14144
CHN,1995,29567,27874,14848
CHN,1996,27043,25379,14353
CHN,1997,24625,23004,13783
CHN,1998,22088,20420,13838
CHN,1999,19966,18279,13307
CHN,2000,18083,16223,12385
CHN,2001,16332,14261,11121
CHN,2002,14403,12138,9215
CHN,2003,12952,10418,7814
CHN,2004,12030,9232,7286
CHN,2005,11457,8610,6591
CHN,2006,11083,8283,5755
CHN,2007,10611,7878,5014
CHN,2008,10623,7906,4534
CHN,2009,10874,8098,4207
CHN,2010,11293,8425,3762
CHN,2011,11739,8809,3350
CHN,2012,12120,9145,3015
CHN,2013,12748,9690,2761
CHN,2014,13528,10365,2340
CHN,2015,14487,11176,2341
CHN,2016,15827,12262,2510
CHN,2017,16572,12850,2083
CHN,2018,16630,12907,1725
CHN,2019,16863,13099,1537
COL,1990,1996,1885,778
COL,1991,1943,1831,811
COL,1992,1877,1767,839
COL,1993,1774,1663,847
COL,1994,1718,1617,831
COL,1995,1679,1595,765
COL,1996,1735,1662,752
COL,1997,1677,1612,705
COL,1998,1741,1677,711
COL,1999,1869,1799,694
COL,2000,1943,1864,700
COL,2001,1985,1907,640
COL,2002,2042,1962,610
COL,2003,1949,1889,595
COL,2004,1870,1815,597
COL,2005,1776,1729,665
COL,2006,1704,1657,565
COL,2007,1591,1546,563
COL,2008,1580,1532,398
COL,2009,1560,1512,586
COL,2010,1507,1459,483
COL,2011,1419,1373,394
COL,2012,1385,1338,418
COL,2013,1341,1296,584
COL,2014,1305,1263,536
COL,2015,1305,1261,689
COL,2016,1296,1252,543
COL,2017,1308,1264,519
COL,2018,1323,1278,495
COL,2019,1332,1287,475
COM,1990,188,179,47
COM,1991,183,175,48
COM,1992,182,174,51
COM,1993,175,167,52
COM,1994,173,165,55
COM,1995,168,160,56
COM,1996,163,155,57
COM,1997,155,148,56
COM,1998,146,139,54
COM,1999,139,132,54
COM,2000,134,128,53
COM,2001,127,121,55
COM,2002,120,115,50
COM,2003,112,107,46
COM,2004,109,105,39
COM,2005,107,103,41
COM,2006,102,98,32
COM,2007,106,102,37
COM,2008,104,100,37
COM,2009,95,91,32
COM,2010,85,82,26
COM,2011,85,82,27
COM,2012,80,77,23
COM,2013,76,72,24
COM,2014,81,77,33
COM,2015,78,74,32
COM,2016,74,71,32
COM,2017,73,69,30
COM,2018,69,65,27
COM,2019,66,62,26
COG,1990,418,392,318
COG,1991,420,394,310
COG,1992,426,400,307
COG,1993,435,408,314
COG,1994,453,425,356
COG,1995,465,436,370
COG,1996,478,449,389
COG,1997,500,469,427
COG,1998,487,458,413
COG,1999,483,456,451
COG,2000,472,446,473
COG,2001,449,427,449
COG,2002,437,416,454
COG,2003,430,410,504
COG,2004,419,400,528
COG,2005,420,401,560
COG,2006,409,390,571
COG,2007,401,383,573
COG,2008,395,377,573
COG,2009,386,369,580
COG,2010,370,352,575
COG,2011,356,339,542
COG,2012,349,332,527
COG,2013,336,320,509
COG,2014,327,310,489
COG,2015,312,296,460
COG,2016,297,281,433
COG,2017,286,270,415
COG,2018,279,263,402
COG,2019,275,259,392
COK,1990,0,0,0
COK,1991,0,0,0
COK,1992,0,0,0
COK,1993,0,0,0
COK,1994,0,0,0
COK,1995,0,0,0
COK,1996,0,0,0
COK,1997,0,0,0
COK,1998,0,0,0
COK,1999,0,0,0
COK,2000,0,0,0
COK,2001,0,0,0
COK,2002,0,0,0
COK,2003,0,0,0
COK,2004,0,0,0
COK,2005,0,0,0
COK,2006,0,0,0
COK,2007,0,0,0
COK,2008,0,0,0
COK,2009,0,0,0
COK,2010,0,0,0
COK,2011,0,0,0
COK,2012,0,0,0
COK,2013,0,0,0
COK,2014,0,0,0
COK,2015,0,0,0
COK,2016,0,0,0
COK,2017,0,0,0
COK,2018,0,0,0
COK,2019,0,0,0
CRI,1990,38,34,21
CRI,1991,36,32,30
CRI,1992,33,29,25
CRI,1993,28,25,22
CRI,1994,26,22,32
CRI,1995,24,20,24
CRI,1996,21,18,29
CRI,1997,22,19,31
CRI,1998,20,17,22
CRI,1999,18,15,22
CRI,2000,17,15,29
CRI,2001,16,13,28
CRI,2002,17,15,29
CRI,2003,18,15,28
CRI,2004,18,15,28
CRI,2005,17,15,26
CRI,2006,18,16,27
CRI,2007,16,15,15
CRI,2008,17,15,19
CRI,2009,17,15,16
CRI,2010,20,18,20
CRI,2011,20,18,19
CRI,2012,20,18,22
CRI,2013,20,18,17
CRI,2014,20,18,22
CRI,2015,21,19,22
CRI,2016,22,19,22
CRI,2017,23,20,22
CRI,2018,23,20,21
CRI,2019,23,21,20
CIV,1990,2037,1966,1666
CIV,1991,2089,2018,1717
CIV,1992,2132,2061,1773
CIV,1993,2172,2100,1894
CIV,1994,2198,2126,1977
CIV,1995,2195,2123,2049
CIV,1996,2144,2073,2111
CIV,1997,2077,2007,2164
CIV,1998,2003,1933,2236
CIV,1999,1902,1833,2351
CIV,2000,1742,1674,2429
CIV,2001,1556,1490,2558
CIV,2002,1423,1360,2583
CIV,2003,1319,1258,2691
CIV,2004,1252,1192,2745
CIV,2005,1192,1134,2777
CIV,2006,1191,1133,2788
CIV,2007,1147,1090,2800
CIV,2008,1113,1057,2735
CIV,2009,1092,1036,2735
CIV,2010,1063,1007,2731
CIV,2011,1013,958,2692
CIV,2012,1028,972,2661
CIV,2013,1046,989,2673
CIV,2014,1028,971,2648
CIV,2015,1014,957,2556
CIV,2016,923,869,2445
CIV,2017,856,804,2357
CIV,2018,809,758,2341
CIV,2019,756,707,2270
HRV,1990,2,1,6
HRV,1991,2,1,5
HRV,1992,2,1,5
HRV,1993,2,1,8
HRV,1994,2,1,7
HRV,1995,3,1,7
HRV,1996,3,1,4
HRV,1997,4,1,6
HRV,1998,4,1,5
HRV,1999,4,1,6
HRV,2000,4,1,4
HRV,2001,3,1,3
HRV,2002,3,1,5
HRV,2003,4,1,4
HRV,2004,3,1,4
HRV,2005,3,1,4
HRV,2006,3,1,5
HRV,2007,3,1,6
HRV,2008,4,1,4
HRV,2009,3,1,5
HRV,2010,3,1,4
HRV,2011,3,1,4
HRV,2012,3,1,3
HRV,2013,3,1,3
HRV,2014,3,1,2
HRV,2015,3,1,2
HRV,2016,3,1,1
HRV,2017,3,1,2
HRV,2018,3,1,2
HRV,2019,3,1,2
CUB,1990,68,51,96
CUB,1991,73,55,95
CUB,1992,79,59,90
CUB,1993,85,63,79
CUB,1994,89,67,94
CUB,1995,91,68,90
CUB,1996,90,68,77
CUB,1997,87,65,79
CUB,1998,82,62,82
CUB,1999,77,58,88
CUB,2000,69,53,79
CUB,2001,63,48,82
CUB,2002,56,44,81
CUB,2003,57,45,82
CUB,2004,58,46,76
CUB,2005,59,45,80
CUB,2006,54,42,75
CUB,2007,54,42,64
CUB,2008,57,44,66
CUB,2009,59,45,70
CUB,2010,60,46,67
CUB,2011,59,46,65
CUB,2012,60,48,60
CUB,2013,60,49,62
CUB,2014,62,50,58
CUB,2015,64,52,66
CUB,2016,65,53,67
CUB,2017,67,54,58
CUB,2018,67,54,54
CUB,2019,65,53,53
CYP,1990,4,3,2
CYP,1991,4,3,2
CYP,1992,4,3,2
CYP,1993,4,3,2
CYP,1994,4,3,2
CYP,1995,4,3,2
CYP,1996,4,3,2
CYP,1997,4,3,2
CYP,1998,4,3,2
CYP,1999,4,3,2
CYP,2000,4,3,1
CYP,2001,4,3,1
CYP,2002,4,3,1
CYP,2003,4,3,1
CYP,2004,5,3,1
CYP,2005,5,4,1
CYP,2006,5,4,1
CYP,2007,6,5,1
CYP,2008,6,5,1
CYP,2009,6,5,1
CYP,2010,6,5,1
CYP,2011,6,5,1
CYP,2012,6,5,1
CYP,2013,6,5,0
CYP,2014,7,6,0
CYP,2015,7,6,0
CYP,2016,7,6,0
CYP,2017,7,6,0
CYP,2018,7,6,0
CYP,2019,7,6,0
CZE,1990,17,7,19
CZE,1991,15,7,21
CZE,1992,15,7,18
CZE,1993,13,6,16
CZE,1994,12,6,10
CZE,1995,12,6,5
CZE,1996,10,5,7
CZE,1997,10,5,4
CZE,1998,9,5,6
CZE,1999,9,5,6
CZE,2000,10,6,6
CZE,2001,11,6,5
CZE,2002,11,7,5
CZE,2003,12,8,6
CZE,2004,14,10,7
CZE,2005,17,13,6
CZE,2006,21,16,8
CZE,2007,29,24,5
CZE,2008,38,32,7
CZE,2009,46,39,5
CZE,2010,57,50,4
CZE,2011,75,65,3
CZE,2012,94,82,5
CZE,2013,113,100,4
CZE,2014,130,115,4
CZE,2015,150,134,3
CZE,2016,160,142,2
CZE,2017,163,145,3
CZE,2018,146,129,3
CZE,2019,134,119,3
COD,1990,14300,13812,5735
COD,1991,14544,14048,5920
COD,1992,14835,14336,5954
COD,1993,15222,14723,5944
COD,1994,15657,15154,5801
COD,1995,16049,15538,5954
COD,1996,16570,16038,6342
COD,1997,17112,16584,5932
COD,1998,17641,17107,6087
COD,1999,18189,17650,6334
COD,2000,18730,18199,6829
COD,2001,18712,18201,7429
COD,2002,18218,17734,8034
COD,2003,17761,17291,8874
COD,2004,16917,16470,9424
COD,2005,16380,15949,9759
COD,2006,16028,15603,10402
COD,2007,15533,15113,11052
COD,2008,15000,14581,11704
COD,2009,14555,14137,12103
COD,2010,13866,13452,12449
COD,2011,13247,12837,12797
COD,2012,12639,12235,12674
COD,2013,11880,11489,12497
COD,2014,10894,10516,12135
COD,2015,9766,9405,11608
COD,2016,8522,8177,11175
COD,2017,7461,7127,10768
COD,2018,6971,6642,10428
COD,2019,6355,6029,10119
DNK,1990,125,5,3
DNK,1991,124,6,5
DNK,1992,125,6,8
DNK,1993,120,7,6
DNK,1994,108,10,5
DNK,1995,99,13,6
DNK,1996,91,18,5
DNK,1997,87,21,5
DNK,1998,92,27,3
DNK,1999,104,39,4
DNK,2000,109,50,1
DNK,2001,112,61,3
DNK,2002,122,77,3
DNK,2003,121,80,2
DNK,2004,119,82,1
DNK,2005,113,79,1
DNK,2006,110,76,4
DNK,2007,105,71,2
DNK,2008,95,64,3
DNK,2009,91,60,3
DNK,2010,86,53,1
DNK,2011,77,47,2
DNK,2012,75,44,1
DNK,2013,75,43,1
DNK,2014,73,42,2
DNK,2015,72,42,1
DNK,2016,75,44,1
DNK,2017,78,46,1
DNK,2018,79,47,1
DNK,2019,81,48,1
DJI,1990,369,361,81
DJI,1991,387,379,74
DJI,1992,371,363,75
DJI,1993,377,368,87
DJI,1994,377,368,81
DJI,1995,386,377,92
DJI,1996,406,397,95
DJI,1997,398,389,95
DJI,1998,411,402,105
DJI,1999,391,382,109
DJI,2000,384,375,113
DJI,2001,374,366,116
DJI,2002,385,377,119
DJI,2003,379,372,114
DJI,2004,374,366,128
DJI,2005,379,372,128
DJI,2006,355,348,125
DJI,2007,368,360,134
DJI,2008,357,350,137
DJI,2009,344,337,134
DJI,2010,323,316,141
DJI,2011,320,313,144
DJI,2012,311,304,144
DJI,2013,286,279,143
DJI,2014,263,256,131
DJI,2015,267,261,133
DJI,2016,251,244,130
DJI,2017,230,223,132
DJI,2018,217,210,136
DJI,2019,206,200,134
DMA,1990,4,4,1
DMA,1991,4,4,1
DMA,1992,4,3,1
DMA,1993,4,3,1
DMA,1994,4,3,1
DMA,1995,4,3,1
DMA,1996,4,3,1
DMA,1997,4,3,1
DMA,1998,3,3,1
DMA,1999,3,3,1
DMA,2000,3,3,1
DMA,2001,3,2,1
DMA,2002,3,2,1
DMA,2003,3,2,1
DMA,2004,3,2,1
DMA,2005,3,2,1
DMA,2006,3,2,1
DMA,2007,3,2,1
DMA,2008,3,2,1
DMA,2009,3,2,1
DMA,2010,2,2,1
DMA,2011,2,2,1
DMA,2012,2,2,1
DMA,2013,2,2,1
DMA,2014,2,2,1
DMA,2015,2,2,1
DMA,2016,2,2,1
DMA,2017,2,2,1
DMA,2018,2,2,1
DMA,2019,2,2,1
DOM,1990,1286,1266,208
DOM,1991,1201,1182,210
DOM,1992,1071,1053,206
DOM,1993,973,956,212
DOM,1994,873,857,202
DOM,1995,786,770,200
DOM,1996,704,688,203
DOM,1997,643,627,201
DOM,1998,578,563,189
DOM,1999,533,519,166
DOM,2000,500,487,166
DOM,2001,474,461,174
DOM,2002,441,428,183
DOM,2003,441,427,196
DOM,2004,454,439,209
DOM,2005,438,423,217
DOM,2006,412,395,220
DOM,2007,387,370,202
DOM,2008,361,342,208
DOM,2009,354,334,207
DOM,2010,354,332,205
DOM,2011,361,339,215
DOM,2012,383,357,236
DOM,2013,411,381,248
DOM,2014,418,386,263
DOM,2015,436,401,274
DOM,2016,449,412,272
DOM,2017,455,418,257
DOM,2018,459,421,243
DOM,2019,464,426,231
WB,1990,93739,86195,47697
WB,1991,91546,84217,45204
WB,1992,84972,77849,43021
WB,1993,80431,73556,41741
WB,1994,76232,69531,42806
WB,1995,169000,162404,43383
WB,1996,140330,133922,42621
WB,1997,136790,130590,41586
WB,1998,132229,126114,41469
WB,1999,128806,122789,40437
WB,2000,125793,119655,38796
WB,2001,123330,116962,36507
WB,2002,120803,114208,33759
WB,2003,45475,38608,31409
WB,2004,43889,36744,29636
WB,2005,43097,35859,27762
WB,2006,42071,34896,25873
WB,2007,41130,33940,24368
WB,2008,41522,34356,23094
WB,2009,41966,34779,22058
WB,2010,42789,35541,20646
WB,2011,43507,36200,19312
WB,2012,44159,36787,18270
WB,2013,45026,37584,17426
WB,2014,46210,38705,16320
WB,2015,47538,39828,15786
WB,2016,48304,40399,15455
WB,2017,48769,40758,14580
WB,2018,48423,40400,13743
WB,2019,48399,40322,13152
TLS,1990,526,510,163
TLS,1991,485,470,157
TLS,1992,455,441,159
TLS,1993,426,413,160
TLS,1994,393,381,156
TLS,1995,363,351,149
TLS,1996,333,321,144
TLS,1997,307,295,138
TLS,1998,296,285,138
TLS,1999,286,274,136
TLS,2000,265,253,135
TLS,2001,243,231,129
TLS,2002,218,206,120
TLS,2003,196,185,119
TLS,2004,170,159,98
TLS,2005,150,140,93
TLS,2006,126,117,82
TLS,2007,111,102,77
TLS,2008,95,87,66
TLS,2009,86,78,66
TLS,2010,79,72,62
TLS,2011,76,69,67
TLS,2012,74,67,68
TLS,2013,71,64,66
TLS,2014,69,62,64
TLS,2015,67,60,63
TLS,2016,66,59,60
TLS,2017,64,57,61
TLS,2018,65,58,61
TLS,2019,65,58,62
WHO,1990,39853,35047,28306
WHO,1991,38949,33939,28878
WHO,1992,38120,33066,29998
WHO,1993,38243,32918,30921
WHO,1994,37536,32249,31747
WHO,1995,38077,32358,32582
WHO,1996,37722,31919,33042
WHO,1997,37075,31268,33498
WHO,1998,36410,30618,33475
WHO,1999,35717,29907,33508
WHO,2000,35052,29173,33727
WHO,2001,34026,28138,34050
WHO,2002,33332,27414,34451
WHO,2003,32079,26452,34791
WHO,2004,31707,25912,34876
WHO,2005,30801,25090,34849
WHO,2006,30002,24406,34688
WHO,2007,29515,23992,34328
WHO,2008,30959,25098,34426
WHO,2009,30903,25029,34177
WHO,2010,40374,34181,33757
WHO,2011,40093,33715,33308
WHO,2012,29972,23752,32758
WHO,2013,29759,23432,32622
WHO,2014,30131,23393,32242
WHO,2015,29797,22882,31715
WHO,2016,30132,22914,31327
WHO,2017,29543,22125,30838
WHO,2018,27932,20839,30265
WHO,2019,27165,20273,29893
ECU,1990,1166,1085,350
ECU,1991,1177,1093,356
ECU,1992,1146,1064,347
ECU,1993,1116,1037,329
ECU,1994,1106,1028,315
ECU,1995,1112,1034,297
ECU,1996,1162,1081,292
ECU,1997,1168,1088,267
ECU,1998,1219,1134,266
ECU,1999,1220,1135,253
ECU,2000,1217,1133,253
ECU,2001,1157,1072,211
ECU,2002,1175,1078,250
ECU,2003,1127,1024,263
ECU,2004,1069,960,257
ECU,2005,1021,902,267
ECU,2006,966,840,276
ECU,2007,908,782,281
ECU,2008,856,729,286
ECU,2009,796,673,298
ECU,2010,767,644,310
ECU,2011,720,601,297
ECU,2012,717,597,312
ECU,2013,725,605,301
ECU,2014,721,603,291
ECU,2015,700,585,262
ECU,2016,710,593,261
ECU,2017,722,604,267
ECU,2018,734,614,262
ECU,2019,734,616,263
EGY,1990,1482,1358,2041
EGY,1991,1426,1304,1859
EGY,1992,1388,1269,1695
EGY,1993,1379,1255,1658
EGY,1994,1326,1199,1587
EGY,1995,1275,1150,1452
EGY,1996,1182,1061,1455
EGY,1997,1132,1011,1449
EGY,1998,1100,978,1367
EGY,1999,1067,946,1295
EGY,2000,989,873,1172
EGY,2001,999,873,1148
EGY,2002,986,851,1100
EGY,2003,1007,862,1061
EGY,2004,968,823,1009
EGY,2005,933,788,993
EGY,2006,905,760,985
EGY,2007,887,741,949
EGY,2008,886,736,957
EGY,2009,889,734,996
EGY,2010,874,718,1017
EGY,2011,871,713,955
EGY,2012,880,717,964
EGY,2013,844,684,891
EGY,2014,842,677,863
EGY,2015,875,699,870
EGY,2016,858,678,818
EGY,2017,826,650,791
EGY,2018,817,639,769
EGY,2019,816,634,751
SLV,1990,438,437,309
SLV,1991,417,415,282
SLV,1992,398,397,267
SLV,1993,377,376,249
SLV,1994,364,363,227
SLV,1995,341,340,179
SLV,1996,332,331,162
SLV,1997,339,337,142
SLV,1998,354,353,125
SLV,1999,339,337,99
SLV,2000,333,332,78
SLV,2001,324,323,54
SLV,2002,310,309,57
SLV,2003,314,313,59
SLV,2004,323,321,64
SLV,2005,323,322,68
SLV,2006,323,322,70
SLV,2007,316,315,67
SLV,2008,305,304,64
SLV,2009,315,314,73
SLV,2010,295,294,69
SLV,2011,292,291,71
SLV,2012,271,269,57
SLV,2013,277,276,54
SLV,2014,291,290,53
SLV,2015,292,291,51
SLV,2016,287,286,50
SLV,2017,288,287,47
SLV,2018,290,289,45
SLV,2019,293,291,44
ENG,1990,167,70,64
ENG,1991,164,69,57
ENG,1992,161,69,58
ENG,1993,160,68,53
ENG,1994,152,67,61
ENG,1995,150,67,59
ENG,1996,148,66,60
ENG,1997,141,66,53
ENG,1998,139,67,56
ENG,1999,138,68,51
ENG,2000,134,71,51
ENG,2001,133,77,51
ENG,2002,135,81,46
ENG,2003,135,83,50
ENG,2004,132,83,49
ENG,2005,130,85,50
ENG,2006,129,86,48
ENG,2007,128,88,52
ENG,2008,127,89,49
ENG,2009,126,89,57
ENG,2010,124,89,42
ENG,2011,125,90,44
ENG,2012,128,93,43
ENG,2013,127,92,43
ENG,2014,123,90,35
ENG,2015,122,89,28
ENG,2016,120,89,32
ENG,2017,120,90,25
ENG,2018,124,92,30
ENG,2019,126,94,31
GNQ,1990,212,204,94
GNQ,1991,218,210,96
GNQ,1992,219,211,95
GNQ,1993,219,212,98
GNQ,1994,217,210,98
GNQ,1995,215,208,102
GNQ,1996,203,197,104
GNQ,1997,173,167,95
GNQ,1998,151,146,91
GNQ,1999,136,132,89
GNQ,2000,123,119,86
GNQ,2001,102,99,81
GNQ,2002,88,85,74
GNQ,2003,77,75,75
GNQ,2004,71,69,76
GNQ,2005,68,66,76
GNQ,2006,63,61,75
GNQ,2007,57,55,73
GNQ,2008,50,48,72
GNQ,2009,46,44,72
GNQ,2010,44,42,72
GNQ,2011,43,41,74
GNQ,2012,40,38,71
GNQ,2013,37,35,64
GNQ,2014,34,33,61
GNQ,2015,34,32,61
GNQ,2016,32,30,60
GNQ,2017,31,29,57
GNQ,2018,31,29,56
GNQ,2019,31,29,56
ERI,1990,4564,4433,723
ERI,1991,3931,3813,709
ERI,1992,3478,3368,701
ERI,1993,3275,3172,712
ERI,1994,3009,2909,744
ERI,1995,2845,2747,762
ERI,1996,2672,2581,749
ERI,1997,2474,2390,755
ERI,1998,2255,2177,739
ERI,1999,2179,2104,779
ERI,2000,2043,1975,794
ERI,2001,1948,1885,782
ERI,2002,1959,1898,865
ERI,2003,1889,1829,885
ERI,2004,1954,1896,912
ERI,2005,1881,1824,918
ERI,2006,1818,1764,926
ERI,2007,1739,1686,928
ERI,2008,1693,1640,941
ERI,2009,1582,1530,940
ERI,2010,1495,1445,926
ERI,2011,1451,1401,911
ERI,2012,1378,1329,907
ERI,2013,1305,1258,902
ERI,2014,1259,1212,887
ERI,2015,1224,1177,883
ERI,2016,1186,1141,871
ERI,2017,1132,1087,865
ERI,2018,1076,1031,860
ERI,2019,1051,1006,866
EST,1990,16,12,7
EST,1991,15,12,6
EST,1992,13,10,5
EST,1993,12,9,5
EST,1994,10,8,6
EST,1995,9,7,5
EST,1996,7,5,1
EST,1997,7,5,2
EST,1998,6,4,2
EST,1999,6,4,2
EST,2000,5,3,4
EST,2001,5,3,1
EST,2002,4,3,1
EST,2003,4,2,3
EST,2004,4,2,3
EST,2005,3,2,2
EST,2006,4,2,1
EST,2007,4,2,0
EST,2008,3,2,0
EST,2009,3,1,0
EST,2010,2,1,1
EST,2011,3,1,1
EST,2012,2,1,1
EST,2013,2,1,1
EST,2014,2,1,0
EST,2015,2,1,0
EST,2016,2,1,1
EST,2017,2,1,1
EST,2018,2,1,0
EST,2019,2,1,0
SWZ,1990,173,170,40
SWZ,1991,170,168,40
SWZ,1992,166,164,40
SWZ,1993,160,158,39
SWZ,1994,153,151,39
SWZ,1995,147,145,37
SWZ,1996,139,137,37
SWZ,1997,132,130,36
SWZ,1998,127,125,37
SWZ,1999,127,125,39
SWZ,2000,127,125,46
SWZ,2001,129,126,50
SWZ,2002,130,128,57
SWZ,2003,134,131,58
SWZ,2004,134,132,60
SWZ,2005,135,132,61
SWZ,2006,135,132,61
SWZ,2007,135,133,57
SWZ,2008,133,131,52
SWZ,2009,129,127,49
SWZ,2010,125,123,45
SWZ,2011,122,120,41
SWZ,2012,118,116,38
SWZ,2013,113,111,35
SWZ,2014,111,109,33
SWZ,2015,107,105,30
SWZ,2016,100,98,28
SWZ,2017,98,97,26
SWZ,2018,95,93,26
SWZ,2019,92,90,26
ETH,1990,42874,40714,15584
ETH,1991,43384,41240,15563
ETH,1992,44706,42559,15812
ETH,1993,44878,42754,15969
ETH,1994,44661,42580,16142
ETH,1995,44322,42290,16205
ETH,1996,43186,41251,15969
ETH,1997,41912,40072,15842
ETH,1998,41157,39403,15883
ETH,1999,39940,38287,15814
ETH,2000,37532,36045,15373
ETH,2001,35271,33963,14683
ETH,2002,32731,31575,14281
ETH,2003,29739,28712,14002
ETH,2004,26694,25772,13752
ETH,2005,25899,25058,13474
ETH,2006,23711,22955,12842
ETH,2007,21946,21269,12064
ETH,2008,19886,19282,11364
ETH,2009,17795,17252,10692
ETH,2010,16028,15529,9972
ETH,2011,15234,14757,9404
ETH,2012,13852,13400,8660
ETH,2013,12612,12179,8136
ETH,2014,12352,11932,7858
ETH,2015,11335,10931,7747
ETH,2016,10484,10088,7714
ETH,2017,10347,9951,7651
ETH,2018,9711,9320,7633
ETH,2019,8989,8603,7634
WB,1990,7214,5181,4683
WB,1991,7196,5175,4508
WB,1992,7258,5219,4286
WB,1993,7398,5283,4134
WB,1994,7491,5339,4064
WB,1995,7554,5422,3914
WB,1996,7493,5436,3568
WB,1997,7434,5451,3364
WB,1998,7415,5472,3152
WB,1999,7551,5581,3111
WB,2000,7611,5680,2900
WB,2001,7624,5748,2666
WB,2002,7733,5868,2513
WB,2003,7857,6018,2341
WB,2004,7611,5849,2110
WB,2005,7659,5916,2047
WB,2006,7638,5969,1951
WB,2007,7755,6097,1906
WB,2008,7973,6309,1873
WB,2009,8114,6476,1926
WB,2010,8299,6662,1731
WB,2011,8484,6845,1650
WB,2012,8823,7149,1517
WB,2013,9061,7345,1520
WB,2014,9283,7518,1540
WB,2015,9795,7931,1526
WB,2016,10060,8163,1468
WB,2017,10228,8335,1424
WB,2018,10348,8472,1401
WB,2019,10497,8624,1374
WHO,1990,7228,5189,4700
WHO,1991,7211,5184,4524
WHO,1992,7274,5228,4300
