code,year,d_nutritional_deficiencies,d_proteinenergy_malnutrition,d_maternal_disorders
THA,2017,909,856,297
THA,2018,953,897,288
THA,2019,992,934,282
TGO,1990,816,788,558
TGO,1991,823,795,559
TGO,1992,827,800,571
TGO,1993,835,808,567
TGO,1994,831,804,573
TGO,1995,815,789,567
TGO,1996,793,766,581
TGO,1997,763,737,592
TGO,1998,736,710,598
TGO,1999,703,678,611
TGO,2000,642,618,611
TGO,2001,568,545,651
TGO,2002,540,516,686
TGO,2003,494,471,700
TGO,2004,455,433,700
TGO,2005,429,407,720
TGO,2006,406,384,712
TGO,2007,380,359,723
TGO,2008,367,346,707
TGO,2009,357,336,695
TGO,2010,340,319,675
TGO,2011,327,308,637
TGO,2012,310,291,566
TGO,2013,292,273,568
TGO,2014,285,267,568
TGO,2015,275,257,561
TGO,2016,266,249,565
TGO,2017,258,241,566
TGO,2018,244,227,555
TGO,2019,237,220,551
TKL,1990,0,0,0
TKL,1991,0,0,0
TKL,1992,0,0,0
TKL,1993,0,0,0
TKL,1994,0,0,0
TKL,1995,0,0,0
TKL,1996,0,0,0
TKL,1997,0,0,0
TKL,1998,0,0,0
TKL,1999,0,0,0
TKL,2000,0,0,0
TKL,2001,0,0,0
TKL,2002,0,0,0
TKL,2003,0,0,0
TKL,2004,0,0,0
TKL,2005,0,0,0
TKL,2006,0,0,0
TKL,2007,0,0,0
TKL,2008,0,0,0
TKL,2009,0,0,0
TKL,2010,0,0,0
TKL,2011,0,0,0
TKL,2012,0,0,0
TKL,2013,0,0,0
TKL,2014,0,0,0
TKL,2015,0,0,0
TKL,2016,0,0,0
TKL,2017,0,0,0
TKL,2018,0,0,0
TKL,2019,0,0,0
TON,1990,4,4,3
TON,1991,4,4,3
TON,1992,4,4,3
TON,1993,4,4,3
TON,1994,4,4,3
TON,1995,4,4,3
TON,1996,4,4,3
TON,1997,4,4,3
TON,1998,4,4,3
TON,1999,4,4,3
TON,2000,4,4,3
TON,2001,4,4,3
TON,2002,4,4,3
TON,2003,4,4,3
TON,2004,4,4,3
TON,2005,4,4,3
TON,2006,4,4,3
TON,2007,4,4,3
TON,2008,4,4,3
TON,2009,4,4,2
TON,2010,4,4,2
TON,2011,4,4,2
TON,2012,4,4,2
TON,2013,4,4,2
TON,2014,4,4,2
TON,2015,4,4,2
TON,2016,4,4,2
TON,2017,4,3,2
TON,2018,4,3,2
TON,2019,4,3,2
TTO,1990,46,42,16
TTO,1991,46,42,14
TTO,1992,46,42,15
TTO,1993,46,42,17
TTO,1994,46,41,18
TTO,1995,43,39,17
TTO,1996,43,39,12
TTO,1997,40,36,15
TTO,1998,39,35,13
TTO,1999,38,34,10
TTO,2000,35,32,12
TTO,2001,34,32,10
TTO,2002,33,31,8
TTO,2003,32,31,10
TTO,2004,31,29,12
TTO,2005,28,27,10
TTO,2006,26,25,13
TTO,2007,25,24,10
TTO,2008,24,23,12
TTO,2009,24,22,10
TTO,2010,23,22,13
TTO,2011,20,19,9
TTO,2012,19,18,8
TTO,2013,21,20,8
TTO,2014,22,21,8
TTO,2015,23,22,8
TTO,2016,24,23,8
TTO,2017,25,24,8
TTO,2018,26,25,7
TTO,2019,26,25,7
TUN,1990,65,61,184
TUN,1991,62,58,185
TUN,1992,57,54,180
TUN,1993,54,51,177
TUN,1994,49,45,162
TUN,1995,45,41,162
TUN,1996,42,38,151
TUN,1997,38,34,138
TUN,1998,35,31,131
TUN,1999,33,29,125
TUN,2000,32,28,123
TUN,2001,31,27,118
TUN,2002,30,26,113
TUN,2003,29,24,111
TUN,2004,29,24,106
TUN,2005,28,24,103
TUN,2006,28,23,99
TUN,2007,28,23,95
TUN,2008,28,23,91
TUN,2009,28,23,89
TUN,2010,28,23,87
TUN,2011,28,23,83
TUN,2012,29,23,80
TUN,2013,28,23,77
TUN,2014,29,23,74
TUN,2015,28,22,70
TUN,2016,29,23,66
TUN,2017,29,22,63
TUN,2018,29,22,59
TUN,2019,29,22,55
TUR,1990,1268,1137,1543
TUR,1991,1177,1051,1501
TUR,1992,1099,975,1448
TUR,1993,1027,906,1396
TUR,1994,980,860,1354
TUR,1995,936,818,1321
TUR,1996,872,758,1255
TUR,1997,816,704,1177
TUR,1998,761,651,1157
TUR,1999,705,601,1189
TUR,2000,656,554,1001
TUR,2001,632,522,853
TUR,2002,592,476,775
TUR,2003,576,456,612
TUR,2004,548,432,500
TUR,2005,523,411,429
TUR,2006,527,410,363
TUR,2007,541,417,312
TUR,2008,572,437,276
TUR,2009,606,461,269
TUR,2010,627,476,257
TUR,2011,681,513,246
TUR,2012,757,556,255
TUR,2013,874,619,288
TUR,2014,959,660,315
TUR,2015,1007,673,325
TUR,2016,1066,699,329
TUR,2017,1077,705,318
TUR,2018,1054,692,299
TUR,2019,1043,688,284
TKM,1990,49,19,66
TKM,1991,45,18,68
TKM,1992,41,16,71
TKM,1993,39,16,76
TKM,1994,36,15,76
TKM,1995,34,14,74
TKM,1996,32,14,74
TKM,1997,30,13,70
TKM,1998,29,13,65
TKM,1999,23,11,60
TKM,2000,22,10,54
TKM,2001,20,9,53
TKM,2002,19,9,56
TKM,2003,18,8,55
TKM,2004,17,8,59
TKM,2005,17,8,64
TKM,2006,17,9,66
TKM,2007,17,8,65
TKM,2008,17,8,66
TKM,2009,15,8,61
TKM,2010,14,7,59
TKM,2011,14,7,63
TKM,2012,13,7,65
TKM,2013,13,7,66
TKM,2014,12,6,66
TKM,2015,11,6,64
TKM,2016,11,6,62
TKM,2017,11,6,60
TKM,2018,11,6,56
TKM,2019,11,6,55
TUV,1990,1,1,1
TUV,1991,1,1,1
TUV,1992,1,1,1
TUV,1993,1,1,1
TUV,1994,1,1,1
TUV,1995,1,1,0
TUV,1996,1,1,0
TUV,1997,1,1,0
TUV,1998,1,1,0
TUV,1999,1,1,0
TUV,2000,1,1,0
TUV,2001,1,1,0
TUV,2002,1,1,0
TUV,2003,1,1,0
TUV,2004,0,0,0
TUV,2005,0,0,0
TUV,2006,0,0,0
TUV,2007,0,0,0
TUV,2008,0,0,0
TUV,2009,0,0,0
TUV,2010,0,0,0
TUV,2011,0,0,0
TUV,2012,0,0,0
TUV,2013,0,0,0
TUV,2014,0,0,0
TUV,2015,0,0,0
TUV,2016,0,0,0
TUV,2017,0,0,0
TUV,2018,0,0,0
TUV,2019,0,0,0
UGA,1990,7948,7771,975
UGA,1991,8220,8036,1061
UGA,1992,8304,8118,1077
UGA,1993,8357,8167,1173
UGA,1994,8244,8053,1271
UGA,1995,8185,7992,1345
UGA,1996,8101,7908,1435
UGA,1997,7932,7744,1500
UGA,1998,7694,7511,1648
UGA,1999,7374,7197,1772
UGA,2000,7157,6988,1888
UGA,2001,7067,6906,2005
UGA,2002,6846,6694,2073
UGA,2003,6407,6265,2122
UGA,2004,6462,6326,2239
UGA,2005,6280,6151,2268
UGA,2006,5960,5839,2285
UGA,2007,5651,5533,2274
UGA,2008,5252,5140,2170
UGA,2009,4988,4878,2161
UGA,2010,5016,4907,2155
UGA,2011,4995,4886,2170
UGA,2012,4992,4882,2193
UGA,2013,5506,5391,2288
UGA,2014,5662,5545,2307
UGA,2015,5279,5163,2234
UGA,2016,5252,5135,2195
UGA,2017,4510,4397,2133
UGA,2018,4252,4139,2133
UGA,2019,3937,3824,2121
UKR,1990,373,148,243
UKR,1991,382,151,226
UKR,1992,389,152,215
UKR,1993,400,154,215
UKR,1994,417,160,200
UKR,1995,433,165,202
UKR,1996,417,162,179
UKR,1997,392,157,147
UKR,1998,370,155,133
UKR,1999,379,159,125
UKR,2000,374,158,117
UKR,2001,334,142,112
UKR,2002,307,130,112
UKR,2003,282,119,102
UKR,2004,262,109,94
UKR,2005,236,98,90
UKR,2006,210,90,87
UKR,2007,206,88,105
UKR,2008,198,85,102
UKR,2009,167,75,117
UKR,2010,151,69,106
UKR,2011,139,64,88
UKR,2012,131,61,77
UKR,2013,119,55,68
UKR,2014,119,58,85
UKR,2015,146,69,98
UKR,2016,143,68,82
UKR,2017,140,68,92
UKR,2018,140,68,84
UKR,2019,139,67,81
ARE,1990,7,5,11
ARE,1991,6,4,11
ARE,1992,6,4,11
ARE,1993,5,4,10
ARE,1994,5,3,9
ARE,1995,5,3,9
ARE,1996,4,3,9
ARE,1997,4,3,8
ARE,1998,5,3,8
ARE,1999,5,3,9
ARE,2000,5,3,9
ARE,2001,5,3,9
ARE,2002,5,3,9
ARE,2003,5,3,9
ARE,2004,5,3,8
ARE,2005,5,3,8
ARE,2006,5,3,7
ARE,2007,5,3,8
ARE,2008,6,3,8
ARE,2009,6,3,8
ARE,2010,6,3,8
ARE,2011,6,3,8
ARE,2012,6,3,8
ARE,2013,6,3,9
ARE,2014,7,3,12
ARE,2015,7,3,12
ARE,2016,7,3,12
ARE,2017,7,3,12
ARE,2018,7,3,12
ARE,2019,7,3,12
GBR,1990,204,85,76
GBR,1991,200,84,70
GBR,1992,196,84,70
GBR,1993,194,83,65
GBR,1994,184,81,75
GBR,1995,182,81,72
GBR,1996,179,80,73
GBR,1997,171,80,64
GBR,1998,169,82,67
GBR,1999,168,84,62
GBR,2000,163,87,62
GBR,2001,163,94,62
GBR,2002,165,100,56
GBR,2003,166,103,61
GBR,2004,162,103,59
GBR,2005,160,105,61
GBR,2006,159,108,60
GBR,2007,158,109,64
GBR,2008,157,110,61
GBR,2009,156,111,70
GBR,2010,155,111,53
GBR,2011,156,113,55
GBR,2012,160,116,54
GBR,2013,158,115,53
GBR,2014,153,113,44
GBR,2015,151,112,36
GBR,2016,150,112,42
GBR,2017,150,113,34
GBR,2018,156,117,40
GBR,2019,159,118,40
USA,1990,2795,2419,538
USA,1991,2855,2481,525
USA,1992,2945,2569,509
USA,1993,3148,2748,511
USA,1994,3312,2900,524
USA,1995,3530,3103,489
USA,1996,3741,3298,508
USA,1997,3978,3519,534
USA,1998,4263,3783,508
USA,1999,4617,4122,575
USA,2000,4760,4261,617
USA,2001,4736,4255,644
USA,2002,4704,4237,634
USA,2003,4570,4123,793
USA,2004,4392,3977,921
USA,2005,4372,3967,1007
USA,2006,4257,3866,1042
USA,2007,4238,3861,1062
USA,2008,4280,3907,1103
USA,2009,4277,3924,1080
USA,2010,4367,4024,991
USA,2011,4538,4192,1050
USA,2012,4707,4360,1090
USA,2013,4943,4601,1172
USA,2014,5268,4918,1188
USA,2015,5661,5301,1200
USA,2016,5952,5586,1252
USA,2017,5814,5453,1101
USA,2018,5934,5565,1048
USA,2019,6090,5710,990
VIR,1990,3,3,1
VIR,1991,3,3,1
VIR,1992,3,3,1
VIR,1993,3,3,1
VIR,1994,3,3,1
VIR,1995,3,3,1
VIR,1996,3,3,1
VIR,1997,3,3,1
VIR,1998,3,3,1
VIR,1999,3,3,1
VIR,2000,3,3,1
VIR,2001,3,3,1
VIR,2002,3,3,1
VIR,2003,3,3,1
VIR,2004,3,3,1
VIR,2005,3,3,1
VIR,2006,3,3,1
VIR,2007,3,3,1
VIR,2008,3,3,1
VIR,2009,3,3,1
VIR,2010,3,3,1
VIR,2011,3,3,0
VIR,2012,3,3,0
VIR,2013,4,3,0
VIR,2014,4,3,0
VIR,2015,4,3,0
VIR,2016,4,3,0
VIR,2017,4,4,0
VIR,2018,4,4,0
VIR,2019,4,4,0
URY,1990,82,73,16
URY,1991,83,73,26
URY,1992,78,68,20
URY,1993,76,66,19
URY,1994,73,63,18
URY,1995,73,61,19
URY,1996,73,61,18
URY,1997,82,67,20
URY,1998,90,74,16
URY,1999,93,75,12
URY,2000,96,76,14
URY,2001,100,79,19
URY,2002,103,80,20
URY,2003,108,85,13
URY,2004,113,88,13
URY,2005,110,84,12
URY,2006,108,84,10
URY,2007,116,89,14
URY,2008,113,88,11
URY,2009,113,89,14
URY,2010,118,93,8
URY,2011,127,99,11
URY,2012,130,102,10
URY,2013,132,102,12
URY,2014,134,103,12
URY,2015,137,105,12
URY,2016,137,106,12
URY,2017,136,105,11
URY,2018,134,105,11
URY,2019,134,104,10
UZB,1990,258,78,262
UZB,1991,265,80,262
UZB,1992,266,78,253
UZB,1993,257,72,235
UZB,1994,241,63,199
UZB,1995,227,55,206
UZB,1996,209,47,166
UZB,1997,186,37,148
UZB,1998,160,27,136
UZB,1999,140,20,171
UZB,2000,130,16,261
UZB,2001,123,15,262
UZB,2002,105,12,245
UZB,2003,93,11,265
UZB,2004,84,10,271
UZB,2005,76,9,277
UZB,2006,70,9,253
UZB,2007,64,9,254
UZB,2008,57,9,246
UZB,2009,50,8,266
UZB,2010,46,8,208
UZB,2011,45,8,243
UZB,2012,45,9,204
UZB,2013,47,8,220
UZB,2014,48,10,227
UZB,2015,41,10,232
UZB,2016,41,10,233
UZB,2017,41,9,234
UZB,2018,41,9,229
UZB,2019,41,9,228
VUT,1990,11,11,6
VUT,1991,11,11,6
VUT,1992,11,11,7
VUT,1993,11,11,7
VUT,1994,11,11,8
VUT,1995,11,11,8
VUT,1996,11,11,8
VUT,1997,12,11,8
VUT,1998,12,11,8
VUT,1999,13,13,8
VUT,2000,13,13,8
VUT,2001,13,13,8
VUT,2002,13,13,8
VUT,2003,12,12,7
VUT,2004,12,12,7
VUT,2005,12,12,8
VUT,2006,12,12,8
VUT,2007,13,13,8
VUT,2008,13,13,8
VUT,2009,13,12,8
VUT,2010,13,12,8
VUT,2011,12,12,8
VUT,2012,12,12,8
VUT,2013,12,12,8
VUT,2014,12,12,8
VUT,2015,12,11,8
VUT,2016,12,12,8
VUT,2017,12,12,8
VUT,2018,12,12,8
VUT,2019,12,12,8
VEN,1990,815,759,398
VEN,1991,727,674,392
VEN,1992,779,724,365
VEN,1993,878,819,372
VEN,1994,1017,950,418
VEN,1995,1104,1031,370
VEN,1996,1167,1088,354
VEN,1997,1114,1041,348
VEN,1998,1127,1055,310
VEN,1999,1064,996,343
VEN,2000,1004,947,339
VEN,2001,997,945,353
VEN,2002,963,918,342
VEN,2003,1037,993,358
VEN,2004,828,795,354
VEN,2005,694,665,369
VEN,2006,627,602,365
VEN,2007,588,566,348
VEN,2008,559,537,396
VEN,2009,523,503,428
VEN,2010,493,475,422
VEN,2011,472,455,438
VEN,2012,461,444,433
VEN,2013,458,440,489
VEN,2014,480,460,696
VEN,2015,490,469,747
VEN,2016,502,481,597
VEN,2017,511,489,548
VEN,2018,523,499,550
VEN,2019,552,527,497
VNM,1990,2734,574,909
VNM,1991,2666,548,843
VNM,1992,2564,515,777
VNM,1993,2449,480,715
VNM,1994,2327,443,659
VNM,1995,2207,409,608
VNM,1996,2068,372,557
VNM,1997,1904,332,510
VNM,1998,1750,295,470
VNM,1999,1625,265,438
VNM,2000,1548,239,407
VNM,2001,1518,220,397
VNM,2002,1503,206,389
VNM,2003,1514,201,384
VNM,2004,1522,196,381
VNM,2005,1512,189,375
VNM,2006,1490,181,367
VNM,2007,1472,174,362
VNM,2008,1448,168,359
VNM,2009,1418,161,356
VNM,2010,1379,154,347
VNM,2011,1334,146,334
VNM,2012,1280,138,321
VNM,2013,1221,129,311
VNM,2014,1158,121,300
VNM,2015,1093,113,286
VNM,2016,1029,106,271
VNM,2017,966,99,256
VNM,2018,960,97,244
VNM,2019,954,95,234
WAL,1990,12,5,3
WAL,1991,11,5,3
WAL,1992,11,5,3
WAL,1993,11,5,3
WAL,1994,10,4,3
WAL,1995,10,4,3
WAL,1996,10,4,3
WAL,1997,9,4,3
WAL,1998,9,5,3
WAL,1999,10,5,3
WAL,2000,9,5,3
WAL,2001,9,6,3
WAL,2002,10,6,3
WAL,2003,10,6,3
WAL,2004,10,6,3
WAL,2005,9,6,3
WAL,2006,9,7,3
WAL,2007,9,7,3
WAL,2008,9,7,3
WAL,2009,9,7,3
WAL,2010,9,7,3
WAL,2011,9,7,3
WAL,2012,10,7,3
WAL,2013,10,7,3
WAL,2014,9,7,2
WAL,2015,9,7,2
WAL,2016,9,7,2
WAL,2017,9,7,2
WAL,2018,9,7,2
WAL,2019,10,7,2
WHO,1990,58076,52515,24700
WHO,1991,57527,52143,22616
WHO,1992,52386,47184,20873
WHO,1993,49103,44132,19737
WHO,1994,46150,41334,20847
WHO,1995,42497,37838,21469
WHO,1996,39462,34965,20830
WHO,1997,36513,32195,20123
WHO,1998,33554,29309,20069
WHO,1999,31111,26951,19488
WHO,2000,28789,24516,18405
WHO,2001,26720,22241,17039
WHO,2002,24467,19793,15014
WHO,2003,22617,17669,13424
WHO,2004,21208,16008,12794
WHO,2005,20692,15415,11994
WHO,2006,20122,14903,10967
WHO,2007,19447,14298,10105
WHO,2008,19435,14289,9564
WHO,2009,19571,14370,9168
WHO,2010,19866,14571,8599
WHO,2011,20292,14923,8028
WHO,2012,20746,15328,7565
WHO,2013,21325,15839,7244
WHO,2014,22072,16510,6782
WHO,2015,23066,17388,6795
WHO,2016,24262,18389,6879
WHO,2017,24893,18935,6400
WHO,2018,24877,18912,5963
WHO,2019,25100,19090,5703
OWI,1990,757152,656314,302586
OWI,1991,729479,631330,298443
OWI,1992,700996,606325,299461
OWI,1993,674537,584222,293727
OWI,1994,650113,564338,293314
OWI,1995,723386,641362,290718
OWI,1996,672263,594098,287916
OWI,1997,647966,572638,289635
OWI,1998,620761,549803,289480
OWI,1999,593679,527676,289013
OWI,2000,568710,506110,287210
OWI,2001,542809,483298,282640
OWI,2002,517989,462305,276442
OWI,2003,417494,365960,269609
OWI,2004,394175,345736,265466
OWI,2005,376958,330056,264605
OWI,2006,362686,316414,259454
OWI,2007,347611,302283,252743
OWI,2008,335821,290880,248086
OWI,2009,323074,279514,244366
OWI,2010,322389,279325,239943
OWI,2011,314533,271700,234859
OWI,2012,298307,255724,227356
OWI,2013,291633,249607,223652
OWI,2014,284764,243129,215061
OWI,2015,278979,237901,208626
OWI,2016,273382,232715,203912
OWI,2017,267638,227199,199369
OWI,2018,258265,218382,198237
OWI,2019,251577,212242,196471
WOR,1990,9351,7246,2248
WOR,1991,9466,7393,2156
WOR,1992,9646,7594,2064
WOR,1993,9991,7914,1977
WOR,1994,10295,8224,1937
WOR,1995,10775,8722,1848
WOR,1996,11143,9137,1800
WOR,1997,11566,9558,1795
WOR,1998,12160,10115,1696
WOR,1999,12775,10699,1682
WOR,2000,13021,10997,1683
WOR,2001,13079,11104,1653
WOR,2002,13240,11273,1628
WOR,2003,13326,11373,1745
WOR,2004,13025,11142,1861
WOR,2005,13168,11268,1953
WOR,2006,13144,11254,2016
WOR,2007,13358,11446,2027
WOR,2008,13666,11716,2078
WOR,2009,13894,11933,2097
WOR,2010,14257,12263,1968
WOR,2011,14678,12628,1972
WOR,2012,15143,13055,1993
WOR,2013,15532,13435,2053
WOR,2014,15976,13866,2037
WOR,2015,16860,14662,2044
WOR,2016,17416,15189,2071
WOR,2017,17537,15318,1882
WOR,2018,17950,15692,1810
WOR,2019,18390,16092,1738
WOR,1990,188448,181654,60674
WOR,1991,187392,180685,60775
WOR,1992,188294,181641,61349
WOR,1993,188121,181537,61951
WOR,1994,186830,180335,62378
WOR,1995,282597,276139,62952
WOR,1996,255482,249160,63651
WOR,1997,252587,246423,63788
WOR,1998,250013,243995,64719
WOR,1999,247171,241346,65287
WOR,2000,242288,236787,65553
WOR,2001,235744,230635,66017
WOR,2002,231027,226214,66933
WOR,2003,150829,146300,68388
WOR,2004,144571,140245,69784
WOR,2005,141601,137438,70503
WOR,2006,136148,132150,70834
WOR,2007,130457,126628,71571
WOR,2008,124616,120935,72221
WOR,2009,118974,115408,72746
WOR,2010,123710,119889,72983
WOR,2011,120326,116566,73129
WOR,2012,106609,103217,72204
WOR,2013,104357,100976,71581
WOR,2014,102055,98695,70944
WOR,2015,99555,96207,69801
WOR,2016,98341,94976,69381
WOR,2017,96454,93059,68826
WOR,2018,91831,88479,68402
WOR,2019,87986,84657,68082
WOR,1990,463736,378617,201948
WOR,1991,438797,355969,200636
WOR,1992,415035,335442,203156
WOR,1993,392581,317182,198895
WOR,1994,372959,301875,196747
WOR,1995,354344,286819,194132
WOR,1996,333557,269518,192076
WOR,1997,315451,253865,194598
WOR,1998,293709,236292,193719
WOR,1999,272375,219628,193213
WOR,2000,255588,205868,192392
WOR,2001,239242,192321,189144
WOR,2002,221753,178523,183649
WOR,2003,203722,164545,176563
WOR,2004,189701,153407,171826
WOR,2005,177442,142480,170895
WOR,2006,170581,135824,166478
WOR,2007,162598,128435,160340
WOR,2008,157024,123091,155757
WOR,2009,149900,117271,151609
WOR,2010,144188,112394,148539
WOR,2011,139534,107967,144603
WOR,2012,136550,104953,138770
WOR,2013,131055,100167,135979
WOR,2014,125532,95176,128483
WOR,2015,120585,91044,123547
WOR,2016,114287,85497,119684
WOR,2017,109496,81142,116516
WOR,2018,103855,76061,116262
WOR,2019,99836,72684,115199
WOR,1990,95265,88462,37548
WOR,1991,93483,86959,34709
WOR,1992,87690,81333,32725
WOR,1993,83524,77285,30737
WOR,1994,79720,73610,32084
WOR,1995,75371,69399,31617
WOR,1996,71794,66010,30218
WOR,1997,68084,62528,29280
WOR,1998,64610,59147,29172
WOR,1999,61101,55760,28653
WOR,2000,57566,52223,27402
WOR,2001,54503,49011,25645
WOR,2002,51735,46074,24048
WOR,2003,49390,43527,22725
WOR,2004,46655,40733,21803
WOR,2005,44528,38664,21060
WOR,2006,42601,36985,19933
WOR,2007,40990,35579,18613
WOR,2008,40311,34947,17838
WOR,2009,40107,34716,17726
WOR,2010,40032,34589,16267
WOR,2011,39795,34352,14970
WOR,2012,39815,34322,14209
WOR,2013,40501,34853,13860
WOR,2014,41015,35217,13419
WOR,2015,41793,35815,13058
WOR,2016,43157,36885,12604
WOR,2017,43975,37516,11977
WOR,2018,44456,37989,11597
WOR,2019,45195,38650,11289
YEM,1990,4187,4102,1596
YEM,1991,4005,3923,1602
YEM,1992,3808,3727,1617
YEM,1993,3640,3561,1641
YEM,1994,3473,3395,1676
YEM,1995,3337,3261,1694
YEM,1996,3279,3205,1707
YEM,1997,3148,3073,1725
YEM,1998,3044,2969,1745
YEM,1999,2926,2851,1799
YEM,2000,2816,2739,1845
YEM,2001,2660,2582,1859
YEM,2002,2581,2502,1923
YEM,2003,2402,2324,1955
YEM,2004,2219,2142,1986
YEM,2005,2058,1983,1984
YEM,2006,1920,1845,2000
YEM,2007,1892,1816,1994
YEM,2008,1797,1722,2084
YEM,2009,1670,1597,2001
YEM,2010,1545,1475,1814
YEM,2011,1463,1393,1813
YEM,2012,1348,1280,1748
YEM,2013,1279,1212,1739
YEM,2014,1187,1122,1653
YEM,2015,1131,1067,1659
YEM,2016,1078,1015,1646
YEM,2017,1023,960,1651
YEM,2018,1013,947,1750
YEM,2019,1010,941,1705
ZMB,1990,4244,4117,972
ZMB,1991,4249,4118,993
ZMB,1992,4227,4094,1022
ZMB,1993,4174,4040,1036
ZMB,1994,4114,3979,1066
ZMB,1995,4033,3898,1088
ZMB,1996,3915,3780,1097
ZMB,1997,3793,3659,1082
ZMB,1998,3702,3570,1073
ZMB,1999,3602,3473,1048
ZMB,2000,3546,3423,1025
ZMB,2001,3421,3308,1001
ZMB,2002,3305,3199,971
ZMB,2003,3269,3169,964
ZMB,2004,3357,3261,976
ZMB,2005,3335,3243,962
ZMB,2006,3288,3199,974
ZMB,2007,3141,3057,957
ZMB,2008,3045,2965,921
ZMB,2009,2838,2762,878
ZMB,2010,2784,2709,859
ZMB,2011,2715,2641,869
ZMB,2012,2557,2485,851
ZMB,2013,2514,2443,834
ZMB,2014,2388,2318,822
ZMB,2015,2269,2199,815
ZMB,2016,2148,2078,816
ZMB,2017,2087,2016,815
ZMB,2018,1954,1884,804
ZMB,2019,1899,1828,804
ZWE,1990,2146,2123,867
ZWE,1991,2010,1988,820
ZWE,1992,1919,1897,791
ZWE,1993,1712,1690,710
ZWE,1994,1677,1655,654
ZWE,1995,1542,1520,555
ZWE,1996,1411,1389,442
ZWE,1997,1389,1368,394
ZWE,1998,1420,1398,439
ZWE,1999,1539,1516,509
ZWE,2000,1630,1605,591
ZWE,2001,1688,1663,631
ZWE,2002,1765,1739,714
ZWE,2003,1821,1795,798
ZWE,2004,1860,1834,917
ZWE,2005,1949,1923,970
ZWE,2006,2086,2060,1101
ZWE,2007,2219,2191,1198
ZWE,2008,2556,2526,1410
ZWE,2009,2651,2621,1521
ZWE,2010,2764,2734,1536
ZWE,2011,3013,2983,1480
ZWE,2012,3095,3065,1414
ZWE,2013,3017,2987,1385
ZWE,2014,2977,2948,1362
ZWE,2015,3019,2990,1355
ZWE,2016,3056,3027,1338
ZWE,2017,2990,2962,1312
ZWE,2018,2918,2890,1294
ZWE,2019,2884,2855,1294
