code,year,d_alcohol_use_disorders,d_neonatal_disorders,d_conflict_and_terrorism,d_diarrheal_diseases,d_environmental_heat_and_cold_exposure
BRA,1990,4593,82075,43,42554,232
BRA,1991,4749,78525,31,39845,214
BRA,1992,4920,75205,51,37118,202
BRA,1993,5131,72342,48,34880,192
BRA,1994,5329,69857,33,32254,174
BRA,1995,5518,68160,36,29213,149
BRA,1996,5741,66907,53,26598,111
BRA,1997,5969,65825,36,24231,95
BRA,1998,6182,64786,1,22513,86
BRA,1999,6447,64021,5,20503,82
BRA,2000,6709,63291,0,18454,99
BRA,2001,6971,62213,4,17145,76
BRA,2002,7227,60921,0,16101,74
BRA,2003,7492,59578,0,15210,72
BRA,2004,7843,58264,0,14219,72
BRA,2005,8139,56875,34,13317,70
BRA,2006,8422,55546,1,12343,69
BRA,2007,8677,54149,7,11420,69
BRA,2008,8886,52478,62,10615,71
BRA,2009,8972,50683,14,9901,72
BRA,2010,9093,48726,0,9313,93
BRA,2011,9176,46576,2,8819,72
BRA,2012,9126,44173,4,8446,72
BRA,2013,9102,41687,18,8182,73
BRA,2014,9010,39034,64,7809,72
BRA,2015,8958,36744,36,7656,73
BRA,2016,9002,34752,15,7641,76
BRA,2017,9092,33069,0,7523,74
BRA,2018,9422,31170,0,7501,75
BRA,2019,9705,29661,0,7514,76
BRN,1990,1,25,0,2,1
BRN,1991,1,26,0,2,1
BRN,1992,1,26,0,2,1
BRN,1993,1,26,0,2,1
BRN,1994,1,25,0,2,1
BRN,1995,1,24,0,2,1
BRN,1996,1,23,0,2,1
BRN,1997,1,23,0,2,1
BRN,1998,1,23,0,2,0
BRN,1999,1,23,0,2,0
BRN,2000,1,24,0,2,0
BRN,2001,1,24,0,2,0
BRN,2002,1,25,0,2,1
BRN,2003,1,26,0,2,1
BRN,2004,1,25,0,2,1
BRN,2005,1,24,0,2,1
BRN,2006,1,23,0,2,1
BRN,2007,1,23,0,2,1
BRN,2008,1,22,0,2,1
BRN,2009,1,22,0,2,1
BRN,2010,1,23,0,2,1
BRN,2011,1,24,0,2,1
BRN,2012,1,25,0,2,1
BRN,2013,1,26,0,3,1
BRN,2014,1,26,0,3,1
BRN,2015,1,26,0,3,1
BRN,2016,1,25,0,3,1
BRN,2017,1,24,0,3,1
BRN,2018,1,23,0,3,1
BRN,2019,2,23,0,3,1
BGR,1990,289,514,0,40,106
BGR,1991,277,537,0,43,108
BGR,1992,287,503,0,42,117
BGR,1993,300,450,0,41,134
BGR,1994,305,445,1,43,143
BGR,1995,302,382,3,37,148
BGR,1996,283,383,9,34,154
BGR,1997,260,391,0,35,166
BGR,1998,244,365,0,31,199
BGR,1999,221,392,0,29,149
BGR,2000,201,360,4,30,164
BGR,2001,187,342,0,27,151
BGR,2002,172,322,1,28,151
BGR,2003,164,311,0,27,154
BGR,2004,157,312,23,27,150
BGR,2005,148,291,0,28,160
BGR,2006,133,286,0,29,192
BGR,2007,121,283,0,29,154
BGR,2008,113,288,0,29,159
BGR,2009,107,307,0,29,144
BGR,2010,100,295,0,29,153
BGR,2011,94,261,0,28,131
BGR,2012,92,236,8,27,220
BGR,2013,93,220,0,28,129
BGR,2014,95,217,1,30,134
BGR,2015,95,190,0,28,127
BGR,2016,98,180,0,27,124
BGR,2017,99,177,0,26,121
BGR,2018,100,166,0,26,118
BGR,2019,101,156,0,25,115
BFA,1990,70,12639,0,23632,79
BFA,1991,71,12661,1,23419,80
BFA,1992,72,12706,0,23198,80
BFA,1993,74,12829,0,23024,81
BFA,1994,75,12992,0,22765,83
BFA,1995,77,13125,0,22564,84
BFA,1996,78,13267,0,22065,84
BFA,1997,80,13421,0,21430,85
BFA,1998,83,13563,0,20791,86
BFA,1999,83,13422,0,20520,87
BFA,2000,85,13456,1,20537,90
BFA,2001,85,13231,0,20070,89
BFA,2002,85,13071,0,20132,90
BFA,2003,87,13615,65,18958,90
BFA,2004,90,14046,76,18284,90
BFA,2005,93,14460,6,17801,91
BFA,2006,95,14858,16,17353,92
BFA,2007,97,15281,0,16430,92
BFA,2008,98,15364,14,16266,94
BFA,2009,101,15520,0,15792,96
BFA,2010,106,15934,3,15252,100
BFA,2011,110,16353,2,14781,102
BFA,2012,116,16798,27,14539,108
BFA,2013,123,17476,3,14262,115
BFA,2014,129,17796,7,14137,120
BFA,2015,134,18147,25,14535,126
BFA,2016,140,18483,88,15126,132
BFA,2017,147,18769,96,15647,136
BFA,2018,153,19095,246,15424,138
BFA,2019,156,19281,707,14957,138
BDI,1990,50,7764,7,8942,65
BDI,1991,50,7536,395,8926,65
BDI,1992,51,7311,122,9156,64
BDI,1993,52,7572,5,9362,67
BDI,1994,53,7637,12765,9468,67
BDI,1995,54,7433,13083,9463,67
BDI,1996,54,7296,13871,9379,66
BDI,1997,54,7329,13822,9393,66
BDI,1998,54,7363,13105,9329,65
BDI,1999,54,7370,13314,9186,65
BDI,2000,54,7390,14144,9064,65
BDI,2001,53,7431,13673,8800,64
BDI,2002,53,7576,13247,9056,66
BDI,2003,54,7750,13415,9067,67
BDI,2004,56,7948,12764,9170,68
BDI,2005,57,8144,12921,9379,69
BDI,2006,58,8314,237,9336,70
BDI,2007,60,8510,33,9272,72
BDI,2008,61,8750,292,9113,73
BDI,2009,63,8884,481,9034,73
BDI,2010,65,8931,273,9362,75
BDI,2011,67,8993,203,9579,77
BDI,2012,70,9079,29,9850,79
BDI,2013,72,9081,25,9884,81
BDI,2014,74,8922,58,9893,82
BDI,2015,75,8746,666,9616,82
BDI,2016,77,8655,369,9150,82
BDI,2017,80,8691,284,8973,83
BDI,2018,83,8832,252,9374,87
BDI,2019,86,8794,80,9336,89
KHM,1990,107,9527,377,7468,5
KHM,1991,109,9385,338,7435,5
KHM,1992,111,9264,257,7251,5
KHM,1993,114,9088,484,7140,5
KHM,1994,117,8873,797,7069,5
KHM,1995,121,8621,747,6757,5
KHM,1996,122,8313,890,6354,5
KHM,1997,124,7999,544,6032,5
KHM,1998,126,7715,310,5741,5
KHM,1999,126,7491,1,5393,5
KHM,2000,121,7264,16,4921,4
KHM,2001,115,7049,5,4484,4
KHM,2002,110,6940,4,4159,4
KHM,2003,108,6818,2,3814,4
KHM,2004,107,6707,0,3484,4
KHM,2005,106,6605,1,3174,4
KHM,2006,105,6510,1,2915,4
KHM,2007,106,6412,2,2694,4
KHM,2008,107,6291,1,2505,4
KHM,2009,108,6153,0,2360,4
KHM,2010,110,5991,25,2250,4
KHM,2011,112,5779,23,2142,4
KHM,2012,114,5609,4,2067,4
KHM,2013,116,5423,6,1982,4
KHM,2014,119,5264,4,1934,4
KHM,2015,121,5146,2,1893,4
KHM,2016,124,4986,5,1853,4
KHM,2017,127,4805,3,1844,5
KHM,2018,130,4620,8,1777,5
KHM,2019,133,4440,2,1718,5
CMR,1990,74,11650,6,20514,54
CMR,1991,77,11849,36,21190,57
CMR,1992,80,12075,6,21462,61
CMR,1993,84,12319,0,21968,65
CMR,1994,86,12495,99,22527,70
CMR,1995,89,12664,5,22994,74
CMR,1996,93,12878,3,23506,79
CMR,1997,96,13109,0,23589,84
CMR,1998,100,13311,0,23798,89
CMR,1999,103,13563,1,23954,94
CMR,2000,106,13818,21,24736,99
CMR,2001,109,14075,0,25481,101
CMR,2002,113,14533,0,28591,107
CMR,2003,116,15067,0,29194,107
CMR,2004,120,15615,2,29002,107
CMR,2005,124,16109,48,29004,109
CMR,2006,128,16466,31,28899,112
CMR,2007,132,16736,66,27288,114
CMR,2008,136,16876,40,26219,117
CMR,2009,140,16983,3,25590,122
CMR,2010,145,16908,6,25835,127
CMR,2011,151,16951,17,25310,130
CMR,2012,156,16906,5,23523,132
CMR,2013,162,16904,14,23212,134
CMR,2014,166,16778,1117,22142,135
CMR,2015,169,16525,1714,20679,131
CMR,2016,172,16252,970,21193,132
CMR,2017,176,15935,726,20592,131
CMR,2018,182,15789,1571,19034,129
CMR,2019,187,15688,626,17856,128
CAN,1990,692,1255,0,71,135
CAN,1991,718,1185,0,70,137
CAN,1992,743,1133,1,73,139
CAN,1993,761,1147,0,81,144
CAN,1994,780,1155,1,89,147
CAN,1995,788,1116,2,101,149
CAN,1996,803,1039,0,119,148
CAN,1997,816,987,0,145,146
CAN,1998,841,946,2,189,143
CAN,1999,860,931,7,251,138
CAN,2000,896,926,0,372,129
CAN,2001,925,956,7,496,129
CAN,2002,952,975,1,645,131
CAN,2003,958,997,0,825,129
CAN,2004,972,1011,3,1024,125
CAN,2005,982,1049,4,1180,124
CAN,2006,1005,1056,36,1316,120
CAN,2007,1034,1098,30,1469,119
CAN,2008,1065,1107,32,1581,117
CAN,2009,1092,1089,32,1690,114
CAN,2010,1128,1097,16,1782,117
CAN,2011,1168,1072,0,1810,116
CAN,2012,1202,1072,1,1801,117
CAN,2013,1247,1098,0,1724,142
CAN,2014,1291,1050,7,1688,121
CAN,2015,1321,1021,0,1661,120
CAN,2016,1326,1002,2,1652,123
CAN,2017,1335,956,0,1655,124
CAN,2018,1349,931,0,1713,197
CAN,2019,1361,915,1,1742,128
CPV,1990,2,173,0,295,0
CPV,1991,2,168,0,280,0
CPV,1992,2,167,0,270,0
CPV,1993,2,170,0,256,1
CPV,1994,2,176,0,272,1
CPV,1995,2,183,0,418,1
CPV,1996,2,196,0,187,1
CPV,1997,2,206,0,163,2
CPV,1998,2,208,0,146,2
CPV,1999,2,218,0,135,2
CPV,2000,2,215,0,124,2
CPV,2001,2,214,0,115,2
CPV,2002,2,214,0,107,2
CPV,2003,2,211,0,99,2
CPV,2004,3,207,0,91,2
CPV,2005,3,203,0,84,2
CPV,2006,3,199,0,77,2
CPV,2007,3,192,0,70,2
CPV,2008,3,183,0,65,2
CPV,2009,3,174,0,60,2
CPV,2010,3,165,0,57,2
CPV,2011,3,152,0,54,2
CPV,2012,3,149,0,52,2
CPV,2013,3,140,0,51,2
CPV,2014,4,132,0,50,2
CPV,2015,4,124,0,48,2
CPV,2016,4,116,0,48,2
CPV,2017,4,107,0,47,2
CPV,2018,5,99,0,50,2
CPV,2019,5,92,0,47,2
CAF,1990,37,3987,0,7257,32
CAF,1991,38,4071,3,7291,33
CAF,1992,38,4157,4,7370,33
CAF,1993,39,4244,4,7520,35
CAF,1994,40,4319,2,7594,35
CAF,1995,41,4411,0,7591,36
CAF,1996,42,4528,56,7574,37
CAF,1997,43,4637,140,7602,37
CAF,1998,43,4747,6,7532,38
CAF,1999,44,4857,7,7523,39
CAF,2000,44,4963,9,7445,39
CAF,2001,45,5072,265,7424,39
CAF,2002,46,5186,296,7401,40
CAF,2003,46,5316,34,7337,40
CAF,2004,47,5442,75,7297,41
CAF,2005,48,5545,8,7259,41
CAF,2006,49,5621,222,7554,42
CAF,2007,50,5707,271,7632,42
CAF,2008,50,5807,123,7718,42
CAF,2009,51,5904,322,7866,43
CAF,2010,53,5993,308,8000,45
CAF,2011,55,6000,171,8102,45
CAF,2012,56,5853,185,8075,44
CAF,2013,57,5685,4169,8153,45
CAF,2014,57,5583,4526,8278,44
CAF,2015,58,5551,701,8469,45
CAF,2016,59,5498,761,8684,45
CAF,2017,60,5430,1230,8790,45
CAF,2018,61,5411,570,8549,46
CAF,2019,63,5349,340,8431,46
TCD,1990,40,9556,688,17510,53
TCD,1991,40,9680,135,18860,54
TCD,1992,41,9790,1360,17834,57
TCD,1993,43,9955,313,18184,61
TCD,1994,44,10105,522,18515,64
TCD,1995,45,10356,53,18790,67
TCD,1996,48,10613,5,19317,73
TCD,1997,50,10798,242,20271,78
TCD,1998,52,10941,229,20681,84
TCD,1999,53,11061,437,21306,89
TCD,2000,54,11162,1012,22373,93
TCD,2001,56,11256,263,23919,96
TCD,2002,57,11479,369,25099,98
TCD,2003,59,11775,37,26107,102
TCD,2004,60,12005,176,26817,103
TCD,2005,61,12220,417,26961,104
TCD,2006,62,12496,2368,28050,106
TCD,2007,64,12866,378,29087,110
TCD,2008,66,13233,1057,29380,112
TCD,2009,69,13669,138,29744,114
TCD,2010,71,14022,37,30223,117
TCD,2011,73,14397,15,30284,118
TCD,2012,75,14764,17,29664,119
TCD,2013,76,15132,42,30086,122
TCD,2014,78,15488,53,29851,123
TCD,2015,80,15805,543,30485,126
TCD,2016,82,16177,41,30674,127
TCD,2017,84,16583,90,31117,129
TCD,2018,86,17030,350,30599,131
TCD,2019,88,17347,276,30372,133
CHL,1990,271,1795,8,393,60
CHL,1991,271,1608,16,352,55
CHL,1992,266,1538,12,318,52
CHL,1993,278,1397,0,293,54
CHL,1994,301,1266,0,279,56
CHL,1995,326,1184,1,280,99
CHL,1996,356,1131,2,278,57
CHL,1997,392,1050,0,271,51
CHL,1998,412,1095,0,272,48
CHL,1999,442,1053,1,271,44
CHL,2000,508,959,1,262,43
CHL,2001,545,898,0,257,43
CHL,2002,577,802,0,252,48
CHL,2003,580,802,0,254,48
CHL,2004,576,862,0,254,51
CHL,2005,568,842,0,245,50
CHL,2006,560,848,0,242,48
CHL,2007,551,883,0,244,67
CHL,2008,547,874,0,255,46
CHL,2009,543,905,0,276,45
CHL,2010,534,857,0,300,42
CHL,2011,518,870,0,320,40
CHL,2012,510,834,0,348,39
CHL,2013,496,798,2,381,39
CHL,2014,485,834,1,408,38
CHL,2015,486,752,0,423,37
CHL,2016,481,702,0,422,37
CHL,2017,503,647,0,434,38
CHL,2018,517,617,0,441,38
CHL,2019,531,594,0,449,38
CHN,1990,9377,285888,26,93302,10895
CHN,1991,9282,283263,4,87548,10650
CHN,1992,9243,275249,16,79015,10467
CHN,1993,9287,266041,6,71456,10139
CHN,1994,9583,255090,21,65172,10034
CHN,1995,9732,242244,6,58142,9517
CHN,1996,10016,230108,23,52455,9070
CHN,1997,10244,216548,42,46586,8584
CHN,1998,10820,203385,100,41994,8052
CHN,1999,11452,189902,305,37415,7693
CHN,2000,12527,177316,201,33220,7341
CHN,2001,13981,163780,525,29084,6813
CHN,2002,15761,150219,102,25318,6377
CHN,2003,17825,136597,2,22164,5962
CHN,2004,19906,126027,16,19279,5664
CHN,2005,20915,116266,25,16432,5309
CHN,2006,21167,107583,0,13769,4909
CHN,2007,21274,99540,88,11643,4625
CHN,2008,21408,93539,114,10058,4676
CHN,2009,21192,87453,392,8901,4447
CHN,2010,21077,79733,19,7891,4454
CHN,2011,20738,75901,67,7198,4400
CHN,2012,20458,74505,55,6779,4441
CHN,2013,20181,68958,213,6452,4616
CHN,2014,20069,63241,425,6131,4582
CHN,2015,19893,66013,211,6078,4720
CHN,2016,19803,66904,20,6243,5072
CHN,2017,19627,57484,14,6050,5112
CHN,2018,19499,49939,5,5618,4995
CHN,2019,19459,44950,0,5440,4966
COL,1990,88,13526,1365,4576,40
COL,1991,83,13614,1614,4450,41
COL,1992,82,13627,2131,4311,40
COL,1993,82,13470,257,4081,36
COL,1994,78,13116,1429,3849,33
COL,1995,76,12732,1464,3534,30
COL,1996,75,12397,2012,3284,26
COL,1997,77,12082,2057,2949,20
COL,1998,81,11680,2049,2650,17
COL,1999,83,11283,2208,2427,16
COL,2000,84,10952,2154,2195,15
COL,2001,83,10585,2420,2009,15
COL,2002,89,10211,3202,2005,16
COL,2003,90,9914,1266,1872,15
COL,2004,94,9627,1603,1723,15
COL,2005,93,9323,1657,1563,15
COL,2006,97,9001,662,1447,15
COL,2007,97,8568,426,1326,15
COL,2008,100,8145,337,1214,15
COL,2009,106,7713,526,1109,16
COL,2010,112,7134,498,995,16
COL,2011,116,6565,270,895,15
COL,2012,117,6225,395,857,15
COL,2013,112,5868,277,843,15
COL,2014,111,5549,299,839,15
COL,2015,112,5250,247,848,16
COL,2016,115,4835,76,851,16
COL,2017,118,4682,34,867,16
COL,2018,121,4467,149,887,16
COL,2019,124,4255,0,903,16
COM,1990,3,714,0,589,4
COM,1991,3,714,0,595,4
COM,1992,3,718,1,616,4
COM,1993,3,720,0,606,4
COM,1994,3,723,0,615,4
COM,1995,3,720,0,614,5
COM,1996,3,718,0,614,5
COM,1997,4,711,56,614,5
COM,1998,3,707,0,650,4
COM,1999,3,702,0,616,4
COM,2000,4,696,0,690,4
COM,2001,4,689,0,569,4
COM,2002,4,678,0,580,4
COM,2003,4,666,0,498,4
COM,2004,4,655,0,476,4
COM,2005,4,642,0,458,4
COM,2006,4,627,0,420,4
COM,2007,4,612,0,459,5
COM,2008,4,596,0,415,5
COM,2009,4,579,0,374,4
COM,2010,4,559,0,332,4
COM,2011,4,540,0,328,4
COM,2012,4,518,0,309,4
COM,2013,5,492,0,301,4
COM,2014,5,471,0,332,5
COM,2015,5,451,0,327,5
COM,2016,5,431,0,319,5
COM,2017,6,412,0,316,5
COM,2018,6,394,0,294,5
COM,2019,6,380,0,278,5
COG,1990,31,1915,0,3511,18
COG,1991,31,1939,0,3496,18
COG,1992,31,1964,2,3516,18
COG,1993,32,1987,135,3552,19
COG,1994,34,2018,32,3673,20
COG,1995,35,2053,2,3733,20
COG,1996,36,2105,1,3761,21
COG,1997,37,2149,10447,3840,22
COG,1998,36,2196,3784,3799,21
COG,1999,36,2244,981,3810,21
COG,2000,35,2293,500,3795,20
COG,2001,34,2340,3,3756,19
COG,2002,33,2392,235,3764,19
COG,2003,34,2449,44,3794,19
COG,2004,35,2500,9,3797,18
COG,2005,36,2550,15,3892,19
COG,2006,37,2579,0,3865,18
COG,2007,38,2614,2,3870,19
COG,2008,39,2645,1,3790,19
COG,2009,40,2678,100,3636,19
COG,2010,41,2696,0,3364,19
COG,2011,42,2691,1,3122,18
COG,2012,44,2660,2,2924,19
COG,2013,45,2597,42,2683,19
COG,2014,47,2527,11,2468,19
COG,2015,48,2423,0,2310,19
COG,2016,49,2294,63,2165,18
COG,2017,51,2169,20,2086,18
COG,2018,53,2078,13,1963,18
COG,2019,55,2002,0,1879,19
COK,1990,0,4,0,1,0
COK,1991,0,3,0,1,0
COK,1992,0,3,0,1,0
COK,1993,0,3,0,1,0
COK,1994,0,3,0,1,0
COK,1995,0,2,0,1,0
COK,1996,0,2,0,1,0
COK,1997,0,2,0,1,0
COK,1998,0,2,0,1,0
COK,1999,0,2,0,1,0
COK,2000,0,2,0,1,0
COK,2001,0,2,0,1,0
COK,2002,0,2,0,1,0
COK,2003,0,1,0,1,0
COK,2004,0,1,0,1,0
COK,2005,0,1,0,1,0
COK,2006,0,1,0,1,0
COK,2007,0,1,0,1,0
COK,2008,0,1,0,1,0
COK,2009,0,1,0,1,0
COK,2010,0,1,0,1,0
COK,2011,0,0,0,1,0
COK,2012,0,0,0,1,0
COK,2013,0,0,0,1,0
COK,2014,0,0,0,1,0
COK,2015,0,0,0,1,0
COK,2016,0,0,0,1,0
COK,2017,0,0,0,1,0
COK,2018,0,0,0,1,0
COK,2019,0,0,0,1,0
CRI,1990,40,583,1,148,1
CRI,1991,41,565,0,136,1
CRI,1992,43,557,0,128,1
CRI,1993,45,539,0,125,1
CRI,1994,47,533,1,130,1
CRI,1995,50,528,0,134,1
CRI,1996,51,494,1,129,1
CRI,1997,55,528,2,131,2
CRI,1998,56,493,0,125,2
CRI,1999,58,467,0,120,2
CRI,2000,56,420,0,111,2
CRI,2001,56,431,1,112,2
CRI,2002,56,419,0,105,2
CRI,2003,57,390,0,101,2
CRI,2004,61,369,0,98,2
CRI,2005,60,356,0,89,2
CRI,2006,65,364,0,86,2
CRI,2007,65,377,0,80,2
CRI,2008,67,355,0,78,2
CRI,2009,65,334,0,81,2
CRI,2010,68,357,0,90,2
CRI,2011,68,345,0,89,2
CRI,2012,69,332,0,95,2
CRI,2013,70,317,0,101,2
CRI,2014,73,303,0,108,2
CRI,2015,76,292,0,116,2
CRI,2016,79,291,0,126,3
CRI,2017,81,267,0,126,3
CRI,2018,82,251,0,128,2
CRI,2019,84,238,0,129,2
CIV,1990,99,18459,9,12184,69
CIV,1991,104,18904,0,12645,73
CIV,1992,109,19532,1,13049,78
CIV,1993,115,20351,1,13669,84
CIV,1994,120,21356,8,14288,91
CIV,1995,126,22381,45,14968,98
CIV,1996,129,23188,10,14985,104
CIV,1997,131,23907,16,15106,109
CIV,1998,133,24638,9,15133,115
CIV,1999,135,25129,51,14975,119
CIV,2000,137,25400,108,14582,123
CIV,2001,139,25666,32,13996,125
CIV,2002,141,26019,1209,13173,126
CIV,2003,143,26413,986,12564,127
CIV,2004,145,26720,466,12217,128
CIV,2005,146,26997,148,11843,128
CIV,2006,147,27089,44,12022,130
CIV,2007,149,27184,3,11509,129
CIV,2008,150,27052,14,10961,128
CIV,2009,153,27025,2,10550,129
CIV,2010,157,26918,82,10088,130
CIV,2011,162,26962,1821,9570,131
CIV,2012,167,26640,43,9664,135
CIV,2013,174,26453,22,9828,141
CIV,2014,179,26295,29,9801,144
CIV,2015,180,25933,15,9788,145
CIV,2016,180,25108,18,9205,141
CIV,2017,182,24326,24,8669,138
CIV,2018,189,23745,12,8105,137
CIV,2019,191,23030,10,7489,134
HRV,1990,304,324,0,17,49
HRV,1991,282,290,3486,16,48
HRV,1992,257,279,2178,16,45
HRV,1993,239,261,755,16,44
HRV,1994,242,256,225,14,40
HRV,1995,250,243,964,13,42
HRV,1996,252,242,156,11,44
HRV,1997,253,240,41,12,45
HRV,1998,252,205,28,12,42
HRV,1999,251,188,15,11,42
HRV,2000,248,174,9,12,37
HRV,2001,245,165,4,11,35
HRV,2002,236,150,2,12,33
HRV,2003,244,137,4,12,44
HRV,2004,247,133,11,13,34
HRV,2005,258,126,5,15,49
HRV,2006,266,116,1,15,33
HRV,2007,282,120,3,16,31
HRV,2008,291,115,3,17,30
HRV,2009,288,119,4,17,30
HRV,2010,286,104,4,20,29
HRV,2011,282,96,2,22,27
HRV,2012,280,86,4,23,37
HRV,2013,271,89,3,25,23
HRV,2014,270,83,0,29,22
HRV,2015,270,81,1,32,22
HRV,2016,263,78,3,33,21
HRV,2017,266,72,0,30,21
HRV,2018,267,67,0,29,21
HRV,2019,268,62,0,29,21
CUB,1990,133,839,34,486,6
CUB,1991,148,759,34,520,6
CUB,1992,165,666,38,569,6
CUB,1993,180,604,42,636,6
CUB,1994,193,621,28,663,6
CUB,1995,209,604,23,649,6
CUB,1996,226,499,29,601,6
CUB,1997,250,471,2,545,7
CUB,1998,280,469,0,493,7
CUB,1999,308,432,0,431,7
CUB,2000,326,428,0,360,7
CUB,2001,327,394,0,328,7
CUB,2002,329,392,0,294,7
CUB,2003,328,366,0,279,7
CUB,2004,330,334,0,272,8
CUB,2005,341,315,0,273,8
CUB,2006,338,269,0,246,8
CUB,2007,362,268,1,239,9
CUB,2008,386,282,0,247,9
CUB,2009,411,286,0,252,10
CUB,2010,422,278,0,264,11
CUB,2011,429,292,0,259,12
CUB,2012,467,274,0,272,14
CUB,2013,500,265,0,277,15
CUB,2014,525,259,0,278,17
CUB,2015,561,258,0,270,20
CUB,2016,579,230,0,259,20
CUB,2017,577,218,0,272,20
CUB,2018,575,194,0,272,19
CUB,2019,570,180,0,265,18
CYP,1990,6,107,0,8,4
CYP,1991,6,103,0,9,4
CYP,1992,6,95,0,9,5
CYP,1993,6,87,0,9,4
CYP,1994,6,79,2,9,4
CYP,1995,6,71,0,9,4
CYP,1996,6,65,3,9,4
CYP,1997,7,59,0,9,4
CYP,1998,7,52,0,9,56
CYP,1999,7,46,0,9,4
CYP,2000,7,42,0,9,9
CYP,2001,7,38,0,9,4
CYP,2002,7,35,0,10,4
CYP,2003,7,33,0,10,4
CYP,2004,7,31,0,10,4
CYP,2005,7,31,0,11,4
CYP,2006,7,29,0,11,3
CYP,2007,8,27,0,12,7
CYP,2008,8,27,0,12,3
CYP,2009,8,27,1,13,3
CYP,2010,8,26,0,14,3
CYP,2011,8,25,0,15,3
CYP,2012,8,25,0,16,3
CYP,2013,8,24,0,17,3
CYP,2014,8,25,0,18,3
CYP,2015,9,26,0,19,3
CYP,2016,9,27,0,20,3
CYP,2017,9,26,0,20,3
CYP,2018,9,26,1,21,3
CYP,2019,9,25,0,22,3
CZE,1990,257,699,0,20,89
CZE,1991,246,669,2,18,91
CZE,1992,239,604,0,17,91
CZE,1993,230,524,0,16,87
CZE,1994,231,447,0,17,82
CZE,1995,235,377,1,16,82
CZE,1996,242,310,2,15,86
CZE,1997,254,292,1,16,88
CZE,1998,267,251,0,15,85
CZE,1999,275,223,2,15,90
CZE,2000,304,210,0,16,100
CZE,2001,332,201,1,19,109
CZE,2002,350,209,0,21,115
CZE,2003,377,202,0,26,128
CZE,2004,399,200,1,31,134
CZE,2005,422,190,0,39,138
CZE,2006,421,193,0,51,167
CZE,2007,428,197,0,70,144
CZE,2008,432,185,0,95,152
CZE,2009,429,179,0,126,157
CZE,2010,425,166,0,171,198
CZE,2011,426,155,0,228,156
CZE,2012,430,147,0,278,174
CZE,2013,429,140,1,311,147
CZE,2014,429,141,6,335,141
CZE,2015,437,147,0,358,143
CZE,2016,449,170,0,360,144
CZE,2017,449,171,0,349,143
CZE,2018,446,146,0,316,142
CZE,2019,445,130,0,293,135
COD,1990,325,43364,147,36694,244
COD,1991,335,43797,35,38475,251
COD,1992,341,44098,77,40073,255
COD,1993,344,44542,106,42429,257
COD,1994,349,45048,184,49447,261
COD,1995,359,45539,101,48718,268
COD,1996,374,45916,34541,54091,274
COD,1997,371,46428,14347,59696,273
COD,1998,379,47060,9946,66843,277
COD,1999,387,47663,8637,69794,281
COD,2000,395,48401,2608,72918,290
COD,2001,403,49263,2136,72545,295
COD,2002,407,50479,6233,71648,296
COD,2003,424,51862,3745,71494,303
COD,2004,430,53037,897,69282,300
COD,2005,436,53747,556,68753,302
COD,2006,447,54086,448,68691,309
COD,2007,459,54269,934,69116,315
COD,2008,475,54273,3641,68640,321
COD,2009,490,54184,6654,68197,325
COD,2010,505,53541,1352,66246,327
COD,2011,525,53263,410,63898,329
COD,2012,544,52748,2109,60708,333
COD,2013,561,51880,2830,56518,337
COD,2014,577,50491,1151,52751,341
COD,2015,591,48895,1367,48720,338
COD,2016,605,47315,1776,45007,333
COD,2017,623,45705,6422,41081,328
COD,2018,650,44520,1293,37209,328
COD,2019,672,42976,1630,34003,324
DNK,1990,355,193,0,81,5
DNK,1991,358,192,0,84,5
DNK,1992,360,181,1,90,6
DNK,1993,363,166,0,94,7
DNK,1994,360,171,0,97,9
DNK,1995,370,165,0,103,11
DNK,1996,400,166,0,102,12
DNK,1997,422,160,0,100,13
DNK,1998,473,151,0,98,14
DNK,1999,535,143,1,109,16
DNK,2000,589,153,0,120,16
DNK,2001,643,152,0,142,18
DNK,2002,700,147,0,176,18
DNK,2003,741,149,1,198,18
DNK,2004,798,150,0,216,18
DNK,2005,842,149,1,237,18
DNK,2006,866,134,0,266,18
DNK,2007,885,143,2,289,18
DNK,2008,891,141,13,303,18
DNK,2009,864,125,3,332,18
DNK,2010,833,121,0,350,18
DNK,2011,820,118,3,362,16
DNK,2012,810,115,0,374,16
DNK,2013,799,117,0,382,15
DNK,2014,788,124,0,384,15
DNK,2015,794,121,4,382,14
DNK,2016,803,118,1,377,14
DNK,2017,807,116,0,375,14
DNK,2018,812,113,0,373,14
DNK,2019,817,110,0,372,14
DJI,1990,3,532,60,630,4
DJI,1991,3,521,67,609,4
DJI,1992,3,516,357,605,4
DJI,1993,3,529,33,713,5
DJI,1994,3,544,45,623,5
DJI,1995,4,557,0,624,5
DJI,1996,4,576,0,602,6
DJI,1997,4,601,22,609,6
DJI,1998,4,624,19,577,6
DJI,1999,5,646,38,558,6
DJI,2000,5,665,0,545,7
DJI,2001,5,686,0,515,7
DJI,2002,5,710,2,482,7
DJI,2003,5,726,0,454,7
DJI,2004,6,738,0,445,8
DJI,2005,6,747,0,408,7
DJI,2006,6,755,0,407,7
DJI,2007,7,766,0,400,8
DJI,2008,7,775,9,384,8
DJI,2009,7,783,4,372,8
DJI,2010,8,788,3,388,8
DJI,2011,8,784,0,367,8
DJI,2012,9,778,1,364,8
