code,year,d_hiv_aids,d_drug_use_disorders,d_selfharm
AFG,1990,34,93,696
AFG,1991,41,102,751
AFG,1992,48,118,855
AFG,1993,56,132,943
AFG,1994,63,142,993
AFG,1995,71,151,1032
AFG,1996,78,159,1070
AFG,1997,84,168,1104
AFG,1998,89,173,1114
AFG,1999,93,178,1120
AFG,2000,97,186,1137
AFG,2001,104,197,1183
AFG,2002,111,202,1190
AFG,2003,118,216,1235
AFG,2004,125,229,1283
AFG,2005,132,239,1300
AFG,2006,140,245,1303
AFG,2007,148,252,1310
AFG,2008,157,261,1330
AFG,2009,167,270,1342
AFG,2010,176,281,1367
AFG,2011,184,292,1391
AFG,2012,191,305,1413
AFG,2013,200,316,1433
AFG,2014,213,326,1444
AFG,2015,230,339,1467
AFG,2016,251,354,1505
AFG,2017,272,372,1548
AFG,2018,291,390,1582
AFG,2019,318,406,1613
WHO,1990,265452,1068,40058
WHO,1991,343399,1121,41029
WHO,1992,433895,1199,42534
WHO,1993,535470,1225,42902
WHO,1994,645341,1290,44173
WHO,1995,760306,1340,45298
WHO,1996,875836,1373,46115
WHO,1997,989767,1461,48221
WHO,1998,1101108,1509,50023
WHO,1999,1203809,1543,51001
WHO,2000,1294485,1596,52486
WHO,2001,1369991,1607,53194
WHO,2002,1430201,1639,54425
WHO,2003,1473615,1670,55796
WHO,2004,1491641,1698,56686
WHO,2005,1470200,1721,57189
WHO,2006,1407953,1754,57820
WHO,2007,1318224,1785,58014
WHO,2008,1218332,1839,58492
WHO,2009,1129009,1906,59195
WHO,2010,1056095,1940,59715
WHO,2011,987518,2000,60078
WHO,2012,915689,2062,60815
WHO,2013,852253,2140,61688
WHO,2014,804418,2226,62792
WHO,2015,768624,2297,63572
WHO,2016,742638,2382,64565
WHO,2017,707227,2483,65978
WHO,2018,660555,2600,67819
WHO,2019,635623,2703,69367
ALB,1990,1,5,125
ALB,1991,1,7,136
ALB,1992,1,7,132
ALB,1993,2,10,131
ALB,1994,2,15,125
ALB,1995,2,17,133
ALB,1996,2,17,141
ALB,1997,2,17,158
ALB,1998,2,21,170
ALB,1999,2,18,163
ALB,2000,2,21,151
ALB,2001,2,26,148
ALB,2002,2,30,154
ALB,2003,2,31,165
ALB,2004,2,30,170
ALB,2005,2,23,169
ALB,2006,2,21,162
ALB,2007,2,23,158
ALB,2008,2,23,163
ALB,2009,2,19,160
ALB,2010,2,21,160
ALB,2011,2,22,160
ALB,2012,2,23,158
ALB,2013,2,24,157
ALB,2014,2,25,158
ALB,2015,2,26,160
ALB,2016,2,27,158
ALB,2017,2,28,156
ALB,2018,2,28,154
ALB,2019,2,29,152
DZA,1990,44,171,1405
DZA,1991,50,179,1388
DZA,1992,57,192,1406
DZA,1993,64,205,1428
DZA,1994,72,223,1474
DZA,1995,80,239,1500
DZA,1996,90,256,1521
DZA,1997,101,274,1546
DZA,1998,113,290,1550
DZA,1999,118,310,1584
DZA,2000,123,327,1591
DZA,2001,137,341,1599
DZA,2002,155,354,1601
DZA,2003,175,355,1554
DZA,2004,196,364,1547
DZA,2005,217,373,1537
DZA,2006,244,380,1523
DZA,2007,278,386,1504
DZA,2008,297,392,1487
DZA,2009,318,399,1474
DZA,2010,329,406,1458
DZA,2011,335,418,1467
DZA,2012,343,429,1468
DZA,2013,345,441,1473
DZA,2014,355,454,1485
DZA,2015,328,465,1483
DZA,2016,309,470,1457
DZA,2017,289,484,1451
DZA,2018,275,509,1489
DZA,2019,264,526,1516
ASM,1990,0,0,3
ASM,1991,0,0,3
ASM,1992,0,0,3
ASM,1993,0,0,3
ASM,1994,0,0,3
ASM,1995,0,0,3
ASM,1996,0,0,3
ASM,1997,0,0,4
ASM,1998,0,0,3
ASM,1999,0,0,3
ASM,2000,0,0,4
ASM,2001,0,0,4
ASM,2002,0,0,3
ASM,2003,1,0,3
ASM,2004,1,0,3
ASM,2005,1,0,3
ASM,2006,1,0,3
ASM,2007,1,0,3
ASM,2008,1,0,3
ASM,2009,1,0,3
ASM,2010,1,0,3
ASM,2011,1,0,3
ASM,2012,1,0,3
ASM,2013,1,0,4
ASM,2014,1,0,4
ASM,2015,1,0,4
ASM,2016,1,0,4
ASM,2017,1,0,4
ASM,2018,0,0,4
ASM,2019,0,0,4
AND,1990,1,0,6
AND,1991,2,0,6
AND,1992,2,0,7
AND,1993,2,0,7
AND,1994,2,0,7
AND,1995,3,0,7
AND,1996,3,0,7
AND,1997,3,0,7
AND,1998,3,0,7
AND,1999,3,0,7
AND,2000,3,0,7
AND,2001,3,0,7
AND,2002,3,0,7
AND,2003,3,0,7
AND,2004,3,0,8
AND,2005,3,0,8
AND,2006,3,0,8
AND,2007,3,0,8
AND,2008,3,0,8
AND,2009,4,0,8
AND,2010,3,0,8
AND,2011,3,0,7
AND,2012,3,0,7
AND,2013,3,0,7
AND,2014,3,0,7
AND,2015,3,0,8
AND,2016,3,0,8
AND,2017,3,0,8
AND,2018,3,0,8
AND,2019,3,0,8
AGO,1990,239,19,973
AGO,1991,361,20,991
AGO,1992,531,21,1022
AGO,1993,762,23,1069
AGO,1994,1067,24,1113
AGO,1995,1456,24,1122
AGO,1996,1937,24,1083
AGO,1997,2514,24,1090
AGO,1998,3186,27,1158
AGO,1999,3947,28,1202
AGO,2000,4784,29,1217
AGO,2001,5685,30,1226
AGO,2002,6630,30,1220
AGO,2003,7600,32,1254
AGO,2004,8557,34,1312
AGO,2005,9398,34,1312
AGO,2006,9927,36,1349
AGO,2007,10340,38,1369
AGO,2008,10889,40,1402
AGO,2009,11433,43,1453
AGO,2010,12036,45,1501
AGO,2011,12798,49,1551
AGO,2012,13533,52,1604
AGO,2013,13524,55,1641
AGO,2014,13176,58,1646
AGO,2015,13544,61,1691
AGO,2016,14825,65,1724
AGO,2017,16149,70,1802
AGO,2018,16728,75,1870
AGO,2019,16802,80,1928
ATG,1990,7,0,1
ATG,1991,5,0,1
ATG,1992,6,0,1
ATG,1993,7,0,1
ATG,1994,9,0,2
ATG,1995,9,0,2
ATG,1996,10,0,2
ATG,1997,8,0,2
ATG,1998,8,0,2
ATG,1999,10,1,2
ATG,2000,13,1,2
ATG,2001,13,1,2
ATG,2002,12,1,2
ATG,2003,10,1,2
ATG,2004,10,1,2
ATG,2005,9,0,2
ATG,2006,9,0,2
ATG,2007,8,0,2
ATG,2008,8,0,2
ATG,2009,7,0,2
ATG,2010,8,0,2
ATG,2011,8,0,3
ATG,2012,8,0,3
ATG,2013,7,0,3
ATG,2014,9,0,3
ATG,2015,9,0,3
ATG,2016,8,0,3
ATG,2017,8,0,3
ATG,2018,8,0,3
ATG,2019,7,0,3
ARG,1990,559,22,2758
ARG,1991,670,24,2875
ARG,1992,909,25,3065
ARG,1993,1003,27,3194
ARG,1994,1328,28,3343
ARG,1995,1635,30,3496
ARG,1996,1867,31,3707
ARG,1997,2049,35,3965
ARG,1998,1907,41,4157
ARG,1999,1767,43,4328
ARG,2000,1753,42,4394
ARG,2001,1767,45,4546
ARG,2002,1829,46,4600
ARG,2003,1878,44,4463
ARG,2004,1747,44,4290
ARG,2005,1620,46,4283
ARG,2006,1692,49,4310
ARG,2007,1727,52,4504
ARG,2008,1714,54,4549
ARG,2009,1721,57,4574
ARG,2010,1651,60,4584
ARG,2011,1611,65,4680
ARG,2012,1733,68,4782
ARG,2013,1747,72,4841
ARG,2014,1766,74,4805
ARG,2015,1765,78,4773
ARG,2016,1817,83,4926
ARG,2017,1810,81,4979
ARG,2018,1796,83,5009
ARG,2019,1777,86,5029
ARM,1990,1,5,105
ARM,1991,1,5,110
ARM,1992,1,6,128
ARM,1993,1,6,142
ARM,1994,1,6,148
ARM,1995,1,6,142
ARM,1996,1,6,139
ARM,1997,1,6,134
ARM,1998,1,6,129
ARM,1999,1,6,128
ARM,2000,1,6,127
ARM,2001,1,6,137
ARM,2002,1,6,146
ARM,2003,1,6,156
ARM,2004,2,7,180
ARM,2005,4,7,211
ARM,2006,10,8,249
ARM,2007,7,8,264
ARM,2008,12,9,277
ARM,2009,12,10,286
ARM,2010,10,10,296
ARM,2011,10,10,306
ARM,2012,20,9,308
ARM,2013,16,9,299
ARM,2014,28,9,297
ARM,2015,31,9,302
ARM,2016,27,9,297
ARM,2017,22,9,289
ARM,2018,20,10,289
ARM,2019,19,10,287
AUS,1990,379,458,2342
AUS,1991,433,485,2362
AUS,1992,479,535,2391
AUS,1993,568,582,2376
AUS,1994,558,660,2468
AUS,1995,521,741,2533
AUS,1996,489,790,2600
AUS,1997,242,868,2679
AUS,1998,194,937,2719
AUS,1999,172,955,2667
AUS,2000,162,896,2584
AUS,2001,146,782,2502
AUS,2002,133,752,2449
AUS,2003,134,767,2426
AUS,2004,145,783,2381
AUS,2005,117,805,2358
AUS,2006,132,787,2370
AUS,2007,123,757,2465
AUS,2008,95,720,2556
AUS,2009,101,693,2610
AUS,2010,83,700,2667
AUS,2011,103,738,2687
AUS,2012,74,766,2716
AUS,2013,69,813,2775
AUS,2014,67,887,2907
AUS,2015,64,954,3010
AUS,2016,71,1002,2927
AUS,2017,71,1039,2857
AUS,2018,71,1086,2876
AUS,2019,71,1128,2898
AUT,1990,69,71,1858
AUT,1991,90,85,1857
AUT,1992,136,104,1832
AUT,1993,146,124,1824
AUT,1994,178,141,1806
AUT,1995,164,149,1783
AUT,1996,117,152,1738
AUT,1997,65,147,1659
AUT,1998,68,146,1614
AUT,1999,56,154,1589
AUT,2000,48,166,1578
AUT,2001,50,165,1535
AUT,2002,53,167,1527
AUT,2003,50,184,1502
AUT,2004,56,192,1473
AUT,2005,65,197,1455
AUT,2006,43,201,1420
AUT,2007,59,205,1414
AUT,2008,47,210,1404
AUT,2009,40,213,1439
AUT,2010,45,211,1449
AUT,2011,41,207,1447
AUT,2012,39,193,1448
AUT,2013,50,179,1446
AUT,2014,43,164,1453
AUT,2015,44,155,1472
AUT,2016,35,144,1456
AUT,2017,37,136,1440
AUT,2018,36,139,1428
AUT,2019,35,140,1418
AZE,1990,14,14,224
AZE,1991,17,16,231
AZE,1992,20,21,272
AZE,1993,23,23,275
AZE,1994,27,25,272
AZE,1995,30,24,220
AZE,1996,33,21,198
AZE,1997,36,20,198
AZE,1998,40,20,202
AZE,1999,43,20,213
AZE,2000,47,21,233
AZE,2001,51,25,266
AZE,2002,54,26,284
AZE,2003,57,28,314
AZE,2004,60,28,345
AZE,2005,63,29,373
AZE,2006,64,29,392
AZE,2007,57,29,416
AZE,2008,44,31,410
AZE,2009,40,32,406
AZE,2010,42,33,408
AZE,2011,36,34,406
AZE,2012,30,34,398
AZE,2013,28,34,394
AZE,2014,29,35,387
AZE,2015,30,34,376
AZE,2016,32,35,368
AZE,2017,33,36,369
AZE,2018,35,37,375
AZE,2019,37,39,379
BHS,1990,64,0,7
BHS,1991,86,1,7
BHS,1992,113,1,7
BHS,1993,156,1,8
BHS,1994,187,1,8
BHS,1995,194,1,8
BHS,1996,233,1,8
BHS,1997,198,1,9
BHS,1998,188,2,9
BHS,1999,264,2,9
BHS,2000,259,2,9
BHS,2001,265,2,9
BHS,2002,227,2,8
BHS,2003,205,2,9
BHS,2004,205,2,9
BHS,2005,169,2,9
BHS,2006,187,2,9
BHS,2007,145,2,9
BHS,2008,139,2,10
BHS,2009,138,1,10
BHS,2010,126,1,10
BHS,2011,124,1,10
BHS,2012,126,1,10
BHS,2013,122,1,10
BHS,2014,125,1,11
BHS,2015,124,1,11
BHS,2016,122,1,11
BHS,2017,120,2,11
BHS,2018,118,2,11
BHS,2019,116,2,12
BHR,1990,4,1,28
BHR,1991,4,1,29
BHR,1992,5,1,29
BHR,1993,6,1,30
BHR,1994,6,1,31
BHR,1995,7,1,32
BHR,1996,8,1,33
BHR,1997,8,1,34
BHR,1998,9,1,37
BHR,1999,10,1,43
BHR,2000,10,2,50
BHR,2001,9,2,58
BHR,2002,8,2,61
BHR,2003,9,2,68
BHR,2004,9,2,76
BHR,2005,10,2,82
BHR,2006,10,2,86
BHR,2007,11,2,87
BHR,2008,12,2,89
BHR,2009,12,2,89
BHR,2010,12,2,86
BHR,2011,12,3,86
BHR,2012,12,3,85
BHR,2013,12,3,84
BHR,2014,12,3,85
BHR,2015,11,3,84
BHR,2016,11,3,81
BHR,2017,10,3,79
BHR,2018,10,3,78
BHR,2019,7,3,77
BGD,1990,0,199,10883
BGD,1991,0,186,10271
BGD,1992,0,191,10520
BGD,1993,0,193,10534
BGD,1994,0,195,10497
BGD,1995,2,203,10700
BGD,1996,3,204,10483
BGD,1997,5,203,10104
BGD,1998,8,202,9691
BGD,1999,13,201,9286
BGD,2000,19,209,9382
BGD,2001,27,206,9104
BGD,2002,38,204,8783
BGD,2003,53,203,8463
BGD,2004,73,204,8242
BGD,2005,98,212,8341
BGD,2006,125,221,8481
BGD,2007,155,225,8468
BGD,2008,187,224,8250
BGD,2009,214,227,8237
BGD,2010,246,229,8133
BGD,2011,286,220,7534
BGD,2012,320,217,7119
BGD,2013,343,224,6949
BGD,2014,359,243,6974
BGD,2015,368,233,6857
BGD,2016,377,249,6887
BGD,2017,383,271,7096
BGD,2018,373,286,7213
BGD,2019,359,299,7365
BRB,1990,38,0,12
BRB,1991,33,0,12
BRB,1992,40,0,13
BRB,1993,44,0,14
BRB,1994,58,0,14
BRB,1995,60,0,14
BRB,1996,52,1,14
BRB,1997,52,1,14
BRB,1998,53,1,14
BRB,1999,56,1,14
BRB,2000,69,1,13
BRB,2001,63,1,12
BRB,2002,52,1,12
BRB,2003,39,1,13
BRB,2004,39,1,13
BRB,2005,38,1,13
BRB,2006,37,1,13
BRB,2007,34,1,13
BRB,2008,30,1,13
BRB,2009,31,1,13
BRB,2010,31,1,13
BRB,2011,30,1,13
BRB,2012,28,1,13
BRB,2013,26,1,13
BRB,2014,27,1,13
BRB,2015,27,1,13
BRB,2016,26,1,14
BRB,2017,26,1,14
BRB,2018,25,1,14
BRB,2019,25,1,15
BLR,1990,98,131,2341
BLR,1991,102,144,2522
BLR,1992,100,157,2770
BLR,1993,115,175,3215
BLR,1994,144,181,3413
BLR,1995,148,191,3709
BLR,1996,146,193,3785
BLR,1997,159,198,3962
BLR,1998,155,212,4172
BLR,1999,204,233,4324
BLR,2000,171,236,4097
BLR,2001,155,275,4231
BLR,2002,204,382,4389
BLR,2003,252,410,4255
BLR,2004,245,384,4127
BLR,2005,262,383,4210
BLR,2006,282,361,3970
BLR,2007,309,354,3617
BLR,2008,326,318,3594
BLR,2009,374,325,3510
BLR,2010,379,383,3421
BLR,2011,412,364,3396
BLR,2012,370,348,2820
BLR,2013,337,346,2622
BLR,2014,343,330,2479
BLR,2015,334,297,2347
BLR,2016,324,275,2296
BLR,2017,314,255,2317
BLR,2018,303,244,2320
BLR,2019,294,235,2272
BEL,1990,132,71,2187
BEL,1991,163,81,2191
BEL,1992,125,90,2251
BEL,1993,191,107,2307
BEL,1994,209,120,2339
BEL,1995,241,129,2353
BEL,1996,186,138,2333
BEL,1997,103,141,2342
BEL,1998,79,139,2325
BEL,1999,78,150,2322
BEL,2000,82,161,2362
BEL,2001,95,163,2345
BEL,2002,93,162,2312
BEL,2003,90,162,2292
BEL,2004,101,161,2237
BEL,2005,81,167,2242
BEL,2006,68,169,2234
BEL,2007,70,182,2278
BEL,2008,77,195,2369
BEL,2009,67,200,2363
BEL,2010,83,201,2365
BEL,2011,79,197,2375
BEL,2012,73,197,2358
BEL,2013,77,198,2318
BEL,2014,58,200,2262
BEL,2015,61,203,2254
BEL,2016,61,205,2233
BEL,2017,59,211,2243
BEL,2018,58,217,2232
BEL,2019,56,224,2212
BLZ,1990,29,0,7
BLZ,1991,20,0,8
BLZ,1992,23,0,9
BLZ,1993,30,0,9
BLZ,1994,39,0,10
BLZ,1995,32,0,12
BLZ,1996,40,0,13
BLZ,1997,35,0,14
BLZ,1998,39,0,15
BLZ,1999,54,1,16
BLZ,2000,64,1,17
BLZ,2001,57,1,17
BLZ,2002,73,1,17
BLZ,2003,77,1,17
BLZ,2004,82,1,18
BLZ,2005,69,1,18
BLZ,2006,71,1,18
BLZ,2007,65,1,18
BLZ,2008,60,1,19
BLZ,2009,72,1,19
BLZ,2010,76,1,20
BLZ,2011,74,1,21
BLZ,2012,74,1,21
BLZ,2013,77,1,22
BLZ,2014,89,1,22
BLZ,2015,96,1,23
BLZ,2016,83,1,24
BLZ,2017,81,1,26
BLZ,2018,81,1,27
BLZ,2019,80,1,28
BEN,1990,51,5,282
BEN,1991,151,5,292
BEN,1992,317,5,303
BEN,1993,579,6,315
BEN,1994,944,6,332
BEN,1995,1393,6,349
BEN,1996,1896,6,367
BEN,1997,2425,7,383
BEN,1998,2938,7,400
BEN,1999,3410,7,414
BEN,2000,3828,7,431
BEN,2001,4162,7,443
BEN,2002,4427,7,456
BEN,2003,4616,8,468
BEN,2004,4739,8,480
BEN,2005,4814,8,490
BEN,2006,4860,8,500
BEN,2007,4728,8,514
BEN,2008,3775,9,532
BEN,2009,2762,9,557
BEN,2010,2538,10,582
BEN,2011,2490,10,607
BEN,2012,2441,11,623
BEN,2013,2588,11,640
BEN,2014,2768,12,658
BEN,2015,2649,12,668
BEN,2016,2321,13,690
BEN,2017,2146,14,714
BEN,2018,2103,14,723
BEN,2019,2033,15,742
BMU,1990,15,0,4
BMU,1991,10,0,4
BMU,1992,12,1,4
BMU,1993,16,1,4
BMU,1994,16,1,3
BMU,1995,11,1,3
BMU,1996,18,1,3
BMU,1997,12,1,3
BMU,1998,12,2,3
BMU,1999,12,2,3
BMU,2000,16,2,3
BMU,2001,14,2,3
BMU,2002,14,2,3
BMU,2003,13,1,3
BMU,2004,11,1,3
BMU,2005,9,1,3
BMU,2006,9,1,3
BMU,2007,8,1,3
BMU,2008,8,1,3
BMU,2009,7,1,3
BMU,2010,7,1,3
BMU,2011,7,1,3
BMU,2012,7,1,3
BMU,2013,7,1,3
BMU,2014,8,1,3
BMU,2015,8,1,3
BMU,2016,7,1,3
BMU,2017,7,1,3
BMU,2018,6,1,3
BMU,2019,6,1,3
BTN,1990,5,1,37
BTN,1991,6,1,36
BTN,1992,7,1,35
BTN,1993,9,1,35
BTN,1994,10,1,35
BTN,1995,11,1,36
BTN,1996,12,1,35
BTN,1997,13,1,36
BTN,1998,14,1,37
BTN,1999,15,1,36
BTN,2000,16,1,37
BTN,2001,17,1,36
BTN,2002,18,1,36
BTN,2003,19,1,36
BTN,2004,20,1,36
BTN,2005,22,1,36
BTN,2006,23,1,36
BTN,2007,23,1,36
BTN,2008,24,1,37
BTN,2009,25,1,37
BTN,2010,26,1,38
BTN,2011,27,2,39
BTN,2012,29,2,39
BTN,2013,31,2,40
BTN,2014,33,2,40
BTN,2015,33,2,40
BTN,2016,33,2,41
BTN,2017,32,2,40
BTN,2018,31,2,41
BTN,2019,31,2,41
BOL,1990,206,19,390
BOL,1991,254,20,405
BOL,1992,301,21,421
BOL,1993,345,23,440
BOL,1994,387,24,454
BOL,1995,423,25,475
BOL,1996,458,26,489
BOL,1997,490,28,517
BOL,1998,519,30,537
BOL,1999,548,31,554
BOL,2000,575,32,573
BOL,2001,599,33,582
BOL,2002,616,34,598
BOL,2003,626,35,605
BOL,2004,635,36,611
BOL,2005,647,37,618
BOL,2006,654,38,625
BOL,2007,657,39,643
BOL,2008,676,40,655
BOL,2009,699,41,667
BOL,2010,734,42,676
BOL,2011,779,43,683
BOL,2012,823,44,688
BOL,2013,840,45,693
BOL,2014,837,45,695
BOL,2015,836,47,708
BOL,2016,804,51,727
BOL,2017,772,53,736
BOL,2018,757,54,742
BOL,2019,732,56,743
BIH,1990,4,4,471
BIH,1991,4,5,549
BIH,1992,4,5,540
BIH,1993,4,4,502
BIH,1994,4,4,481
BIH,1995,4,4,451
BIH,1996,4,4,428
BIH,1997,4,4,424
BIH,1998,4,4,404
BIH,1999,4,4,396
BIH,2000,4,5,408
BIH,2001,4,5,421
BIH,2002,4,6,435
BIH,2003,4,6,438
BIH,2004,4,7,437
BIH,2005,3,8,462
BIH,2006,2,8,453
BIH,2007,2,9,479
BIH,2008,2,9,444
BIH,2009,2,9,430
BIH,2010,2,9,414
BIH,2011,2,8,409
BIH,2012,2,9,396
BIH,2013,2,11,397
BIH,2014,2,12,392
BIH,2015,2,12,393
BIH,2016,2,11,379
BIH,2017,2,11,372
BIH,2018,2,11,369
BIH,2019,2,11,366
BWA,1990,1204,3,162
BWA,1991,1860,3,178
BWA,1992,2783,4,200
BWA,1993,4042,4,225
BWA,1994,5551,5,254
BWA,1995,7263,5,284
BWA,1996,9096,6,311
BWA,1997,10971,6,336
BWA,1998,12800,6,363
BWA,1999,14458,6,383
BWA,2000,15885,6,401
BWA,2001,16946,6,412
BWA,2002,17363,6,423
BWA,2003,16698,6,419
BWA,2004,14733,6,406
BWA,2005,12414,6,390
BWA,2006,10755,6,385
BWA,2007,9830,6,373
BWA,2008,8944,6,376
BWA,2009,7917,6,377
BWA,2010,7330,6,384
BWA,2011,6995,6,387
BWA,2012,6630,6,386
BWA,2013,6240,6,385
BWA,2014,6009,6,384
BWA,2015,5866,7,388
BWA,2016,5696,7,388
BWA,2017,5714,7,395
BWA,2018,5701,7,402
BWA,2019,5612,7,403
BRA,1990,8072,187,9249
BRA,1991,10136,194,9155
BRA,1992,12066,197,9196
BRA,1993,14525,209,9442
BRA,1994,16499,225,9539
BRA,1995,18245,246,9562
BRA,1996,18234,263,9715
BRA,1997,15788,271,10000
BRA,1998,14615,280,10424
BRA,1999,14466,279,10651
BRA,2000,14524,282,10796
BRA,2001,14720,289,10980
BRA,2002,14657,296,11143
BRA,2003,15183,309,11313
BRA,2004,14760,329,11607
BRA,2005,14850,353,11750
BRA,2006,14627,391,11967
BRA,2007,14815,433,12105
BRA,2008,15287,487,12194
BRA,2009,15281,553,12315
BRA,2010,15502,643,12440
BRA,2011,15397,738,12749
BRA,2012,15316,827,12929
BRA,2013,15671,920,13091
BRA,2014,15675,998,13205
BRA,2015,15849,1042,13381
BRA,2016,15812,1097,13793
BRA,2017,15873,1118,13683
BRA,2018,15727,1112,13527
BRA,2019,15561,1127,13503
BRN,1990,1,4,12
BRN,1991,1,4,12
BRN,1992,1,4,12
BRN,1993,1,4,13
BRN,1994,1,4,12
BRN,1995,2,4,12
BRN,1996,2,5,13
BRN,1997,2,5,12
BRN,1998,2,4,12
BRN,1999,2,4,12
BRN,2000,2,3,12
BRN,2001,2,2,12
BRN,2002,2,2,13
BRN,2003,3,2,14
BRN,2004,3,2,15
BRN,2005,3,2,15
BRN,2006,4,2,16
BRN,2007,4,2,17
BRN,2008,5,2,17
BRN,2009,5,2,17
BRN,2010,5,2,18
BRN,2011,5,2,19
BRN,2012,5,2,20
BRN,2013,5,2,21
BRN,2014,5,2,22
BRN,2015,6,2,22
BRN,2016,5,2,23
BRN,2017,5,2,23
BRN,2018,5,2,24
BRN,2019,5,2,25
BGR,1990,30,30,1788
BGR,1991,26,31,1825
BGR,1992,28,33,1948
BGR,1993,37,36,2045
BGR,1994,53,39,2146
BGR,1995,34,43,2165
BGR,1996,60,45,2181
BGR,1997,81,51,2227
BGR,1998,100,55,2157
BGR,1999,71,57,2025
BGR,2000,59,60,1981
BGR,2001,61,57,1888
BGR,2002,64,55,1783
BGR,2003,66,55,1661
BGR,2004,65,59,1559
BGR,2005,96,66,1486
BGR,2006,100,68,1434
BGR,2007,93,71,1357
BGR,2008,88,72,1300
BGR,2009,64,67,1243
BGR,2010,70,65,1200
BGR,2011,61,61,1149
BGR,2012,66,56,1108
BGR,2013,55,56,1066
BGR,2014,54,57,1083
BGR,2015,53,58,1060
BGR,2016,51,61,1078
BGR,2017,50,64,1083
BGR,2018,48,67,1090
BGR,2019,46,69,1087
BFA,1990,12517,15,700
BFA,1991,14585,15,700
BFA,1992,16231,16,711
BFA,1993,17412,16,727
BFA,1994,18135,17,743
BFA,1995,18445,17,763
BFA,1996,18426,18,774
BFA,1997,18112,19,797
BFA,1998,17603,20,822
BFA,1999,16972,20,832
BFA,2000,16277,21,851
BFA,2001,15558,22,855
BFA,2002,14789,22,864
BFA,2003,13845,23,891
BFA,2004,12694,24,922
BFA,2005,11405,25,950
BFA,2006,10083,26,962
BFA,2007,9100,27,979
BFA,2008,8096,29,990
