code,year,d_meningitis,d_malaria,d_tuberculosis,d_acute_hepatitis,d_lower_respiratory_infections
AFG,1990,2159,93,4661,2985,23741
AFG,1991,2218,189,4743,3092,24504
AFG,1992,2475,239,4976,3325,27404
AFG,1993,2812,108,5254,3601,31116
AFG,1994,3027,211,5470,3816,33390
AFG,1995,3102,175,5628,3946,34030
AFG,1996,3193,175,5821,4098,34787
AFG,1997,3304,240,5949,4252,35565
AFG,1998,3281,563,5930,4310,34943
AFG,1999,3200,468,5887,4332,33713
AFG,2000,3105,263,5864,4334,32395
AFG,2001,3063,211,5900,4363,31594
AFG,2002,2990,2883,5660,4251,30346
AFG,2003,3300,2188,5676,4373,32361
AFG,2004,3350,773,5607,4345,32222
AFG,2005,3238,545,5403,4194,30898
AFG,2006,3098,414,5203,3870,29406
AFG,2007,2933,393,4995,3437,27672
AFG,2008,2731,255,4790,3005,25800
AFG,2009,2460,239,4579,2663,24340
AFG,2010,2410,377,4416,2482,23701
AFG,2011,2327,390,4259,2365,22883
AFG,2012,2254,94,4122,2264,22162
AFG,2013,2281,143,4047,2204,22260
AFG,2014,1935,228,3970,2134,21750
AFG,2015,1821,284,3893,2065,21016
AFG,2016,1795,388,3843,2044,20601
AFG,2017,1665,399,3783,2046,19868
AFG,2018,1576,466,3681,1972,19014
AFG,2019,1563,530,3627,1940,18697
WHO,1990,172206,588508,417463,17666,767792
WHO,1991,174087,607330,423140,17844,774437
WHO,1992,178190,620445,430416,18069,784696
WHO,1993,179299,638935,435082,18164,790421
WHO,1994,178971,650973,444128,18447,798497
WHO,1995,181068,668983,453413,18793,805722
WHO,1996,196542,688268,458276,19003,808447
WHO,1997,186353,708186,461361,19258,812036
WHO,1998,186059,726403,466997,19560,815131
WHO,1999,188150,743180,469673,19735,817469
WHO,2000,190368,763846,476694,20009,820652
WHO,2001,191541,793502,475313,20181,815453
WHO,2002,191641,804507,472564,19959,814555
WHO,2003,195470,835458,470406,19800,808557
WHO,2004,193935,841388,464556,19614,801123
WHO,2005,194506,831177,455817,19428,792862
WHO,2006,196650,833619,452305,18981,791879
WHO,2007,195161,835237,445259,18048,782861
WHO,2008,189839,832282,438248,17050,768014
WHO,2009,187657,821742,432015,16377,756479
WHO,2010,182351,804031,422921,15977,743510
WHO,2011,172992,764244,413729,15720,730110
WHO,2012,169244,727320,408150,15470,723919
WHO,2013,161754,694438,405933,15255,720857
WHO,2014,158749,655614,405962,15044,718903
WHO,2015,151136,631381,402753,14778,713144
WHO,2016,150715,604566,395453,14626,705550
WHO,2017,148223,578326,385580,14517,689041
WHO,2018,142925,578552,375906,14176,673757
WHO,2019,139590,590252,369065,13950,662060
ALB,1990,107,0,46,4,2140
ALB,1991,112,0,45,3,2196
ALB,1992,108,0,40,3,2104
ALB,1993,102,0,35,3,1977
ALB,1994,93,0,31,2,1795
ALB,1995,85,0,29,2,1627
ALB,1996,76,0,28,2,1461
ALB,1997,69,0,27,2,1309
ALB,1998,63,0,26,2,1176
ALB,1999,55,0,23,1,1023
ALB,2000,48,0,21,1,875
ALB,2001,42,0,19,1,742
ALB,2002,39,0,18,1,671
ALB,2003,36,0,18,1,624
ALB,2004,33,0,17,1,560
ALB,2005,30,0,15,1,501
ALB,2006,28,0,13,1,441
ALB,2007,24,0,12,1,393
ALB,2008,21,0,11,1,374
ALB,2009,17,0,10,1,357
ALB,2010,16,0,10,1,351
ALB,2011,13,0,11,1,359
ALB,2012,13,0,11,1,369
ALB,2013,13,0,11,1,383
ALB,2014,13,0,11,1,401
ALB,2015,14,0,11,1,418
ALB,2016,14,0,11,1,430
ALB,2017,13,0,11,1,440
ALB,2018,13,0,11,1,448
ALB,2019,13,0,11,1,457
DZA,1990,838,9,939,486,8125
DZA,1991,794,9,884,478,7701
DZA,1992,763,12,853,472,7409
DZA,1993,736,12,828,470,7162
DZA,1994,708,8,802,469,6905
DZA,1995,678,7,763,468,6636
DZA,1996,650,5,724,465,6400
DZA,1997,637,5,697,461,6280
DZA,1998,622,2,670,454,6122
DZA,1999,602,1,653,450,6016
DZA,2000,586,0,625,441,5897
DZA,2001,571,0,601,415,5795
DZA,2002,556,0,585,374,5696
DZA,2003,538,0,566,333,5586
DZA,2004,530,0,554,303,5549
DZA,2005,517,0,540,287,5492
DZA,2006,503,0,524,278,5423
DZA,2007,489,0,513,272,5365
DZA,2008,416,0,507,267,5312
DZA,2009,406,0,504,263,5284
DZA,2010,399,0,499,260,5274
DZA,2011,395,0,494,258,5317
DZA,2012,390,0,489,258,5362
DZA,2013,391,0,487,258,5432
DZA,2014,391,0,483,258,5543
DZA,2015,387,0,477,259,5634
DZA,2016,304,0,468,258,5567
DZA,2017,300,0,462,260,5605
DZA,2018,296,0,453,258,5704
DZA,2019,292,0,445,259,5786
ASM,1990,1,0,1,0,10
ASM,1991,1,0,1,0,10
ASM,1992,1,0,1,0,10
ASM,1993,1,0,1,0,10
ASM,1994,1,0,1,0,10
ASM,1995,1,0,1,0,11
ASM,1996,1,0,1,0,11
ASM,1997,1,0,1,0,11
ASM,1998,1,0,1,0,11
ASM,1999,1,0,1,0,11
ASM,2000,1,0,1,0,11
ASM,2001,1,0,1,0,11
ASM,2002,1,0,1,0,11
ASM,2003,1,0,1,0,11
ASM,2004,1,0,1,0,11
ASM,2005,1,0,1,0,11
ASM,2006,1,0,1,0,11
ASM,2007,1,0,1,0,10
ASM,2008,1,0,1,0,11
ASM,2009,1,0,1,0,11
ASM,2010,1,0,1,0,11
ASM,2011,1,0,1,0,11
ASM,2012,1,0,1,0,11
ASM,2013,1,0,1,0,11
ASM,2014,1,0,1,0,11
ASM,2015,1,0,1,0,11
ASM,2016,1,0,1,0,12
ASM,2017,1,0,1,0,12
ASM,2018,1,0,1,0,12
ASM,2019,1,0,1,0,12
AND,1990,0,0,0,1,6
AND,1991,0,0,0,1,6
AND,1992,0,0,0,1,7
AND,1993,0,0,0,1,7
AND,1994,0,0,0,1,8
AND,1995,0,0,0,1,8
AND,1996,0,0,0,1,8
AND,1997,0,0,0,1,9
AND,1998,0,0,0,1,9
AND,1999,0,0,0,1,10
AND,2000,0,0,0,1,10
AND,2001,0,0,0,1,11
AND,2002,0,0,0,1,11
AND,2003,0,0,0,1,12
AND,2004,0,0,0,1,13
AND,2005,0,0,0,1,13
AND,2006,0,0,0,1,14
AND,2007,0,0,0,1,14
AND,2008,0,0,0,1,15
AND,2009,0,0,0,1,16
AND,2010,0,0,0,1,16
AND,2011,0,0,0,1,16
AND,2012,0,0,0,1,17
AND,2013,0,0,0,1,18
AND,2014,0,0,0,1,18
AND,2015,0,0,0,1,19
AND,2016,0,0,0,1,19
AND,2017,0,0,0,1,20
AND,2018,0,0,0,1,20
AND,2019,0,0,0,1,20
AGO,1990,3407,5544,14896,645,19616
AGO,1991,3630,5844,15100,634,19916
AGO,1992,3777,6183,15353,629,20284
AGO,1993,4043,6592,15932,638,20841
AGO,1994,4054,7049,16532,645,21273
AGO,1995,3729,7475,16816,638,21502
AGO,1996,3719,7883,16552,612,21501
AGO,1997,3774,8529,16587,610,21598
AGO,1998,4043,9410,17204,634,21942
AGO,1999,4045,10235,17586,647,22091
AGO,2000,4124,11038,17915,645,22107
AGO,2001,4181,12333,18095,637,21903
AGO,2002,4332,13391,17969,616,21464
AGO,2003,4206,14880,17889,608,21048
AGO,2004,4401,16955,18230,614,21374
AGO,2005,4359,17846,17772,583,20815
AGO,2006,4132,17567,17573,527,20295
AGO,2007,4088,16328,17340,444,19824
AGO,2008,4021,13805,17022,371,19196
AGO,2009,3901,11334,16302,326,18235
AGO,2010,3861,10045,15756,307,17676
AGO,2011,3740,8972,15127,299,16863
AGO,2012,3642,8550,14655,292,16241
AGO,2013,3243,8570,14249,283,15475
AGO,2014,3025,8798,13578,271,14724
AGO,2015,2910,9549,13149,266,14257
AGO,2016,2753,10192,12609,257,13648
AGO,2017,2668,10595,12240,258,13169
AGO,2018,2565,10793,11856,249,12847
AGO,2019,2520,10784,11752,246,12783
ATG,1990,2,0,1,0,22
ATG,1991,2,0,1,0,23
ATG,1992,2,0,1,0,23
ATG,1993,2,0,1,0,25
ATG,1994,2,0,1,0,25
ATG,1995,2,0,1,0,25
ATG,1996,2,0,1,0,24
ATG,1997,2,0,1,0,24
ATG,1998,2,0,1,0,24
ATG,1999,2,0,1,0,25
ATG,2000,1,0,1,0,25
ATG,2001,1,0,0,0,25
ATG,2002,1,0,0,0,25
ATG,2003,1,0,0,0,25
ATG,2004,1,0,0,0,25
ATG,2005,1,0,0,0,25
ATG,2006,1,0,0,0,25
ATG,2007,1,0,0,0,28
ATG,2008,1,0,0,0,28
ATG,2009,1,0,0,0,26
ATG,2010,1,0,0,0,27
ATG,2011,1,0,0,0,27
ATG,2012,1,0,0,0,27
ATG,2013,1,0,0,0,27
ATG,2014,1,0,0,0,28
ATG,2015,1,0,0,0,29
ATG,2016,1,0,0,0,29
ATG,2017,1,0,0,0,29
ATG,2018,1,0,0,0,29
ATG,2019,1,0,0,0,30
ARG,1990,772,9,1641,107,8684
ARG,1991,757,9,1587,108,9048
ARG,1992,732,8,1528,105,9536
ARG,1993,731,8,1465,103,10037
ARG,1994,698,8,1384,104,10484
ARG,1995,698,7,1365,100,11535
ARG,1996,693,7,1330,93,12577
ARG,1997,639,7,1258,76,13844
ARG,1998,638,7,1188,66,15388
ARG,1999,616,6,1136,60,16898
ARG,2000,591,6,1045,55,17874
ARG,2001,576,6,1007,53,19379
ARG,2002,586,5,1001,49,20952
ARG,2003,591,5,969,49,22545
ARG,2004,577,5,906,48,23215
ARG,2005,561,4,861,45,23776
ARG,2006,552,4,834,43,24781
ARG,2007,554,4,835,41,26506
ARG,2008,552,4,796,39,26764
ARG,2009,556,4,783,37,27964
ARG,2010,558,0,760,35,29690
ARG,2011,554,0,755,35,31052
ARG,2012,490,0,745,34,32009
ARG,2013,476,0,753,34,33579
ARG,2014,472,0,744,35,34668
ARG,2015,469,0,740,35,36109
ARG,2016,478,0,761,35,38173
ARG,2017,470,0,751,36,37601
ARG,2018,458,0,734,36,36482
ARG,2019,453,0,727,36,36264
ARM,1990,24,0,109,8,1147
ARM,1991,23,0,118,7,1035
ARM,1992,24,0,136,7,977
ARM,1993,23,0,139,7,909
ARM,1994,21,1,139,6,821
ARM,1995,21,0,137,6,728
ARM,1996,21,1,138,6,658
ARM,1997,21,1,141,5,582
ARM,1998,22,1,138,5,529
ARM,1999,22,1,139,5,503
ARM,2000,21,0,137,5,470
ARM,2001,19,0,143,5,452
ARM,2002,17,0,154,5,445
ARM,2003,16,0,155,5,454
ARM,2004,14,0,154,6,483
ARM,2005,13,0,156,6,520
ARM,2006,12,0,165,7,567
ARM,2007,10,0,161,6,573
ARM,2008,10,0,161,7,577
ARM,2009,9,0,150,8,572
ARM,2010,8,0,138,7,570
ARM,2011,7,0,127,6,567
ARM,2012,7,0,117,4,559
ARM,2013,6,0,102,3,558
ARM,2014,6,0,91,2,566
ARM,2015,6,0,84,2,595
ARM,2016,5,0,78,2,613
ARM,2017,5,0,76,2,582
ARM,2018,5,0,74,2,565
ARM,2019,5,0,73,2,546
AUS,1990,99,0,99,6,1823
AUS,1991,96,0,97,6,1826
AUS,1992,97,0,97,7,1895
AUS,1993,86,0,95,7,1924
AUS,1994,86,0,94,7,2043
AUS,1995,84,0,92,8,2136
AUS,1996,84,0,91,8,2323
AUS,1997,83,0,86,9,2638
AUS,1998,83,0,86,10,2547
AUS,1999,82,0,85,10,2620
AUS,2000,79,0,82,10,2838
AUS,2001,78,0,84,10,2940
AUS,2002,75,0,81,11,3097
AUS,2003,73,0,78,11,3181
AUS,2004,70,0,77,11,3113
AUS,2005,55,0,73,11,2998
AUS,2006,53,0,76,11,2938
AUS,2007,51,0,78,11,2910
AUS,2008,50,0,80,12,2828
AUS,2009,49,0,80,12,2803
AUS,2010,49,0,79,11,2911
AUS,2011,48,0,80,11,3055
AUS,2012,48,0,77,10,3192
AUS,2013,45,0,80,10,3306
AUS,2014,45,0,82,10,3530
AUS,2015,46,0,85,10,3763
AUS,2016,44,0,85,9,3925
AUS,2017,45,0,88,9,4011
AUS,2018,46,0,92,10,4158
AUS,2019,46,0,95,10,4269
AUT,1990,53,0,180,3,1374
AUT,1991,53,0,163,3,1334
AUT,1992,52,0,146,3,1301
AUT,1993,50,0,128,3,1235
AUT,1994,43,0,111,3,1177
AUT,1995,42,0,98,3,1139
AUT,1996,45,0,90,4,1148
AUT,1997,39,0,84,4,1146
AUT,1998,39,0,79,4,1157
AUT,1999,38,0,73,5,1193
AUT,2000,36,0,68,4,1192
AUT,2001,37,0,63,4,1160
AUT,2002,39,0,61,4,1164
AUT,2003,39,0,57,3,1206
AUT,2004,36,0,55,3,1182
AUT,2005,37,0,55,3,1186
AUT,2006,37,0,54,3,1139
AUT,2007,36,0,52,3,1104
AUT,2008,38,0,52,3,1056
AUT,2009,37,0,53,3,1026
AUT,2010,37,0,52,3,999
AUT,2011,35,0,54,3,978
AUT,2012,34,0,54,3,968
AUT,2013,33,0,56,3,967
AUT,2014,31,0,56,3,984
AUT,2015,32,0,55,3,1049
AUT,2016,32,0,52,3,1093
AUT,2017,30,0,50,3,1164
AUT,2018,31,0,50,3,1171
AUT,2019,31,0,50,3,1205
AZE,1990,163,2,908,74,8617
AZE,1991,163,2,987,70,8456
AZE,1992,180,2,1142,71,8307
AZE,1993,189,2,1245,68,8026
AZE,1994,219,2,1367,63,7711
AZE,1995,208,2,1358,56,7205
AZE,1996,201,2,1361,51,6754
AZE,1997,207,2,1377,49,6368
AZE,1998,215,2,1394,48,6056
AZE,1999,217,2,1409,48,5714
AZE,2000,210,1,1385,50,5303
AZE,2001,195,1,1336,52,4860
AZE,2002,179,1,1286,54,4627
AZE,2003,170,1,1262,57,4508
AZE,2004,153,1,1220,59,4407
AZE,2005,147,1,1159,55,4284
AZE,2006,132,1,1018,50,4098
AZE,2007,118,1,870,45,3877
AZE,2008,116,1,838,42,3764
AZE,2009,113,1,805,38,3651
AZE,2010,111,1,789,36,3575
AZE,2011,99,1,777,34,3471
AZE,2012,93,0,757,31,3350
AZE,2013,75,0,734,30,3225
AZE,2014,73,0,707,28,3116
AZE,2015,69,0,681,27,2988
AZE,2016,67,0,652,26,2863
AZE,2017,65,0,640,25,2726
AZE,2018,63,0,639,24,2569
AZE,2019,62,0,636,24,2454
BHS,1990,6,0,11,1,63
BHS,1991,6,0,11,1,64
BHS,1992,6,0,12,1,65
BHS,1993,6,0,11,1,66
BHS,1994,6,0,11,1,66
BHS,1995,6,0,10,1,66
BHS,1996,6,0,10,1,68
BHS,1997,6,0,9,1,68
BHS,1998,5,0,9,1,69
BHS,1999,5,0,8,0,72
BHS,2000,4,0,8,0,70
BHS,2001,4,0,7,0,72
BHS,2002,4,0,7,0,72
BHS,2003,4,0,7,0,73
BHS,2004,4,0,7,0,71
BHS,2005,3,0,7,0,68
BHS,2006,3,0,7,0,69
BHS,2007,3,0,7,0,69
BHS,2008,3,0,7,0,71
BHS,2009,3,0,7,0,74
BHS,2010,3,0,7,0,76
BHS,2011,3,0,7,0,77
BHS,2012,3,0,7,0,78
BHS,2013,3,0,6,0,78
BHS,2014,3,0,7,0,80
BHS,2015,3,0,7,0,84
BHS,2016,3,0,7,0,86
BHS,2017,3,0,7,0,88
BHS,2018,3,0,7,0,91
BHS,2019,3,0,7,0,94
BHR,1990,5,0,12,2,38
BHR,1991,5,0,12,2,38
BHR,1992,5,0,13,2,36
BHR,1993,5,0,13,3,34
BHR,1994,5,0,13,3,33
BHR,1995,4,0,14,3,32
BHR,1996,4,0,14,3,32
BHR,1997,4,0,13,3,31
BHR,1998,4,0,13,3,33
BHR,1999,4,0,13,4,35
BHR,2000,4,0,13,4,35
BHR,2001,4,0,12,4,35
BHR,2002,3,0,12,5,43
BHR,2003,4,0,12,5,52
BHR,2004,4,0,13,5,57
BHR,2005,4,0,13,5,61
BHR,2006,4,0,12,4,64
BHR,2007,4,0,12,4,66
BHR,2008,4,0,11,4,67
BHR,2009,3,0,11,4,67
BHR,2010,3,0,11,4,66
BHR,2011,3,0,11,4,66
BHR,2012,3,0,11,3,66
BHR,2013,3,0,11,3,65
BHR,2014,3,0,11,3,65
BHR,2015,3,0,10,3,68
BHR,2016,3,0,11,3,71
BHR,2017,3,0,11,3,76
BHR,2018,3,0,11,4,79
BHR,2019,3,0,11,4,83
BGD,1990,2748,36419,80729,10639,113930
BGD,1991,2585,38637,73315,9751,111469
BGD,1992,2593,32357,71069,9409,108444
BGD,1993,2535,30310,67598,8907,105407
BGD,1994,2517,26126,64680,8401,102806
BGD,1995,2580,21616,63740,8039,100605
BGD,1996,2667,17101,60675,7466,97586
BGD,1997,2716,19231,57639,6849,93972
BGD,1998,2744,19136,55677,6250,89758
BGD,1999,2992,18839,53612,5744,85719
BGD,2000,3442,8967,54383,5514,82601
BGD,2001,3447,8568,53475,5108,78423
BGD,2002,3546,8654,52100,4737,74827
BGD,2003,3882,11049,50270,4408,70778
BGD,2004,4109,12017,47619,4153,66529
BGD,2005,4407,7074,46712,4073,62824
BGD,2006,4497,3517,45876,4020,59193
BGD,2007,4633,3791,44186,3970,56958
BGD,2008,4638,6577,41736,3873,53458
BGD,2009,3846,4105,39446,3884,50206
BGD,2010,3663,4993,37697,3941,47584
BGD,2011,3328,5108,34335,3848,44083
BGD,2012,3005,1087,31900,3831,40685
BGD,2013,2887,481,31182,3920,39183
BGD,2014,2841,1309,31424,4069,38828
BGD,2015,2366,901,30629,4143,37458
BGD,2016,2334,580,30376,4270,37103
BGD,2017,2356,560,30662,4485,37649
BGD,2018,2338,155,29786,4460,37302
BGD,2019,2323,110,29086,4437,37302
BRB,1990,9,0,4,1,87
BRB,1991,8,0,3,1,87
BRB,1992,7,0,3,1,90
BRB,1993,7,0,3,1,94
BRB,1994,7,0,3,1,98
BRB,1995,6,0,3,1,102
BRB,1996,6,0,3,1,107
BRB,1997,6,0,3,1,113
BRB,1998,6,0,3,1,119
BRB,1999,5,0,2,0,122
BRB,2000,5,0,2,0,128
BRB,2001,4,0,2,0,131
BRB,2002,4,0,2,0,140
BRB,2003,4,0,2,0,150
BRB,2004,4,0,2,0,153
BRB,2005,4,0,2,0,151
BRB,2006,3,0,2,0,148
BRB,2007,3,0,2,0,147
BRB,2008,3,0,2,0,144
BRB,2009,3,0,2,0,136
BRB,2010,3,0,2,0,136
BRB,2011,3,0,2,0,138
BRB,2012,3,0,2,0,139
BRB,2013,3,0,2,0,140
BRB,2014,3,0,2,0,143
BRB,2015,3,0,2,0,146
BRB,2016,3,0,2,0,149
BRB,2017,3,0,2,0,152
BRB,2018,3,0,2,0,157
BRB,2019,3,0,2,0,164
BLR,1990,147,0,378,25,1298
BLR,1991,141,0,389,26,1297
BLR,1992,134,0,410,26,1300
BLR,1993,132,0,472,27,1374
BLR,1994,131,0,497,27,1382
BLR,1995,132,0,556,27,1437
BLR,1996,130,0,569,28,1425
BLR,1997,134,0,592,28,1471
BLR,1998,138,0,636,30,1527
BLR,1999,140,0,697,29,1581
BLR,2000,128,0,660,30,1471
BLR,2001,126,0,733,30,1503
BLR,2002,126,0,822,30,1551
BLR,2003,117,0,826,27,1477
BLR,2004,109,0,803,26,1453
BLR,2005,105,0,842,27,1494
BLR,2006,97,0,807,27,1441
BLR,2007,89,0,752,27,1354
BLR,2008,79,0,729,25,1363
BLR,2009,77,0,701,25,1412
BLR,2010,74,0,692,26,1421
BLR,2011,72,0,668,28,1430
BLR,2012,62,0,537,24,1236
BLR,2013,58,0,469,24,1184
BLR,2014,56,0,406,24,1148
BLR,2015,53,0,352,22,1134
BLR,2016,52,0,324,21,1137
BLR,2017,51,0,312,20,1150
BLR,2018,50,0,303,20,1146
BLR,2019,49,0,298,19,1155
BEL,1990,58,0,160,21,3460
BEL,1991,59,0,155,19,3480
BEL,1992,59,0,154,16,3592
BEL,1993,59,0,156,14,3729
BEL,1994,59,0,153,14,3812
BEL,1995,60,0,151,14,4004
BEL,1996,59,0,147,11,4281
BEL,1997,63,0,145,13,4505
BEL,1998,63,0,140,14,4783
BEL,1999,66,0,141,13,5026
BEL,2000,68,0,142,9,5268
BEL,2001,68,0,141,7,5283
BEL,2002,67,0,136,7,5460
BEL,2003,66,0,133,6,5556
BEL,2004,62,0,125,6,5392
BEL,2005,65,0,124,5,5457
BEL,2006,57,0,119,5,5348
BEL,2007,56,0,122,5,5348
BEL,2008,53,0,121,5,5436
BEL,2009,51,0,114,5,5363
BEL,2010,51,0,109,5,5310
BEL,2011,50,0,104,4,5340
BEL,2012,49,0,103,5,5500
BEL,2013,50,0,96,4,5576
BEL,2014,46,0,88,5,5539
BEL,2015,46,0,88,5,5835
BEL,2016,46,0,80,5,5881
BEL,2017,45,0,81,5,6026
BEL,2018,45,0,82,5,6188
BEL,2019,45,0,82,5,6340
BLZ,1990,7,1,14,1,70
BLZ,1991,6,0,14,1,69
BLZ,1992,6,0,14,1,69
BLZ,1993,5,2,14,1,69
BLZ,1994,5,0,14,1,69
BLZ,1995,5,1,14,1,72
BLZ,1996,5,0,14,1,77
BLZ,1997,4,0,15,1,84
BLZ,1998,4,1,16,1,88
BLZ,1999,4,0,16,1,92
BLZ,2000,4,0,16,1,92
BLZ,2001,4,0,15,0,90
BLZ,2002,3,0,15,0,87
BLZ,2003,3,0,14,0,87
BLZ,2004,3,0,14,0,88
BLZ,2005,3,0,13,0,86
BLZ,2006,3,0,13,0,86
BLZ,2007,3,0,13,0,85
BLZ,2008,2,0,13,0,83
BLZ,2009,2,0,13,0,84
BLZ,2010,2,0,13,0,86
BLZ,2011,2,0,13,0,88
BLZ,2012,2,0,12,0,87
BLZ,2013,2,0,12,0,90
BLZ,2014,2,0,13,0,93
BLZ,2015,2,0,13,0,98
BLZ,2016,2,0,14,0,99
BLZ,2017,2,0,14,0,102
BLZ,2018,2,0,14,0,108
BLZ,2019,2,0,15,0,112
BEN,1990,2056,5564,2620,206,8732
BEN,1991,2117,5734,2635,211,8752
BEN,1992,2060,5854,2647,215,8764
BEN,1993,2082,5984,2646,218,8740
BEN,1994,2271,6187,2668,223,8749
BEN,1995,2142,6362,2669,227,8714
BEN,1996,2168,6587,2680,230,8698
BEN,1997,2263,6825,2688,232,8680
BEN,1998,2349,7051,2714,232,8671
BEN,1999,2326,7294,2734,232,8658
BEN,2000,2620,7608,2750,245,8713
BEN,2001,2645,8957,2696,253,8594
BEN,2002,2579,9796,2691,248,8855
BEN,2003,2610,11043,2634,230,8797
BEN,2004,2724,12718,2588,217,8944
BEN,2005,2591,13749,2510,206,8864
BEN,2006,2550,14428,2482,203,8892
BEN,2007,2581,14906,2474,199,8853
BEN,2008,2528,14566,2504,197,8954
BEN,2009,2628,13811,2545,199,9140
BEN,2010,2666,13172,2568,200,9351
BEN,2011,2176,12635,2605,200,9389
BEN,2012,2261,12990,2644,198,9616
BEN,2013,2201,13119,2689,193,9659
BEN,2014,2188,12780,2741,187,9591
BEN,2015,2193,13347,2792,185,9855
BEN,2016,2218,13628,2806,182,9845
BEN,2017,2174,12995,2790,179,9713
BEN,2018,2036,13880,2675,169,9252
BEN,2019,1975,13264,2624,165,9053
BMU,1990,1,0,0,0,12
BMU,1991,1,0,0,0,12
BMU,1992,1,0,0,0,12
BMU,1993,1,0,0,0,13
BMU,1994,1,0,0,0,13
BMU,1995,1,0,0,0,12
BMU,1996,1,0,0,0,13
BMU,1997,1,0,0,0,13
BMU,1998,1,0,0,0,13
BMU,1999,1,0,0,0,13
BMU,2000,0,0,0,0,14
BMU,2001,0,0,0,0,14
BMU,2002,0,0,0,0,14
BMU,2003,0,0,0,0,14
BMU,2004,0,0,0,0,13
BMU,2005,0,0,0,0,13
BMU,2006,0,0,0,0,13
BMU,2007,0,0,0,0,13
BMU,2008,0,0,0,0,14
BMU,2009,0,0,0,0,14
BMU,2010,0,0,0,0,14
BMU,2011,0,0,0,0,14
BMU,2012,0,0,0,0,14
BMU,2013,0,0,0,0,15
BMU,2014,0,0,0,0,15
BMU,2015,0,0,0,0,16
BMU,2016,0,0,0,0,16
BMU,2017,0,0,0,0,17
BMU,2018,0,0,0,0,17
BMU,2019,0,0,0,0,18
BTN,1990,89,729,303,39,482
BTN,1991,87,585,298,38,460
BTN,1992,81,492,290,36,422
BTN,1993,77,396,282,35,398
BTN,1994,74,346,275,33,378
BTN,1995,73,261,269,32,367
BTN,1996,74,238,258,32,367
BTN,1997,76,240,250,31,370
BTN,1998,75,182,238,29,363
BTN,1999,67,249,218,25,329
BTN,2000,68,105,214,25,331
BTN,2001,65,118,204,24,318
BTN,2002,59,121,193,22,296
BTN,2003,57,57,186,21,287
BTN,2004,53,33,178,20,270
BTN,2005,48,28,170,18,249
BTN,2006,41,20,160,16,221
BTN,2007,46,11,156,18,235
BTN,2008,43,5,148,17,225
BTN,2009,40,16,140,16,213
BTN,2010,38,4,134,15,205
BTN,2011,32,3,130,15,197
BTN,2012,29,1,126,14,188
BTN,2013,28,0,123,13,183
BTN,2014,27,1,121,12,179
BTN,2015,26,0,119,12,175
BTN,2016,24,0,117,11,170
BTN,2017,23,0,114,11,166
BTN,2018,23,0,110,10,164
BTN,2019,22,0,107,10,161
BOL,1990,459,144,4625,50,10239
BOL,1991,450,119,4420,50,9942
BOL,1992,441,122,4206,49,9609
BOL,1993,429,76,4108,49,9314
BOL,1994,417,63,3932,48,9018
BOL,1995,406,36,3827,47,8768
BOL,1996,394,34,3678,46,8520
BOL,1997,383,24,3453,44,8258
BOL,1998,369,15,3282,42,7993
BOL,1999,355,16,3203,39,7788
BOL,2000,315,35,2985,36,7585
BOL,2001,302,9,2788,34,7380
BOL,2002,289,7,2643,32,7187
BOL,2003,275,6,2484,30,7003
BOL,2004,264,5,2342,28,6864
BOL,2005,254,7,2268,27,6762
BOL,2006,245,12,2166,26,6674
BOL,2007,240,11,2075,25,6642
BOL,2008,233,6,2020,24,6613
BOL,2009,226,5,1980,24,6584
BOL,2010,221,13,1924,23,6576
BOL,2011,215,4,1865,23,6589
BOL,2012,210,5,1823,22,6592
BOL,2013,206,8,1817,22,6617
BOL,2014,165,4,1949,21,6586
BOL,2015,153,1,1844,21,6566
BOL,2016,145,0,1629,20,6547
BOL,2017,142,0,1613,20,6566
BOL,2018,138,0,1574,20,6556
BOL,2019,134,0,1550,19,6570
BIH,1990,27,0,354,6,482
BIH,1991,28,0,378,7,514
BIH,1992,29,0,379,7,514
BIH,1993,28,0,389,7,512
BIH,1994,27,0,393,7,506
BIH,1995,26,0,390,7,500
BIH,1996,24,0,359,6,480
BIH,1997,22,0,315,6,467
BIH,1998,20,0,264,5,427
BIH,1999,18,0,236,5,408
BIH,2000,17,0,223,5,401
BIH,2001,16,0,217,5,410
BIH,2002,16,0,211,5,409
BIH,2003,13,0,201,5,393
BIH,2004,13,0,194,6,378
BIH,2005,13,0,198,6,379
BIH,2006,12,0,187,6,365
BIH,2007,12,0,190,6,372
BIH,2008,11,0,174,6,348
BIH,2009,10,0,169,6,345
BIH,2010,10,0,161,5,344
BIH,2011,9,0,159,5,351
BIH,2012,9,0,148,5,354
BIH,2013,10,0,143,4,363
BIH,2014,10,0,138,4,373
BIH,2015,10,0,137,4,398
BIH,2016,10,0,129,4,404
BIH,2017,10,0,126,4,406
BIH,2018,9,0,124,4,412
BIH,2019,9,0,120,3,414
BWA,1990,91,11,735,15,868
BWA,1991,93,15,749,13,895
BWA,1992,94,5,781,12,935
BWA,1993,97,53,817,12,971
BWA,1994,102,28,866,12,1025
BWA,1995,107,19,915,12,1082
BWA,1996,110,81,958,12,1130
BWA,1997,114,95,1001,12,1177
BWA,1998,124,53,1067,13,1257
BWA,1999,130,63,1107,13,1317
BWA,2000,138,56,1150,13,1383
BWA,2001,146,32,1202,13,1440
BWA,2002,152,17,1260,13,1480
