code,year,d_meningitis,d_malaria,d_tuberculosis,d_acute_hepatitis,d_lower_respiratory_infections
SRB,2005,43,0,304,8,1108
SRB,2006,38,0,279,7,1106
SRB,2007,34,0,257,7,1115
SRB,2008,31,0,238,6,1156
SRB,2009,32,0,219,6,1211
SRB,2010,30,0,200,5,1246
SRB,2011,31,0,185,5,1299
SRB,2012,28,0,172,5,1358
SRB,2013,30,0,158,5,1457
SRB,2014,30,0,148,5,1533
SRB,2015,29,0,140,5,1578
SRB,2016,28,0,132,4,1549
SRB,2017,28,0,130,4,1561
SRB,2018,27,0,129,4,1579
SRB,2019,27,0,128,4,1571
SYC,1990,8,0,5,2,49
SYC,1991,9,0,5,1,49
SYC,1992,9,0,5,1,48
SYC,1993,12,0,6,1,48
SYC,1994,9,0,6,1,48
SYC,1995,3,0,6,1,46
SYC,1996,3,0,6,1,46
SYC,1997,3,0,6,1,44
SYC,1998,3,0,6,1,43
SYC,1999,3,0,6,1,42
SYC,2000,3,0,5,1,41
SYC,2001,3,0,5,1,42
SYC,2002,3,0,5,1,44
SYC,2003,3,0,5,1,47
SYC,2004,3,0,5,1,48
SYC,2005,3,0,5,1,51
SYC,2006,3,0,5,0,53
SYC,2007,3,0,5,0,55
SYC,2008,3,0,4,0,58
SYC,2009,3,0,4,0,61
SYC,2010,3,0,4,0,62
SYC,2011,3,0,4,0,63
SYC,2012,3,0,4,0,67
SYC,2013,3,0,4,0,70
SYC,2014,3,0,4,0,71
SYC,2015,3,0,4,0,74
SYC,2016,3,0,4,0,75
SYC,2017,3,0,4,0,77
SYC,2018,2,0,4,0,77
SYC,2019,2,0,4,0,77
SLE,1990,2261,9738,2756,203,8971
SLE,1991,2223,9800,2698,201,8860
SLE,1992,2194,9553,2686,201,8732
SLE,1993,2177,9652,2664,201,8677
SLE,1994,2151,9986,2638,199,8624
SLE,1995,2246,10165,2654,202,8597
SLE,1996,2143,10635,2655,203,8543
SLE,1997,2143,11247,2691,205,8518
SLE,1998,2154,11154,2726,208,8551
SLE,1999,2198,11820,2790,214,8680
SLE,2000,2287,12396,2871,241,8945
SLE,2001,2385,13779,2918,286,9107
SLE,2002,2462,14900,2925,327,9257
SLE,2003,2540,15604,2905,365,9313
SLE,2004,2690,16199,2910,407,9596
SLE,2005,2760,15946,2936,439,9688
SLE,2006,2785,15944,2972,413,9691
SLE,2007,2593,16173,3009,325,9565
SLE,2008,2490,17132,2963,243,9227
SLE,2009,2436,16686,2967,197,9003
SLE,2010,2470,15752,2997,181,9017
SLE,2011,1898,15309,2951,173,8785
SLE,2012,1825,14612,2905,167,8568
SLE,2013,1776,13963,2814,160,8362
SLE,2014,1764,13159,2742,156,8176
SLE,2015,1716,13346,2686,150,7947
SLE,2016,1688,13382,2630,149,7741
SLE,2017,1674,12755,2590,149,7655
SLE,2018,1659,11987,2555,147,7584
SLE,2019,1630,11717,2509,144,7460
SGP,1990,22,0,138,1,1292
SGP,1991,20,0,129,1,1313
SGP,1992,20,0,125,1,1346
SGP,1993,20,0,123,1,1410
SGP,1994,20,0,119,1,1497
SGP,1995,20,0,121,1,1578
SGP,1996,19,0,118,1,1582
SGP,1997,19,0,112,1,1568
SGP,1998,19,0,111,1,1596
SGP,1999,18,0,107,1,1567
SGP,2000,17,0,101,1,1585
SGP,2001,15,0,94,1,1600
SGP,2002,13,0,88,1,1726
SGP,2003,11,0,84,1,1830
SGP,2004,11,0,81,1,1908
SGP,2005,10,0,75,1,1917
SGP,2006,9,0,76,1,1967
SGP,2007,9,0,75,1,2051
SGP,2008,9,0,71,1,2136
SGP,2009,8,0,68,1,2214
SGP,2010,7,0,65,1,2319
SGP,2011,7,0,62,1,2412
SGP,2012,6,0,60,1,2550
SGP,2013,5,0,57,2,2687
SGP,2014,5,0,56,1,2814
SGP,2015,5,0,53,1,2929
SGP,2016,5,0,52,1,3045
SGP,2017,4,0,51,1,3166
SGP,2018,5,0,55,1,3331
SGP,2019,5,0,58,1,3471
SVK,1990,40,0,124,3,2785
SVK,1991,39,0,116,3,2768
SVK,1992,37,0,109,3,2696
SVK,1993,34,0,99,3,2596
SVK,1994,33,0,89,3,2472
SVK,1995,33,0,84,3,2431
SVK,1996,32,0,76,3,2254
SVK,1997,35,0,74,3,2183
SVK,1998,36,0,72,3,2023
SVK,1999,36,0,69,3,1896
SVK,2000,30,0,66,3,1797
SVK,2001,29,0,66,3,1769
SVK,2002,29,0,65,3,1757
SVK,2003,30,0,64,3,1787
SVK,2004,29,0,60,3,1790
SVK,2005,30,0,59,3,1861
SVK,2006,29,0,55,2,1871
SVK,2007,30,0,53,2,1919
SVK,2008,30,0,49,2,1889
SVK,2009,25,0,45,2,1865
SVK,2010,24,0,41,2,1830
SVK,2011,23,0,38,2,1840
SVK,2012,23,0,35,2,1821
SVK,2013,22,0,33,2,1799
SVK,2014,23,0,33,2,1784
SVK,2015,23,0,33,2,1845
SVK,2016,22,0,31,2,1800
SVK,2017,21,0,31,2,1822
SVK,2018,21,0,31,2,1830
SVK,2019,20,0,31,2,1850
SVN,1990,13,0,52,1,523
SVN,1991,13,0,51,1,506
SVN,1992,13,0,49,1,508
SVN,1993,13,0,46,1,529
SVN,1994,11,0,40,1,566
SVN,1995,10,0,36,1,616
SVN,1996,11,0,33,1,650
SVN,1997,11,0,31,1,700
SVN,1998,11,0,29,1,714
SVN,1999,10,0,28,1,711
SVN,2000,11,0,25,1,693
SVN,2001,11,0,25,1,682
SVN,2002,11,0,23,1,672
SVN,2003,10,0,23,1,671
SVN,2004,10,0,21,1,664
SVN,2005,10,0,21,1,626
SVN,2006,9,0,21,1,601
SVN,2007,9,0,21,1,572
SVN,2008,8,0,21,1,557
SVN,2009,8,0,19,1,559
SVN,2010,8,0,17,1,558
SVN,2011,8,0,16,1,573
SVN,2012,7,0,15,1,593
SVN,2013,7,0,14,1,594
SVN,2014,6,0,13,1,566
SVN,2015,6,0,13,1,601
SVN,2016,6,0,13,1,621
SVN,2017,6,0,13,1,649
SVN,2018,6,0,13,1,672
SVN,2019,6,0,13,1,693
SLB,1990,23,69,40,18,447
SLB,1991,23,70,40,17,459
SLB,1992,23,76,40,16,468
SLB,1993,23,82,40,15,476
SLB,1994,23,84,40,14,485
SLB,1995,23,91,40,14,490
SLB,1996,23,93,39,13,499
SLB,1997,23,89,39,13,511
SLB,1998,24,85,39,13,538
SLB,1999,25,91,39,13,555
SLB,2000,25,107,40,13,546
SLB,2001,25,130,41,13,527
SLB,2002,25,168,43,13,518
SLB,2003,25,184,45,13,509
SLB,2004,24,206,47,13,500
SLB,2005,24,220,48,13,503
SLB,2006,24,222,49,13,505
SLB,2007,25,262,49,13,510
SLB,2008,22,437,48,13,498
SLB,2009,21,352,49,13,502
SLB,2010,21,377,49,12,502
SLB,2011,21,244,49,12,508
SLB,2012,21,197,48,12,505
SLB,2013,21,165,48,12,509
SLB,2014,25,114,47,12,510
SLB,2015,19,112,47,11,511
SLB,2016,18,156,46,11,506
SLB,2017,17,145,45,10,489
SLB,2018,17,96,44,10,476
SLB,2019,17,87,44,10,479
SOM,1990,2224,5143,10189,417,14287
SOM,1991,2163,4853,10311,427,13922
SOM,1992,2210,4974,10825,455,14189
SOM,1993,2294,5220,11393,486,14840
SOM,1994,2374,5362,11971,523,15456
SOM,1995,2462,5555,12549,569,15984
SOM,1996,2556,5711,13006,622,16387
SOM,1997,2663,5815,13485,687,16796
SOM,1998,2761,5930,13937,763,17083
SOM,1999,2852,5982,14296,844,17386
SOM,2000,2950,5926,14625,920,17596
SOM,2001,3080,6104,14848,965,17671
SOM,2002,3198,4999,15162,998,17834
SOM,2003,3306,4337,15393,1015,17856
SOM,2004,3408,3552,15596,1022,17900
SOM,2005,3481,3352,15786,1026,17842
SOM,2006,3557,3080,15950,1030,18140
SOM,2007,3835,2547,16558,1070,19036
SOM,2008,4154,1634,17124,1110,20254
SOM,2009,4311,1075,17448,1124,20665
SOM,2010,4445,994,17717,1124,21024
SOM,2011,4496,1111,17973,1105,20991
SOM,2012,4547,1728,18190,1086,20936
SOM,2013,4390,2863,18363,1055,20793
SOM,2014,4403,3734,18480,1024,20503
SOM,2015,4403,3970,18629,987,20151
SOM,2016,4507,3953,18973,956,20353
SOM,2017,4485,3686,19252,915,20012
SOM,2018,4552,3678,19781,941,20351
SOM,2019,4672,3899,20221,967,20751
ZAF,1990,2496,414,19475,297,28202
ZAF,1991,2443,312,19340,227,27857
ZAF,1992,2567,291,20137,192,28658
ZAF,1993,2376,345,18551,159,27152
ZAF,1994,2322,343,19179,151,27637
ZAF,1995,2247,377,19143,145,27149
ZAF,1996,2165,482,19689,147,27716
ZAF,1997,2301,566,22630,162,30216
ZAF,1998,2351,590,25568,170,31594
ZAF,1999,2228,420,26172,165,31860
ZAF,2000,2495,25,28877,167,34409
ZAF,2001,2655,296,29503,160,35259
ZAF,2002,2864,163,32012,158,37044
ZAF,2003,3106,126,34851,160,38924
ZAF,2004,3296,122,36487,157,39724
ZAF,2005,3390,67,37488,156,40155
ZAF,2006,3505,101,38430,158,40784
ZAF,2007,3429,43,36482,153,39662
ZAF,2008,3362,48,34818,150,38803
ZAF,2009,3206,36,32993,148,37396
ZAF,2010,3011,45,31030,145,35478
ZAF,2011,2795,51,28083,138,33348
ZAF,2012,2708,28,25961,135,32158
ZAF,2013,2595,62,24337,134,31292
ZAF,2014,2550,58,23526,136,31276
ZAF,2015,2438,4,22675,132,30995
ZAF,2016,2280,6,21541,125,30536
ZAF,2017,2259,123,20886,126,30268
ZAF,2018,2235,142,20137,124,29168
ZAF,2019,2221,464,19785,124,28941
WB,1990,133370,211198,787209,87891,943836
WB,1991,131962,210400,804821,88456,932905
WB,1992,129878,196619,825754,88910,925095
WB,1993,126911,185458,794762,89199,907163
WB,1994,124031,169420,770589,88758,890604
WB,1995,122667,158349,757259,88439,878803
WB,1996,120248,150056,751351,86792,863377
WB,1997,119672,151180,768616,87243,859725
WB,1998,116780,140341,767521,86651,845219
WB,1999,114958,116581,761770,85608,823368
WB,2000,114111,86995,753372,84927,806298
WB,2001,111125,88324,731955,83712,788703
WB,2002,107040,96317,709083,81623,772003
WB,2003,103544,95862,684754,80066,755001
WB,2004,102280,92626,648762,80220,734813
WB,2005,102243,82477,642625,82086,728382
WB,2006,99909,78682,632365,80117,718658
WB,2007,96662,76264,627037,77866,705904
WB,2008,94833,72068,625043,76840,699166
WB,2009,91876,67955,602826,73852,673694
WB,2010,89484,74469,583954,72167,653690
WB,2011,87133,78194,573617,70183,641919
WB,2012,79811,53718,578702,68643,636263
WB,2013,78474,37567,580896,63375,639855
WB,2014,74519,50151,576335,57683,628297
WB,2015,70405,55719,558200,54043,613384
WB,2016,66067,39682,551579,50379,588932
WB,2017,59968,35512,551140,48548,574874
WB,2018,58498,38894,540705,47724,574366
WB,2019,57399,38044,526604,46457,571508
KOR,1990,581,13,7522,127,4657
KOR,1991,531,12,6906,127,4365
KOR,1992,489,11,6265,126,4044
KOR,1993,445,11,5774,119,3806
KOR,1994,413,10,5534,110,3674
KOR,1995,377,9,5226,94,3521
KOR,1996,335,9,5046,87,3482
KOR,1997,296,8,4947,86,3556
KOR,1998,262,7,4927,95,3723
KOR,1999,214,7,4868,100,3890
KOR,2000,186,6,4759,103,4040
KOR,2001,159,5,4491,99,4146
KOR,2002,137,5,4266,89,4314
KOR,2003,121,5,4040,75,4507
KOR,2004,107,4,3832,65,4729
KOR,2005,97,4,3697,57,5044
KOR,2006,90,4,3556,50,5427
KOR,2007,86,3,3415,45,5965
KOR,2008,83,3,3269,43,6588
KOR,2009,82,3,3172,42,7338
KOR,2010,82,3,3150,39,8329
KOR,2011,83,3,3150,35,9429
KOR,2012,86,3,3147,32,10646
KOR,2013,74,2,3040,30,11568
KOR,2014,65,2,2952,28,12302
KOR,2015,67,2,2909,26,13250
KOR,2016,71,2,2895,25,13960
KOR,2017,73,2,2980,26,14692
KOR,2018,75,2,3046,27,15066
KOR,2019,77,2,3154,28,15635
SSD,1990,2273,4758,4638,133,10826
SSD,1991,2263,4845,4686,135,10829
SSD,1992,2284,4952,4836,140,10973
SSD,1993,2294,5088,4975,145,11091
SSD,1994,2292,5249,5082,150,11119
SSD,1995,2356,5598,5304,161,11309
SSD,1996,2330,5810,5245,166,11146
SSD,1997,2260,5955,5017,165,10892
SSD,1998,2234,6157,4960,173,10675
SSD,1999,2200,6320,4854,181,10406
SSD,2000,2195,6498,4782,191,10201
SSD,2001,2166,6698,4580,193,9906
SSD,2002,2167,6439,4471,200,9735
SSD,2003,2193,6392,4475,213,9613
SSD,2004,2253,6328,4499,226,9629
SSD,2005,2365,6400,4502,236,9871
SSD,2006,2461,6297,4598,247,10083
SSD,2007,2542,6037,4669,254,10250
SSD,2008,2621,5739,4725,257,10423
SSD,2009,2630,5351,4756,258,10465
SSD,2010,2611,4982,4732,256,10289
SSD,2011,2613,4784,4712,254,10202
SSD,2012,2635,4855,4736,251,10126
SSD,2013,2675,5074,4785,247,10142
SSD,2014,2508,4988,4819,236,9923
SSD,2015,2390,5171,4759,222,9494
SSD,2016,2240,5032,4606,207,8854
SSD,2017,2083,4983,4475,196,8184
SSD,2018,2005,4885,4429,194,7882
SSD,2019,1968,5109,4387,191,7714
WHO,1990,133474,210327,896360,86824,1012341
WHO,1991,130811,208098,909308,86976,994389
WHO,1992,127346,192872,924873,86805,977547
WHO,1993,123111,180881,888027,86473,950221
WHO,1994,118505,164724,858266,85383,924897
WHO,1995,115460,153096,840412,84536,906552
WHO,1996,112074,144437,830772,82490,886399
WHO,1997,110393,145656,844443,82497,877502
WHO,1998,107296,134466,844602,81807,862346
WHO,1999,104974,112229,839773,80700,838920
WHO,2000,103695,84823,832115,79849,819500
WHO,2001,100469,89040,809932,78551,799810
WHO,2002,95964,96630,785317,76472,781503
WHO,2003,91941,98151,758161,74859,760281
WHO,2004,90184,99010,720388,75238,738880
WHO,2005,89985,88131,712175,77485,733243
WHO,2006,87053,86899,700242,75966,723722
WHO,2007,84040,85522,694088,74159,712844
WHO,2008,81892,84967,688820,72649,703368
WHO,2009,77865,78144,664452,69444,676531
WHO,2010,74963,83267,643285,67475,655963
WHO,2011,72184,83380,627785,65349,644411
WHO,2012,69644,57188,627149,64031,639068
WHO,2013,67786,40773,627049,58821,642301
WHO,2014,63178,51627,619380,53162,631439
WHO,2015,58832,54421,597679,49508,618504
WHO,2016,53535,37236,589663,45765,595247
WHO,2017,46800,31424,588075,43917,584121
WHO,2018,46115,35186,577327,43318,589513
WHO,2019,45100,34416,562380,42135,589025
ESP,1990,370,0,1109,17,9015
ESP,1991,358,0,1051,16,8856
ESP,1992,339,0,977,16,8665
ESP,1993,325,0,919,16,8708
ESP,1994,311,0,872,16,8732
ESP,1995,304,0,851,16,8981
ESP,1996,311,0,826,17,9261
ESP,1997,300,0,782,17,9500
ESP,1998,269,0,754,17,10049
ESP,1999,274,0,749,18,10600
ESP,2000,270,0,698,17,10451
ESP,2001,262,0,669,18,10422
ESP,2002,264,0,654,18,10847
ESP,2003,265,0,636,18,11219
ESP,2004,261,0,606,17,11181
ESP,2005,257,0,592,17,11516
ESP,2006,249,0,561,17,11289
ESP,2007,248,0,542,16,11473
ESP,2008,240,0,512,16,11582
ESP,2009,228,0,484,15,11408
ESP,2010,215,0,458,15,11205
ESP,2011,211,0,437,14,11487
ESP,2012,202,0,426,14,11898
ESP,2013,191,0,402,14,11911
ESP,2014,187,0,391,14,12347
ESP,2015,188,0,387,14,13125
ESP,2016,164,0,376,13,13192
ESP,2017,159,0,374,14,13463
ESP,2018,157,0,377,14,13844
ESP,2019,155,0,378,14,14184
LKA,1990,587,569,2165,24,5212
LKA,1991,527,726,1908,24,4710
LKA,1992,511,793,1825,24,4522
LKA,1993,462,730,1678,24,4138
LKA,1994,473,457,1617,25,4190
LKA,1995,482,1092,1603,25,4256
LKA,1996,498,446,1587,28,4387
LKA,1997,490,542,1665,35,4572
LKA,1998,435,415,1609,36,4308
LKA,1999,416,598,1645,37,4269
LKA,2000,408,533,1698,38,4262
LKA,2001,379,114,1593,36,4067
LKA,2002,359,60,1500,35,3978
LKA,2003,364,18,1491,35,4068
LKA,2004,364,9,1427,34,4038
LKA,2005,414,2,1408,34,4299
LKA,2006,399,1,1340,32,4081
LKA,2007,381,0,1286,31,4007
LKA,2008,343,1,1270,31,4086
LKA,2009,360,0,1199,30,4092
LKA,2010,359,0,1151,29,4133
LKA,2011,345,0,1145,29,4292
LKA,2012,327,0,1107,28,4384
LKA,2013,305,0,1045,26,4416
LKA,2014,306,0,1007,26,4521
LKA,2015,300,0,960,25,4500
LKA,2016,299,0,938,24,4570
LKA,2017,298,0,914,24,4629
LKA,2018,295,0,884,23,4602
LKA,2019,297,0,873,23,4699
WB,1990,176416,597535,429682,21011,791619
WB,1991,177585,616144,435461,21239,798097
WB,1992,181765,629544,443211,21510,808785
WB,1993,182968,648373,448397,21632,815192
WB,1994,182734,660646,457959,21946,823892
WB,1995,184915,678956,467750,22304,831518
WB,1996,200473,698494,473003,22534,834427
WB,1997,190367,718665,476489,22810,838147
WB,1998,190414,737138,482527,23128,841283
WB,1999,193615,754029,485501,23295,843504
WB,2000,195055,774795,492792,23547,846688
WB,2001,196192,804611,491576,23558,841177
WB,2002,196488,813455,489110,23073,840057
WB,2003,200070,843428,487150,22630,833563
WB,2004,198618,848278,481477,22229,825762
WB,2005,199363,837892,472920,21965,817690
WB,2006,201867,839920,469530,21460,816839
WB,2007,200915,840584,463053,20509,808339
WB,2008,195085,836260,456578,19503,794300
WB,2009,192997,824920,450623,18783,782715
WB,2010,187835,806943,441715,18316,769459
WB,2011,178355,767183,432687,17975,755414
WB,2012,174636,730914,427274,17661,748784
WB,2013,166704,699246,425192,17371,744984
WB,2014,163644,661500,425329,17105,742526
WB,2015,155976,637625,422232,16747,735916
WB,2016,155711,611072,415239,16526,728257
WB,2017,153152,584822,405593,16343,711021
WB,2018,147879,584689,396392,15978,695677
WB,2019,144633,596488,389950,15741,684051
SDN,1990,2825,3893,2970,3414,17665
SDN,1991,2130,3969,2895,3447,17439
SDN,1992,2129,4136,2823,3459,17309
SDN,1993,2112,4230,2750,3452,17094
SDN,1994,2097,4320,2662,3445,16844
SDN,1995,2063,4425,2550,3409,16448
SDN,1996,2025,4521,2444,3373,15992
SDN,1997,1988,4669,2340,3326,15595
SDN,1998,2216,4807,2263,3260,15192
SDN,1999,3215,4868,2184,3166,14665
SDN,2000,2323,5024,2097,3060,14337
SDN,2001,2142,5005,2016,2826,13848
SDN,2002,2205,3949,1968,2489,13363
SDN,2003,1832,3632,1917,2148,12736
SDN,2004,1805,3337,1879,1896,12288
SDN,2005,1892,3363,1856,1798,12478
SDN,2006,2163,3222,1799,1727,12243
SDN,2007,2407,2800,1749,1662,11806
SDN,2008,1508,2345,1714,1610,11344
SDN,2009,1435,2103,1664,1546,10855
SDN,2010,1439,1919,1575,1475,10198
SDN,2011,1263,1827,1478,1408,9631
SDN,2012,1236,1867,1423,1363,9292
SDN,2013,952,1945,1382,1319,8766
SDN,2014,883,2153,1370,1295,8664
SDN,2015,823,2275,1328,1240,8254
SDN,2016,792,2553,1281,1202,7922
SDN,2017,744,2810,1223,1170,7573
SDN,2018,698,2459,1158,1120,7272
SDN,2019,662,2337,1110,1083,7026
SUR,1990,19,48,15,3,109
SUR,1991,18,43,15,3,112
SUR,1992,18,38,16,3,113
SUR,1993,17,61,16,3,117
SUR,1994,16,54,15,2,110
SUR,1995,14,40,12,2,97
SUR,1996,14,42,11,2,97
SUR,1997,13,47,11,1,101
SUR,1998,13,42,12,1,110
SUR,1999,13,26,12,1,117
SUR,2000,12,92,12,1,121
SUR,2001,11,114,12,1,126
SUR,2002,11,74,12,1,128
SUR,2003,11,52,12,1,128
SUR,2004,11,36,12,1,128
SUR,2005,9,31,11,1,126
SUR,2006,9,10,11,1,126
SUR,2007,8,4,11,1,126
SUR,2008,8,7,11,1,128
SUR,2009,8,6,10,1,129
SUR,2010,8,4,10,1,129
SUR,2011,8,2,10,1,129
SUR,2012,7,1,9,1,131
SUR,2013,7,1,9,1,139
SUR,2014,7,2,10,1,147
SUR,2015,7,0,10,1,153
SUR,2016,7,0,10,1,157
SUR,2017,7,0,10,1,159
SUR,2018,7,0,10,1,161
SUR,2019,7,0,10,1,163
SWE,1990,63,0,197,4,4271
SWE,1991,61,0,197,4,4264
SWE,1992,53,0,193,4,4252
SWE,1993,51,0,188,4,4281
SWE,1994,47,0,177,4,4060
SWE,1995,45,0,177,4,4015
SWE,1996,44,0,170,3,3986
SWE,1997,42,0,170,3,3816
SWE,1998,42,0,167,3,3656
SWE,1999,42,0,166,4,3599
SWE,2000,43,0,155,3,3457
SWE,2001,41,0,155,3,3278
SWE,2002,39,0,155,3,3210
SWE,2003,39,0,142,3,3056
SWE,2004,39,0,134,3,2920
SWE,2005,37,0,132,3,2849
SWE,2006,35,0,130,3,2772
SWE,2007,33,0,125,3,2736
SWE,2008,33,0,118,3,2687
SWE,2009,30,0,109,3,2618
SWE,2010,29,0,99,3,2553
SWE,2011,28,0,96,3,2628
SWE,2012,29,0,92,3,2667
SWE,2013,29,0,87,3,2665
SWE,2014,28,0,81,3,2630
SWE,2015,30,0,78,3,2728
SWE,2016,31,0,77,3,2772
SWE,2017,32,0,76,3,2838
SWE,2018,31,0,78,3,2843
SWE,2019,31,0,79,3,2846
CHE,1990,147,0,108,12,2578
CHE,1991,142,0,102,13,2558
CHE,1992,134,0,94,13,2536
CHE,1993,125,0,87,12,2510
CHE,1994,114,0,83,11,2420
CHE,1995,95,0,87,9,2289
CHE,1996,81,0,86,8,2199
CHE,1997,68,0,82,8,2217
CHE,1998,58,0,79,7,2206
CHE,1999,54,0,73,7,2180
CHE,2000,52,0,70,5,2136
CHE,2001,46,0,64,5,1975
CHE,2002,41,0,60,4,1962
CHE,2003,36,0,54,4,1925
CHE,2004,35,0,50,4,1846
CHE,2005,32,0,49,4,1816
CHE,2006,30,0,49,4,1731
CHE,2007,29,0,46,4,1684
CHE,2008,29,0,45,4,1638
CHE,2009,28,0,43,4,1632
CHE,2010,27,0,42,4,1584
CHE,2011,26,0,40,4,1589
CHE,2012,25,0,39,4,1632
CHE,2013,24,0,37,4,1669
CHE,2014,26,0,35,4,1695
CHE,2015,27,0,36,4,1815
CHE,2016,27,0,37,4,1799
CHE,2017,27,0,37,4,1840
CHE,2018,27,0,38,4,1893
CHE,2019,27,0,39,4,1946
SYR,1990,834,1,247,106,3592
SYR,1991,821,0,243,101,3488
SYR,1992,802,0,242,96,3352
SYR,1993,770,15,227,89,3170
SYR,1994,752,0,218,85,3024
SYR,1995,731,9,205,83,2864
SYR,1996,698,5,188,80,2650
SYR,1997,669,1,175,77,2465
SYR,1998,642,0,164,74,2312
SYR,1999,590,0,149,72,2106
SYR,2000,542,0,137,58,1942
SYR,2001,453,1,125,42,1854
SYR,2002,426,0,118,32,1846
SYR,2003,352,0,106,22,1678
SYR,2004,341,0,103,20,1745
SYR,2005,336,0,98,17,1891
SYR,2006,336,0,96,16,2105
SYR,2007,329,0,96,14,2308
SYR,2008,348,0,99,13,2685
SYR,2009,337,0,94,13,2848
SYR,2010,346,0,93,13,3015
SYR,2011,353,0,89,13,3113
SYR,2012,338,0,86,13,3028
SYR,2013,314,0,85,12,2900
SYR,2014,296,0,84,12,2760
SYR,2015,275,0,83,12,2573
SYR,2016,257,0,82,12,2463
SYR,2017,241,0,82,12,2385
SYR,2018,221,0,81,12,2321
SYR,2019,214,0,80,12,2284
TWN,1990,235,0,2262,8,3810
TWN,1991,232,0,2204,8,3825
TWN,1992,232,0,2207,8,3950
TWN,1993,232,0,2161,8,3992
TWN,1994,232,0,2157,8,4101
TWN,1995,238,0,2151,9,4258
TWN,1996,213,0,2152,9,4422
TWN,1997,204,0,2034,11,4502
TWN,1998,198,0,1968,11,4747
TWN,1999,186,0,1917,9,4774
TWN,2000,184,0,1885,10,4933
TWN,2001,175,0,1758,8,5224
TWN,2002,168,0,1634,8,5589
TWN,2003,154,0,1496,7,5909
TWN,2004,148,0,1362,7,6389
TWN,2005,140,0,1276,7,6874
TWN,2006,127,0,1155,7,7137
TWN,2007,118,0,1073,8,7692
TWN,2008,112,0,1014,9,8462
TWN,2009,106,0,948,9,8859
TWN,2010,102,0,900,9,9358
TWN,2011,103,0,909,10,10126
TWN,2012,98,0,876,10,10430
TWN,2013,97,0,844,10,10631
TWN,2014,100,0,851,10,11384
TWN,2015,100,0,828,10,11717
TWN,2016,101,0,846,10,12544
TWN,2017,103,0,878,10,12726
TWN,2018,104,0,884,10,12776
TWN,2019,105,0,905,10,13067
TJK,1990,537,583,453,240,7987
TJK,1991,430,547,465,222,7711
TJK,1992,514,960,496,205,7429
TJK,1993,420,1166,534,198,7415
TJK,1994,465,289,624,209,7924
TJK,1995,475,226,671,199,7740
TJK,1996,479,266,727,192,7376
TJK,1997,478,116,742,183,7048
TJK,1998,475,119,744,172,6681
TJK,1999,470,76,759,159,6276
TJK,2000,465,99,807,147,5806
TJK,2001,464,116,876,132,5508
TJK,2002,457,79,914,111,5221
TJK,2003,442,43,905,96,4950
TJK,2004,435,28,836,88,4723
TJK,2005,419,125,832,85,4492
TJK,2006,395,55,864,85,4394
TJK,2007,368,24,842,84,4275
TJK,2008,313,15,808,84,4162
TJK,2009,283,0,807,84,4074
TJK,2010,255,0,781,84,3985
TJK,2011,230,0,738,83,3919
TJK,2012,204,0,728,81,3849
TJK,2013,177,0,738,78,3762
TJK,2014,156,0,755,76,3721
TJK,2015,137,0,755,74,3640
TJK,2016,117,0,764,73,3538
TJK,2017,123,0,760,73,3473
TJK,2018,123,0,747,72,3346
TJK,2019,125,0,743,71,3279
TZA,1990,4589,32999,19959,625,45027
TZA,1991,4493,33093,20231,628,44843
TZA,1992,4465,32817,20502,630,44965
TZA,1993,4721,32948,20793,635,45203
TZA,1994,4422,33434,21228,640,45374
TZA,1995,4345,33958,21572,644,45238
TZA,1996,4641,35133,21905,651,45189
TZA,1997,4546,36785,22137,662,45022
TZA,1998,4591,38170,22323,678,44686
TZA,1999,4798,38995,22355,683,43778
TZA,2000,4863,39213,22348,680,42288
TZA,2001,5250,39868,22032,671,40942
TZA,2002,5323,38046,21687,652,40680
TZA,2003,5596,34476,21486,650,40869
TZA,2004,5699,29536,21337,645,40373
TZA,2005,5769,26847,21264,645,39109
TZA,2006,5985,22804,21418,654,39133
TZA,2007,6209,18263,21401,659,38894
TZA,2008,6059,16863,21217,658,37965
TZA,2009,5567,19367,21202,664,38366
TZA,2010,5520,20550,20785,663,37839
TZA,2011,5497,17850,20555,662,37553
TZA,2012,5586,15044,20704,665,38053
TZA,2013,4191,14613,21060,668,37349
TZA,2014,3997,15040,21350,655,35769
TZA,2015,4099,16496,21979,662,36727
TZA,2016,4057,16749,21776,661,36082
TZA,2017,3982,16630,21164,661,35082
TZA,2018,3864,16889,20576,647,33901
TZA,2019,3765,17014,20170,637,32990
THA,1990,1359,1375,15337,391,10745
THA,1991,1324,897,15289,379,10680
THA,1992,1300,780,14955,365,10559
THA,1993,1296,537,14818,360,10502
THA,1994,1320,456,15082,360,10511
THA,1995,1342,404,14776,362,10489
THA,1996,1359,430,14081,359,10486
THA,1997,1249,416,12470,320,9786
THA,1998,1235,543,12183,305,10019
THA,1999,1338,502,12056,300,10689
THA,2000,1444,318,11451,275,11028
THA,2001,1504,233,10385,246,11110
THA,2002,1608,182,9795,234,11845
THA,2003,1652,187,9140,217,12311
THA,2004,1472,135,8991,246,12950
THA,2005,1337,155,8706,276,13487
THA,2006,1270,146,8615,263,14397
THA,2007,1231,170,8493,261,15463
THA,2008,1176,135,8320,259,16554
THA,2009,1125,124,8112,257,17524
THA,2010,1102,131,8137,258,18926
THA,2011,1068,99,8009,255,20005
