code,year,d_alzheimers_disease_and_other_dementias,d_parkinsons_disease,d_cardiovascular_diseases,d_neoplasms,d_diabetes_mellitus,d_chronic_kidney_disease,d_chronic_respiratory_diseases,d_cirrhosis_and_other_chronic_liver_diseases,d_digestive_diseases
MWI,2002,555,141,11979,7146,1920,1339,2038,3445,5105
MWI,2003,576,143,12081,7296,1948,1356,2041,3455,5127
MWI,2004,598,146,12232,7374,1961,1359,2041,3463,5132
MWI,2005,620,148,12193,7396,1951,1350,2024,3437,5077
MWI,2006,645,151,12260,7401,1954,1353,2022,3402,5048
MWI,2007,666,153,12307,7398,1954,1354,2008,3366,5010
MWI,2008,696,157,12453,7446,1969,1367,2008,3347,4986
MWI,2009,723,161,12709,7681,2002,1403,2040,3374,5043
MWI,2010,753,166,13020,7991,2059,1450,2087,3434,5137
MWI,2011,783,171,13246,8300,2102,1490,2132,3383,5205
MWI,2012,810,175,13438,8472,2128,1513,2153,3315,5204
MWI,2013,838,179,13601,8621,2156,1539,2170,3272,5203
MWI,2014,862,182,13826,8787,2188,1571,2194,3275,5248
MWI,2015,891,188,14132,9005,2238,1613,2234,3331,5354
MWI,2016,918,194,14450,9210,2292,1651,2269,3426,5492
MWI,2017,948,199,14731,9425,2339,1683,2302,3557,5625
MWI,2018,984,206,15181,9788,2417,1733,2353,3614,5728
MWI,2019,1019,214,15650,10110,2497,1783,2402,3691,5845
MYS,1990,1267,277,28238,11157,2622,2182,5101,1651,3496
MYS,1991,1340,282,28122,11395,2555,2256,5169,1773,3779
MYS,1992,1412,294,28479,11770,2537,2371,5323,1913,4118
MYS,1993,1489,318,29538,12292,2573,2526,5586,2070,4520
MYS,1994,1551,367,31686,12971,2661,2745,6111,2264,5078
MYS,1995,1570,399,33552,13847,2810,2960,6540,2475,5549
MYS,1996,1562,387,32690,14025,2812,2983,6415,2549,5600
MYS,1997,1580,375,32405,14298,2861,3033,6291,2616,5661
MYS,1998,1630,365,32431,14502,2933,3080,6149,2662,5691
MYS,1999,1720,408,36646,16058,3402,3460,6799,2936,6227
MYS,2000,1761,404,35668,15811,3337,3390,6627,2895,6143
MYS,2001,1824,428,36440,16144,3399,3457,6770,2925,6311
MYS,2002,1874,454,37539,16690,3487,3549,6790,2977,6519
MYS,2003,1909,468,38426,17388,3563,3615,6700,3054,6630
MYS,2004,1955,472,38263,17720,3478,3594,6399,3080,6642
MYS,2005,2017,490,38697,18170,3382,3609,6190,3105,6721
MYS,2006,2093,516,39486,18801,3260,3653,6037,3159,6835
MYS,2007,2163,538,40129,19362,3094,3713,5862,3210,6929
MYS,2008,2253,576,42076,20346,3020,3900,5865,3342,7179
MYS,2009,2335,612,43692,21279,2921,4116,5815,3475,7443
MYS,2010,2354,635,43711,21545,2750,4269,5686,3587,7839
MYS,2011,2412,665,44186,22087,2643,4403,5632,3690,8092
MYS,2012,2558,686,44765,22922,2594,4451,5479,3700,7846
MYS,2013,2672,678,44025,23242,2516,4424,5246,3691,7657
MYS,2014,2808,728,46359,24611,2654,4691,5518,3883,8015
MYS,2015,2951,768,48228,25722,2820,4895,5799,4033,8319
MYS,2016,3134,840,51106,27133,3051,5225,6259,4240,8807
MYS,2017,3289,889,53286,28348,3250,5476,6603,4419,9205
MYS,2018,3468,936,55363,29603,3467,5719,6926,4573,9536
MYS,2019,3667,1019,58824,31294,3779,6105,7473,4783,10072
MDV,1990,7,3,319,95,27,44,96,20,31
MDV,1991,8,3,332,98,28,45,99,20,32
MDV,1992,8,3,343,101,29,47,101,21,32
MDV,1993,8,3,346,103,29,47,101,20,32
MDV,1994,9,3,343,103,28,46,98,20,31
MDV,1995,10,3,350,105,28,46,99,20,32
MDV,1996,10,4,365,110,30,48,103,21,32
MDV,1997,11,4,372,114,30,49,104,21,32
MDV,1998,11,4,361,114,29,48,100,20,32
MDV,1999,12,4,355,113,28,47,97,20,31
MDV,2000,13,4,365,116,29,48,99,20,31
MDV,2001,14,5,374,119,30,49,100,20,31
MDV,2002,15,5,363,117,29,48,95,19,30
MDV,2003,16,5,360,119,29,48,94,19,30
MDV,2004,17,5,355,120,28,48,92,19,30
MDV,2005,18,6,354,121,28,49,92,19,30
MDV,2006,20,6,356,125,29,51,93,19,30
MDV,2007,21,6,357,129,30,52,94,20,31
MDV,2008,23,6,362,134,30,54,95,20,31
MDV,2009,25,7,371,138,32,56,96,20,32
MDV,2010,26,7,380,143,32,58,98,21,33
MDV,2011,28,8,384,148,34,61,102,22,34
MDV,2012,31,8,395,154,36,63,102,23,35
MDV,2013,33,8,406,160,38,66,103,24,37
MDV,2014,35,9,419,167,40,69,104,25,38
MDV,2015,37,9,430,173,42,72,104,26,40
MDV,2016,40,10,452,182,44,75,109,28,42
MDV,2017,42,10,474,192,46,79,113,29,45
MDV,2018,45,11,498,203,49,84,118,31,47
MDV,2019,48,11,522,214,52,89,123,33,49
MLI,1990,464,135,10823,4603,1144,1516,2894,2579,4153
MLI,1991,478,137,10897,4669,1170,1519,2893,2593,4176
MLI,1992,494,141,11079,4776,1211,1532,2924,2633,4239
MLI,1993,512,144,11214,4872,1249,1535,2942,2662,4284
MLI,1994,531,148,11440,4991,1300,1548,2987,2709,4358
MLI,1995,549,152,11689,5125,1356,1560,3032,2752,4428
MLI,1996,567,155,11905,5203,1403,1559,3051,2780,4474
MLI,1997,586,158,12016,5264,1447,1550,3045,2794,4498
MLI,1998,605,160,12061,5302,1481,1530,3030,2791,4498
MLI,1999,625,163,12153,5356,1514,1517,3021,2790,4510
MLI,2000,650,170,12399,5464,1567,1548,3050,2820,4561
MLI,2001,672,177,12502,5532,1607,1578,3070,2848,4594
MLI,2002,703,188,12811,5702,1670,1650,3133,2922,4725
MLI,2003,729,196,12935,5815,1714,1688,3168,2962,4774
MLI,2004,760,206,13155,5949,1765,1723,3223,3009,4832
MLI,2005,791,215,13402,6086,1813,1759,3276,3055,4894
MLI,2006,823,225,13760,6227,1870,1816,3342,2986,4948
MLI,2007,849,233,14165,6425,1938,1885,3440,2945,5020
MLI,2008,878,243,14643,6621,1999,1963,3524,2899,5099
MLI,2009,905,251,15117,6829,2064,2041,3620,2867,5164
MLI,2010,934,258,15491,7024,2123,2098,3692,2825,5177
MLI,2011,965,265,15797,7166,2168,2136,3742,2775,5162
MLI,2012,997,272,16123,7330,2214,2178,3797,2752,5185
MLI,2013,1027,279,16469,7524,2271,2226,3884,2770,5257
MLI,2014,1048,283,16849,7745,2330,2286,3972,2806,5354
MLI,2015,1081,292,17542,8044,2416,2373,4098,2876,5517
MLI,2016,1112,300,18173,8499,2528,2506,4271,3030,5851
MLI,2017,1145,307,18708,8860,2614,2594,4407,3165,6091
MLI,2018,1187,317,19138,9107,2689,2649,4494,3216,6170
MLI,2019,1226,325,19519,9336,2755,2698,4574,3267,6246
MLT,1990,65,20,1325,615,98,51,106,37,88
MLT,1991,69,21,1313,619,99,52,109,37,90
MLT,1992,73,22,1304,626,100,53,112,37,92
MLT,1993,76,22,1285,635,98,54,113,37,93
MLT,1994,81,23,1261,638,93,56,113,38,94
MLT,1995,85,24,1266,655,92,58,116,38,96
MLT,1996,89,25,1282,668,88,61,118,39,97
MLT,1997,92,26,1290,682,89,64,122,40,99
MLT,1998,97,27,1279,686,91,66,122,39,99
MLT,1999,100,28,1305,702,93,69,124,39,100
MLT,2000,104,29,1310,721,95,73,122,39,102
MLT,2001,108,31,1312,737,99,76,121,40,104
MLT,2002,112,33,1325,755,103,78,127,41,107
MLT,2003,115,34,1323,768,107,79,129,42,109
MLT,2004,119,34,1302,777,110,79,129,42,110
MLT,2005,124,35,1287,782,109,79,131,41,109
MLT,2006,129,36,1279,790,110,80,129,41,110
MLT,2007,133,37,1280,810,112,82,131,41,110
MLT,2008,138,39,1284,831,113,84,132,41,111
MLT,2009,144,40,1292,851,111,86,132,40,111
MLT,2010,150,41,1297,868,107,87,134,40,110
MLT,2011,157,42,1338,885,103,89,134,40,112
MLT,2012,163,43,1357,901,102,90,135,40,113
MLT,2013,170,44,1349,913,107,92,139,40,113
MLT,2014,178,45,1355,928,113,93,142,40,115
MLT,2015,186,45,1345,919,114,94,141,39,113
MLT,2016,195,47,1390,941,116,97,145,40,117
MLT,2017,204,48,1419,960,118,99,149,40,119
MLT,2018,211,50,1451,979,120,102,152,40,121
MLT,2019,220,52,1491,1002,123,105,157,40,124
MHL,1990,2,2,84,26,13,6,22,7,14
MHL,1991,2,2,86,27,14,7,23,8,14
MHL,1992,2,2,89,27,14,7,23,8,14
MHL,1993,2,2,90,28,15,7,23,8,14
MHL,1994,2,1,86,27,15,7,21,8,14
MHL,1995,2,1,88,28,15,8,22,8,14
MHL,1996,2,1,90,29,16,8,22,8,14
MHL,1997,2,1,93,30,17,9,22,8,15
MHL,1998,2,1,96,31,18,9,23,8,15
MHL,1999,2,1,98,31,18,9,23,8,15
MHL,2000,2,1,101,32,19,10,23,8,15
MHL,2001,2,1,104,33,20,10,23,8,15
MHL,2002,2,1,107,34,21,11,23,9,15
MHL,2003,2,1,109,35,22,12,23,9,15
MHL,2004,2,1,112,36,23,12,23,9,15
MHL,2005,2,2,115,37,24,12,23,9,15
MHL,2006,2,2,119,38,25,13,24,9,15
MHL,2007,2,2,121,39,25,13,24,9,15
MHL,2008,2,2,124,40,26,13,24,9,15
MHL,2009,2,2,126,41,26,13,24,9,16
MHL,2010,2,2,129,42,27,13,24,9,16
MHL,2011,2,2,132,43,28,14,24,9,16
MHL,2012,2,2,134,44,28,14,24,9,16
MHL,2013,3,2,137,46,29,14,24,9,16
MHL,2014,3,2,139,47,30,15,24,9,16
MHL,2015,3,2,142,48,31,15,25,10,16
MHL,2016,3,2,145,49,33,15,25,10,16
MHL,2017,3,2,149,51,33,16,26,10,17
MHL,2018,3,2,153,52,35,16,26,10,17
MHL,2019,3,2,156,54,36,17,26,10,17
MRT,1990,136,47,2972,1151,327,450,526,596,979
MRT,1991,141,47,2956,1154,332,452,519,596,981
MRT,1992,147,48,2966,1167,341,458,514,602,993
MRT,1993,153,49,2992,1186,353,466,511,609,1007
MRT,1994,156,49,2922,1167,354,458,490,597,990
MRT,1995,159,49,2863,1153,357,450,470,590,981
MRT,1996,164,49,2865,1170,368,452,460,595,996
MRT,1997,170,49,2851,1176,378,449,448,596,1001
MRT,1998,181,51,2891,1202,394,455,444,606,1024
MRT,1999,184,50,2836,1193,396,444,427,594,1007
MRT,2000,189,50,2857,1216,406,448,427,594,1007
MRT,2001,193,51,2903,1255,417,458,434,599,1011
MRT,2002,199,52,2932,1288,426,465,439,595,1005
MRT,2003,211,54,2946,1307,432,468,440,585,988
MRT,2004,217,55,3011,1360,447,479,450,591,995
MRT,2005,222,56,3031,1396,455,484,453,590,991
MRT,2006,231,58,3107,1462,472,500,463,595,1003
MRT,2007,236,59,3109,1478,474,498,459,577,976
MRT,2008,249,61,3156,1505,482,499,462,564,958
MRT,2009,255,63,3276,1585,502,516,477,575,978
MRT,2010,260,64,3307,1613,509,516,477,564,961
MRT,2011,270,67,3396,1667,522,524,486,565,964
MRT,2012,282,70,3532,1753,543,540,502,581,992
MRT,2013,295,72,3613,1813,557,548,511,588,1006
MRT,2014,298,73,3589,1811,555,542,502,575,984
MRT,2015,305,75,3679,1859,567,551,506,580,996
MRT,2016,314,76,3678,1883,571,552,504,582,999
MRT,2017,328,79,3809,1972,595,571,517,605,1033
MRT,2018,338,82,3873,2013,609,579,520,601,1024
MRT,2019,347,85,3952,2064,625,590,525,603,1026
MUS,1990,97,23,3066,668,355,311,450,265,376
MUS,1991,102,24,3020,670,349,329,437,271,376
MUS,1992,106,25,3107,708,352,356,438,286,390
MUS,1993,112,26,3240,732,346,384,440,307,414
MUS,1994,117,27,3313,753,337,400,440,316,422
MUS,1995,122,28,3331,755,333,419,424,326,432
MUS,1996,127,29,3406,768,343,446,418,336,441
MUS,1997,133,31,3625,802,366,471,438,347,455
MUS,1998,138,32,3543,806,376,450,432,337,445
MUS,1999,144,33,3591,836,411,455,438,342,454
MUS,2000,151,34,3589,865,457,463,436,336,450
MUS,2001,159,35,3575,906,518,476,436,337,451
MUS,2002,167,37,3607,938,607,509,443,342,458
MUS,2003,176,39,3563,979,729,553,447,333,452
MUS,2004,184,40,3399,991,856,603,438,330,448
MUS,2005,192,42,3227,1018,1099,730,449,319,437
MUS,2006,198,43,3065,1035,1257,795,441,310,430
MUS,2007,204,43,2872,1039,1350,823,423,302,417
MUS,2008,212,44,2842,1094,1491,900,427,304,422
MUS,2009,221,46,2810,1132,1585,971,430,306,423
MUS,2010,231,47,2735,1146,1630,1010,424,285,400
MUS,2011,240,47,2665,1153,1646,1027,417,273,387
MUS,2012,253,49,2712,1197,1700,1048,428,255,370
MUS,2013,263,50,2714,1224,1685,1051,435,246,360
MUS,2014,273,53,2811,1279,1728,1082,454,244,363
MUS,2015,283,54,2878,1324,1731,1105,462,245,365
MUS,2016,293,56,2993,1375,1763,1154,482,247,371
MUS,2017,304,59,3099,1446,1814,1184,506,249,378
MUS,2018,313,62,3222,1485,1865,1229,523,258,390
MUS,2019,323,63,3309,1517,1899,1260,537,263,398
MEX,1990,6577,1514,72347,47078,26772,12176,16910,24013,36292
MEX,1991,6870,1564,73390,47898,27542,12769,17171,24522,36818
MEX,1992,7188,1625,75338,49311,28646,13550,17613,25279,37723
MEX,1993,7534,1702,77605,51003,29958,14484,18264,26322,38980
MEX,1994,7896,1785,79494,52572,31137,15470,18858,27107,39894
MEX,1995,8277,1891,82593,54492,32695,16821,19782,27772,40848
MEX,1996,8591,1976,84663,55907,33486,18099,20497,28190,41371
MEX,1997,8839,2042,86316,57687,34288,19979,21052,29117,42468
MEX,1998,9086,2094,86888,59271,34243,23172,21384,29907,43323
MEX,1999,9409,2141,86882,60134,34553,25608,21623,29780,43151
MEX,2000,9819,2190,86807,60780,34530,27900,21596,29767,43144
MEX,2001,10326,2271,88486,61870,35435,30100,21930,29840,43410
MEX,2002,10885,2408,92538,64169,37679,32663,22888,30639,44736
MEX,2003,11464,2545,96254,66271,39678,35304,23830,31406,46031
MEX,2004,12033,2627,97149,67109,40445,36988,24129,31223,46064
MEX,2005,12688,2790,101217,69741,42518,40035,25135,32283,47806
MEX,2006,13293,2858,101969,70588,42426,42249,25203,32067,47855
MEX,2007,13986,2956,104445,71827,42645,44973,25701,32407,48644
MEX,2008,14811,3178,111701,75631,45466,49078,27288,34084,51359
MEX,2009,15623,3384,118559,78836,48131,52013,28730,35062,53312
MEX,2010,16367,3479,121289,79007,48948,52750,29249,34581,53152
MEX,2011,17059,3551,123652,79957,49998,53714,29432,34604,53547
MEX,2012,17797,3690,128171,82363,52328,55721,30183,35306,54911
MEX,2013,18605,3952,137676,87008,56724,59238,32047,37382,58155
MEX,2014,19229,4096,143034,89821,59888,60822,32846,38330,59660
MEX,2015,19798,4205,146828,91814,61729,62551,33364,39202,61011
MEX,2016,20753,4316,151252,94653,64470,64653,34057,40744,63145
MEX,2017,21901,4532,158878,99314,68316,67633,35501,43161,66516
MEX,2018,22746,4705,161559,102409,70454,69641,36733,44654,68610
MEX,2019,23657,4973,167535,106421,73838,72539,38524,46328,71124
FSM,1990,5,4,245,74,42,22,68,21,39
FSM,1991,5,4,249,75,45,23,68,21,39
FSM,1992,5,4,252,77,47,24,68,21,38
FSM,1993,6,4,254,78,49,26,68,20,38
FSM,1994,6,4,256,79,51,27,67,20,38
FSM,1995,6,4,257,80,53,28,66,20,37
FSM,1996,6,4,258,81,56,29,66,20,37
FSM,1997,6,4,260,81,59,31,65,19,36
FSM,1998,6,4,261,82,62,32,64,19,35
FSM,1999,6,4,262,82,65,34,63,19,35
FSM,2000,6,4,262,83,68,36,62,18,34
FSM,2001,6,4,263,84,71,38,60,18,33
FSM,2002,7,4,265,84,74,39,59,18,32
FSM,2003,7,4,266,85,76,40,58,18,32
FSM,2004,7,4,268,86,80,42,57,17,32
FSM,2005,7,4,269,87,83,43,56,17,31
FSM,2006,7,4,272,89,83,44,55,17,31
FSM,2007,7,4,277,90,84,44,55,18,31
FSM,2008,7,4,282,92,85,44,55,18,31
FSM,2009,7,4,287,94,85,44,55,18,31
FSM,2010,7,4,291,95,86,43,55,18,32
FSM,2011,7,4,295,96,88,44,55,18,32
FSM,2012,7,4,298,98,90,44,55,18,32
FSM,2013,7,5,303,100,93,44,55,18,32
FSM,2014,7,5,308,102,96,45,55,19,32
FSM,2015,7,5,312,103,99,46,55,19,33
FSM,2016,7,5,316,105,102,46,56,19,33
FSM,2017,8,5,321,107,104,47,56,19,33
FSM,2018,8,5,326,110,107,48,56,20,34
FSM,2019,8,5,331,112,109,49,57,20,34
WB,1990,15845,4068,529295,114810,24107,35678,48601,58200,75156
WB,1991,16321,4213,539272,118172,24884,36554,49313,58166,75028
WB,1992,16846,4373,551228,121792,25748,37415,50010,58395,75280
WB,1993,17426,4575,566395,125766,26826,38494,51087,59256,76200
WB,1994,18051,4768,579672,129453,27806,39572,52099,60009,77027
WB,1995,18728,4953,589787,133038,28764,40595,52754,60027,77056
WB,1996,19425,5132,600153,136732,30096,41723,53330,60480,77475
WB,1997,20174,5350,615115,140770,31530,43030,54361,61558,78701
WB,1998,20960,5580,628396,144381,32702,44310,55318,62517,79816
WB,1999,21749,5784,640766,148363,33913,45568,56216,63512,81019
WB,2000,22607,5919,642141,151672,34739,46400,56024,63447,80883
WB,2001,23635,6207,658893,157067,36166,47984,57208,65699,83439
WB,2002,24757,6546,678073,162261,37770,49808,58834,67803,85950
WB,2003,25857,6898,698285,167576,39504,51656,60617,70145,88707
WB,2004,26926,7138,708381,172462,41228,53116,61495,70999,89840
WB,2005,28063,7374,717330,177878,42816,54297,62176,71146,90142
WB,2006,29229,7631,730267,184209,44592,55805,63271,71469,90850
WB,2007,30531,7920,743366,190481,46099,57320,64467,72166,91974
WB,2008,31897,8249,761251,198284,47955,59315,66025,73987,94294
WB,2009,33355,8587,778258,206501,49915,61318,67413,75850,96585
WB,2010,34828,8931,792966,214066,51956,63446,68512,77521,98627
WB,2011,36349,9269,806427,221948,53716,65265,69808,79182,100763
WB,2012,37913,9627,827158,230220,56062,67258,71455,81448,103554
WB,2013,39505,10074,848236,238558,58454,69298,73403,81959,104686
WB,2014,41039,10460,869212,247523,61706,71913,75031,83967,107120
WB,2015,42577,10928,903229,257627,65709,75314,77197,87065,110754
WB,2016,44170,11287,924888,266003,68620,77755,78694,89242,113304
WB,2017,45790,11548,944725,274225,70471,79541,79978,90644,115097
WB,2018,47466,11922,969914,283889,73406,82272,81621,92937,117829
WB,2019,49155,12331,997507,293600,76421,85119,83458,95371,120748
MDA,1990,544,153,21003,6280,322,101,1830,3144,4016
MDA,1991,566,167,22998,6444,364,119,1923,3363,4304
MDA,1992,576,163,22613,6032,360,121,1836,3148,4067
MDA,1993,593,171,24183,6086,389,129,1888,3270,4224
MDA,1994,607,184,27295,6622,456,149,2100,3788,4861
MDA,1995,616,184,28185,6601,474,159,2117,3944,5036
MDA,1996,621,174,26882,6108,453,153,1981,3684,4704
MDA,1997,626,161,24834,5487,407,142,1830,3337,4255
MDA,1998,644,154,23865,5211,397,139,1761,3157,4030
MDA,1999,671,155,24482,5229,407,143,1804,3263,4115
MDA,2000,697,153,24798,5267,397,145,1795,3374,4224
MDA,2001,725,152,24859,5248,378,145,1765,3417,4266
MDA,2002,746,158,26021,5400,376,151,1840,3523,4400
MDA,2003,762,161,26725,5557,376,155,1859,3641,4540
MDA,2004,777,158,26074,5623,356,155,1770,3661,4566
MDA,2005,796,160,26655,6006,366,170,1776,3936,4888
MDA,2006,822,158,25937,6007,346,177,1660,3838,4756
MDA,2007,846,161,26116,6094,319,200,1596,3775,4663
MDA,2008,870,161,25785,6164,300,209,1500,3665,4525
MDA,2009,897,161,25640,6320,295,217,1416,3641,4503
MDA,2010,924,164,26111,6616,301,232,1375,3714,4590
MDA,2011,953,153,23565,6133,266,217,1171,3217,4006
MDA,2012,995,155,23565,6265,271,228,1098,3167,3962
MDA,2013,1045,154,22990,6221,269,233,1015,3026,3808
MDA,2014,1102,161,23998,6580,286,249,1003,3155,3975
MDA,2015,1157,168,25116,6896,303,269,1017,3244,4097
MDA,2016,1202,167,25057,6779,300,268,988,3086,3924
MDA,2017,1218,163,24145,6421,286,255,949,2791,3582
MDA,2018,1243,164,24062,6328,285,251,973,2766,3544
MDA,2019,1259,163,23438,6245,284,245,971,2745,3513
MCO,1990,17,4,201,139,3,3,15,6,13
MCO,1991,17,4,202,141,3,4,15,6,14
MCO,1992,18,4,203,143,3,4,16,6,14
MCO,1993,19,4,204,146,3,4,16,6,14
MCO,1994,19,4,205,148,3,4,16,6,14
MCO,1995,20,4,205,152,3,4,16,6,14
MCO,1996,21,5,205,156,3,4,16,7,15
MCO,1997,21,5,202,161,3,4,17,7,15
MCO,1998,22,5,196,168,3,5,17,7,15
MCO,1999,22,5,188,176,3,5,18,7,16
MCO,2000,23,5,178,185,3,6,18,7,16
MCO,2001,24,5,173,192,3,6,19,7,17
MCO,2002,24,6,170,197,4,7,19,7,17
MCO,2003,25,6,169,201,4,7,20,7,17
MCO,2004,25,6,168,204,4,7,20,7,17
MCO,2005,25,6,168,206,4,7,20,7,17
MCO,2006,26,6,168,209,4,7,20,7,18
MCO,2007,26,6,168,211,4,7,20,7,18
MCO,2008,26,6,168,213,4,7,20,7,18
MCO,2009,26,6,168,215,4,8,20,7,18
MCO,2010,27,7,169,216,4,8,20,7,18
MCO,2011,27,7,169,218,4,8,20,7,18
MCO,2012,27,7,168,219,4,8,20,8,18
MCO,2013,28,7,167,221,4,8,20,8,18
MCO,2014,28,7,166,222,4,8,20,8,18
MCO,2015,28,7,165,222,4,8,20,8,18
MCO,2016,28,7,164,222,4,8,20,8,18
MCO,2017,28,7,163,223,4,8,20,7,18
MCO,2018,28,7,162,224,4,8,20,7,18
MCO,2019,28,7,161,225,4,8,20,7,18
MNG,1990,140,38,5951,2920,59,391,526,833,1408
MNG,1991,143,40,6178,3017,62,411,538,848,1425
MNG,1992,146,41,6391,3082,65,435,551,862,1449
MNG,1993,147,41,6487,3149,68,457,556,873,1465
MNG,1994,151,42,6652,3202,70,471,564,879,1469
MNG,1995,153,44,7103,3297,74,488,581,901,1488
MNG,1996,152,45,7424,3363,77,498,589,920,1501
MNG,1997,148,44,7486,3356,78,495,574,927,1491
MNG,1998,143,44,7530,3366,79,483,560,936,1482
MNG,1999,139,43,7667,3390,80,472,548,946,1472
MNG,2000,135,43,7803,3425,82,449,531,976,1489
MNG,2001,134,43,7965,3510,86,417,515,1022,1521
MNG,2002,133,41,7925,3534,87,383,487,1058,1542
MNG,2003,130,40,7865,3583,89,357,461,1099,1571
MNG,2004,128,38,7753,3633,91,338,435,1132,1593
MNG,2005,126,38,7749,3727,94,327,420,1166,1622
MNG,2006,128,38,7745,3834,96,317,408,1195,1647
MNG,2007,128,37,7582,3914,96,307,392,1209,1654
MNG,2008,129,37,7564,4036,98,301,385,1233,1676
MNG,2009,131,38,7769,4229,102,304,388,1274,1722
MNG,2010,134,38,7891,4401,106,305,386,1314,1769
MNG,2011,142,40,8023,4543,109,312,389,1335,1795
MNG,2012,148,40,8009,4633,109,315,385,1347,1808
MNG,2013,156,40,7973,4734,111,317,379,1362,1826
MNG,2014,163,39,7903,4827,112,320,373,1382,1848
MNG,2015,172,40,8060,4985,116,328,376,1419,1887
MNG,2016,189,45,8571,5261,122,346,400,1488,1975
MNG,2017,199,47,8922,5478,127,359,415,1543,2046
MNG,2018,212,49,9299,5702,133,373,431,1596,2110
MNG,2019,225,53,9806,5961,139,391,453,1656,2185
MNE,1990,115,28,2347,952,82,73,54,36,104
MNE,1991,118,26,2303,941,80,72,52,35,103
MNE,1992,121,27,2371,961,83,74,53,36,106
MNE,1993,123,28,2529,1009,88,77,57,38,111
MNE,1994,126,29,2683,1052,95,81,59,40,117
MNE,1995,128,30,2778,1080,98,84,61,41,120
MNE,1996,130,31,2878,1115,103,87,63,42,124
MNE,1997,131,32,3002,1167,108,91,65,44,129
MNE,1998,132,32,3011,1192,111,92,65,44,130
MNE,1999,133,32,3027,1208,112,94,65,44,131
MNE,2000,136,32,3069,1237,116,95,65,45,132
MNE,2001,137,33,3144,1282,119,98,66,46,135
MNE,2002,140,35,3230,1325,124,103,68,47,139
MNE,2003,143,36,3357,1370,129,108,70,48,143
MNE,2004,145,38,3465,1406,131,112,73,48,146
MNE,2005,147,40,3571,1442,134,116,76,49,149
MNE,2006,150,42,3647,1462,136,117,77,49,151
MNE,2007,151,44,3724,1477,138,118,78,49,152
MNE,2008,152,46,3753,1491,138,119,78,49,152
MNE,2009,154,47,3783,1507,139,119,79,49,153
MNE,2010,156,48,3784,1512,140,119,79,49,152
MNE,2011,159,50,3816,1528,142,120,80,49,152
MNE,2012,163,51,3837,1534,143,120,82,48,151
MNE,2013,167,53,3902,1559,146,123,84,49,152
MNE,2014,170,55,3979,1586,149,125,86,49,153
MNE,2015,174,56,4039,1607,152,127,87,50,154
MNE,2016,176,57,4047,1625,154,128,88,50,154
MNE,2017,179,58,4066,1643,155,129,89,50,154
MNE,2018,181,57,4007,1640,153,128,86,50,154
MNE,2019,185,57,3943,1644,152,127,85,50,153
MAR,1990,1888,404,57888,11070,1805,3551,4982,2733,4809
MAR,1991,1965,423,59719,11483,1879,3679,5121,2784,4870
MAR,1992,2041,451,62875,12146,1989,3881,5403,2910,5058
MAR,1993,2115,475,65445,12667,2084,4029,5600,2981,5154
MAR,1994,2187,490,66526,12949,2137,4121,5677,3008,5177
MAR,1995,2265,510,68162,13292,2206,4253,5809,3052,5239
MAR,1996,2349,526,69194,13608,2276,4356,5873,3076,5257
MAR,1997,2433,549,70916,14016,2366,4491,6018,3131,5338
MAR,1998,2520,577,72395,14347,2441,4626,6161,3183,5420
MAR,1999,2610,610,74713,14848,2561,4839,6366,3265,5555
MAR,2000,2696,606,73717,14921,2635,4851,6273,3226,5483
MAR,2001,2808,616,73896,15263,2787,4967,6284,3226,5483
MAR,2002,2952,649,75065,15638,2957,5175,6393,3256,5552
MAR,2003,3111,709,78456,16300,3191,5502,6690,3334,5703
MAR,2004,3253,742,80401,16803,3390,5702,6835,3367,5767
MAR,2005,3408,782,82674,17335,3597,5903,7008,3413,5850
MAR,2006,3563,826,85163,17923,3813,6132,7196,3467,5936
MAR,2007,3728,870,87876,18575,4035,6379,7397,3540,6056
MAR,2008,3880,906,89746,19150,4217,6584,7536,3599,6149
MAR,2009,4031,940,91495,19735,4394,6798,7663,3659,6238
MAR,2010,4183,974,93006,20312,4570,7010,7761,3712,6309
MAR,2011,4327,1008,94564,20906,4742,7181,7853,3764,6371
MAR,2012,4496,1050,96921,21615,4929,7398,8005,3842,6479
MAR,2013,4671,1240,107171,23325,5383,8197,8929,4152,7020
MAR,2014,4680,1254,108079,23982,5554,8366,8941,4195,7053
MAR,2015,4700,1270,109198,24665,5737,8542,8956,4236,7081
MAR,2016,4742,1293,110845,25420,5933,8719,9032,4304,7151
MAR,2017,4808,1320,112904,26250,6138,8905,9145,4407,7276
MAR,2018,4876,1356,115052,27143,6386,9120,9263,4482,7351
MAR,2019,4945,1390,117034,27967,6617,9320,9373,4551,7422
MOZ,1990,632,153,15537,5897,2015,1245,2451,1680,3729
MOZ,1991,650,155,15604,5908,2027,1260,2464,1685,3728
MOZ,1992,675,159,15851,5992,2065,1295,2512,1711,3774
MOZ,1993,701,163,16155,6150,2118,1349,2577,1764,3881
MOZ,1994,727,166,16320,6306,2153,1401,2633,1807,3978
MOZ,1995,750,169,16483,6428,2190,1453,2694,1840,4050
MOZ,1996,779,173,16681,6560,2236,1506,2749,1873,4111
MOZ,1997,811,179,16953,6732,2296,1565,2811,1919,4191
MOZ,1998,843,185,17190,6910,2355,1625,2870,1964,4276
MOZ,1999,875,190,17504,7094,2418,1687,2935,2007,4361
