code,year,d_alzheimers_disease_and_other_dementias,d_parkinsons_disease,d_cardiovascular_diseases,d_neoplasms,d_diabetes_mellitus,d_chronic_kidney_disease,d_chronic_respiratory_diseases,d_cirrhosis_and_other_chronic_liver_diseases,d_digestive_diseases
AFG,1990,1116,371,44899,11580,2108,3709,5945,2673,5005
AFG,1991,1136,374,45492,11796,2120,3724,6050,2728,5120
AFG,1992,1162,378,46557,12218,2153,3776,6223,2830,5335
AFG,1993,1187,384,47951,12634,2195,3862,6445,2943,5568
AFG,1994,1211,391,49308,12914,2231,3932,6664,3027,5739
AFG,1995,1225,394,50158,13106,2248,3974,6823,3076,5843
AFG,1996,1239,398,51125,13335,2298,4041,7000,3133,5966
AFG,1997,1253,402,52039,13572,2347,4094,7168,3200,6096
AFG,1998,1267,405,52720,13695,2388,4120,7287,3231,6154
AFG,1999,1281,409,53413,13811,2437,4150,7400,3247,6182
AFG,2000,1291,416,53919,13977,2515,4182,7471,3249,6206
AFG,2001,1300,424,54642,14312,2657,4251,7565,3267,6277
AFG,2002,1311,429,54213,14437,2745,4239,7455,3238,6246
AFG,2003,1326,434,54274,14951,2865,4336,7471,3342,6443
AFG,2004,1344,439,54438,15360,2986,4413,7477,3394,6541
AFG,2005,1362,442,54196,15556,3070,4431,7391,3388,6528
AFG,2006,1381,446,54080,15724,3130,4461,7310,3366,6494
AFG,2007,1402,450,53962,15925,3189,4490,7222,3346,6458
AFG,2008,1424,455,54051,16148,3261,4534,7143,3316,6408
AFG,2009,1449,460,53964,16383,3336,4597,7045,3291,6358
AFG,2010,1476,465,53934,16718,3413,4693,6969,3304,6367
AFG,2011,1508,473,54347,17094,3550,4785,6916,3318,6370
AFG,2012,1544,482,54868,17522,3682,4846,6878,3353,6398
AFG,2013,1581,491,55274,18015,3827,4945,6859,3413,6476
AFG,2014,1620,502,55932,18462,3986,5055,6851,3454,6522
AFG,2015,1652,511,56875,18876,4143,5153,6835,3492,6555
AFG,2016,1690,524,57970,19459,4349,5296,6894,3578,6673
AFG,2017,1728,537,59553,20111,4497,5419,6982,3693,6841
AFG,2018,1757,551,60893,20673,4664,5531,7036,3732,6861
AFG,2019,1775,560,61995,21247,4817,5637,7082,3797,6929
WHO,1990,24312,6573,612041,250601,74790,64609,123351,119201,198446
WHO,1991,25173,6754,625730,257246,76945,66230,125505,121587,202452
WHO,1992,26141,6988,643699,265162,79846,68274,128229,124268,207105
WHO,1993,27051,7182,656275,270050,81711,69626,129724,126184,210463
WHO,1994,28014,7414,673422,277583,84769,71447,132378,128478,214555
WHO,1995,28896,7628,689162,284299,87414,72963,134766,130830,218580
WHO,1996,29893,7886,709224,292146,91209,74777,137669,133001,222476
WHO,1997,30890,8162,730919,302488,96062,77039,140773,135612,227076
WHO,1998,31883,8386,747403,310208,99506,78881,143155,138302,231909
WHO,1999,32834,8559,759038,315331,101632,80166,143858,140632,236196
WHO,2000,33987,8862,774070,322351,104931,82261,146081,143006,240487
WHO,2001,34988,9103,780921,326917,107134,83822,147041,144955,243386
WHO,2002,36412,9472,793244,334650,110345,86103,149095,147447,247642
WHO,2003,37641,9750,802676,343083,113751,88296,151126,150174,251955
WHO,2004,39085,10072,811469,351470,116667,90177,152768,152951,256351
WHO,2005,40564,10406,819013,359312,119691,91710,154107,155471,260230
WHO,2006,42185,10811,832698,368885,123593,93883,156139,157350,264639
WHO,2007,43425,11069,841784,376491,126345,95310,156575,158696,267813
WHO,2008,45053,11469,856898,386074,129587,97223,157675,160136,270956
WHO,2009,46598,11840,874100,397522,133384,99802,159341,162454,275342
WHO,2010,48285,12232,889338,409619,137205,102208,161018,165084,279644
WHO,2011,50114,12632,908139,422028,140898,104596,162543,166714,284185
WHO,2012,51923,13039,928397,435399,144621,107177,164344,168677,289181
WHO,2013,53737,13440,947673,449450,148440,110019,166320,170798,294354
WHO,2014,55350,13760,968596,463478,152765,113314,168346,172476,298780
WHO,2015,57349,14219,996806,476591,157094,116436,170376,173551,302088
WHO,2016,59145,14537,1016603,489801,160957,119305,172175,176506,307832
WHO,2017,61384,14956,1039287,504198,164342,121844,174525,181635,315441
WHO,2018,63753,15435,1061135,518707,166817,124402,176494,184726,319603
WHO,2019,66124,15930,1085321,533567,170540,127158,178908,187968,324066
ALB,1990,360,93,6701,2616,100,241,1006,326,648
ALB,1991,363,96,6903,2698,107,246,1009,330,662
ALB,1992,365,94,6699,2642,106,233,967,318,644
ALB,1993,368,92,6480,2586,104,222,922,307,621
ALB,1994,373,90,6191,2493,102,209,855,287,577
ALB,1995,382,95,6500,2614,109,217,851,289,560
ALB,1996,391,100,6822,2756,116,224,850,288,540
ALB,1997,400,105,7063,2871,123,232,832,286,522
ALB,1998,411,108,7269,2963,129,238,804,279,499
ALB,1999,425,113,7490,3030,136,241,775,272,472
ALB,2000,438,117,7641,3073,141,244,753,265,451
ALB,2001,451,118,7622,3044,140,237,706,255,429
ALB,2002,471,128,8230,3190,151,243,711,257,427
ALB,2003,489,141,9045,3388,163,256,734,266,438
ALB,2004,501,147,9335,3463,163,256,716,268,438
ALB,2005,514,149,9414,3468,156,252,676,267,433
ALB,2006,527,146,9172,3395,142,240,622,261,420
ALB,2007,543,146,9024,3357,130,231,586,260,413
ALB,2008,567,154,9393,3471,125,236,583,269,423
ALB,2009,590,159,9513,3528,119,238,578,274,428
ALB,2010,616,166,9748,3617,120,247,587,280,436
ALB,2011,647,176,10142,3759,127,257,616,288,450
ALB,2012,678,185,10446,3865,133,265,639,293,459
ALB,2013,710,195,10800,3982,139,275,665,299,468
ALB,2014,743,207,11275,4143,147,286,702,306,482
ALB,2015,776,219,11754,4313,155,299,737,317,498
ALB,2016,809,227,12053,4419,161,307,759,321,506
ALB,2017,844,235,12345,4517,166,314,779,326,515
ALB,2018,880,242,12629,4611,170,321,797,330,521
ALB,2019,917,248,12904,4705,175,329,815,333,527
DZA,1990,1337,439,53488,10571,1743,3559,4410,2401,3981
DZA,1991,1411,451,54722,10917,1787,3640,4481,2456,4033
DZA,1992,1494,470,56107,11145,1813,3687,4571,2500,4083
DZA,1993,1582,488,57522,11386,1840,3741,4668,2542,4136
DZA,1994,1675,509,59055,11629,1873,3806,4773,2588,4193
DZA,1995,1763,525,60182,11865,1894,3856,4846,2632,4242
DZA,1996,1855,540,61130,12034,1917,3906,4903,2670,4281
DZA,1997,1945,554,62011,12203,1933,3937,4960,2718,4339
DZA,1998,2037,565,62637,12338,1941,3962,4993,2753,4379
DZA,1999,2129,582,64123,12640,1994,4060,5080,2821,4469
DZA,2000,2219,597,64792,12910,2062,4136,5124,2870,4533
DZA,2001,2313,618,65386,13167,2178,4222,5179,2911,4600
DZA,2002,2411,641,65986,13499,2300,4326,5240,2935,4648
DZA,2003,2508,655,66329,13869,2415,4422,5270,2954,4684
DZA,2004,2618,683,67142,14377,2560,4605,5353,2988,4747
DZA,2005,2732,714,67957,14916,2706,4771,5437,3021,4801
DZA,2006,2847,744,68935,15400,2861,4951,5509,3053,4848
DZA,2007,2976,777,70099,15949,3016,5133,5594,3087,4899
DZA,2008,3102,809,71264,16524,3170,5320,5679,3121,4950
DZA,2009,3247,844,72767,17155,3333,5534,5788,3161,5015
DZA,2010,3401,877,74239,17706,3504,5764,5887,3202,5078
DZA,2011,3573,921,76392,18236,3685,5991,6040,3267,5181
DZA,2012,3757,963,78530,18795,3858,6208,6198,3336,5289
DZA,2013,3936,1001,80572,19359,4037,6447,6344,3405,5397
DZA,2014,4136,1048,83376,19993,4246,6738,6536,3494,5543
DZA,2015,4343,1096,86306,20663,4468,7045,6739,3592,5703
DZA,2016,4563,1136,88545,21303,4648,7280,6903,3684,5847
DZA,2017,4790,1179,91371,22061,4832,7532,7100,3796,6016
DZA,2018,5005,1234,94824,22953,5093,7886,7320,3924,6214
DZA,2019,5209,1283,97931,23816,5328,8201,7528,4045,6398
ASM,1990,3,1,66,31,16,8,17,5,9
ASM,1991,3,2,69,32,17,9,17,5,9
ASM,1992,3,2,71,33,19,9,18,5,9
ASM,1993,3,2,73,34,20,10,18,5,10
ASM,1994,3,2,75,35,21,10,18,5,10
ASM,1995,3,2,77,37,23,11,19,5,10
ASM,1996,3,2,80,38,24,12,19,6,10
ASM,1997,3,2,82,39,25,12,20,6,11
ASM,1998,4,2,84,40,26,13,20,6,11
ASM,1999,4,2,87,41,26,14,20,6,11
ASM,2000,4,2,88,43,28,14,20,6,11
ASM,2001,4,2,90,44,30,15,21,6,11
ASM,2002,4,2,91,45,32,16,21,6,11
ASM,2003,4,2,91,47,34,16,21,6,11
ASM,2004,4,2,92,48,36,17,21,6,11
ASM,2005,5,2,93,50,37,18,21,6,11
ASM,2006,5,2,95,51,37,18,21,6,11
ASM,2007,5,2,97,52,37,19,21,6,11
ASM,2008,5,2,100,54,38,19,21,6,12
ASM,2009,6,2,102,55,38,20,21,6,12
ASM,2010,6,3,104,56,38,20,21,6,12
ASM,2011,6,3,106,58,39,21,21,6,12
ASM,2012,6,3,109,59,39,21,21,6,13
ASM,2013,6,3,111,61,40,22,21,7,13
ASM,2014,6,3,114,62,40,23,21,7,13
ASM,2015,7,3,116,63,40,24,22,7,13
ASM,2016,7,3,119,65,41,25,22,7,13
ASM,2017,7,3,121,66,42,25,22,7,13
ASM,2018,7,3,123,67,43,25,23,7,13
ASM,2019,7,3,125,68,44,26,23,7,14
AND,1990,6,2,65,101,4,4,16,6,10
AND,1991,6,2,69,107,4,4,17,7,11
AND,1992,7,2,74,114,4,5,18,7,12
AND,1993,8,2,79,121,4,5,19,7,13
AND,1994,9,3,83,125,5,6,20,8,13
AND,1995,9,3,85,128,5,6,20,8,14
AND,1996,10,3,88,131,5,6,21,8,14
AND,1997,11,3,91,135,5,6,22,8,14
AND,1998,12,3,93,139,5,7,22,8,15
AND,1999,13,3,97,143,5,7,23,8,15
AND,2000,14,4,100,148,6,7,24,9,16
AND,2001,15,4,103,153,6,8,25,9,17
AND,2002,17,4,107,158,6,8,26,9,17
AND,2003,18,4,111,164,6,9,27,9,18
AND,2004,19,5,115,171,7,9,28,10,19
AND,2005,21,5,118,174,7,10,28,10,19
AND,2006,22,5,122,180,7,10,29,10,20
AND,2007,23,5,126,185,7,11,30,10,20
AND,2008,25,5,130,191,8,11,31,11,21
AND,2009,26,6,136,196,8,12,33,11,22
AND,2010,28,6,141,201,8,12,34,11,23
AND,2011,28,6,141,191,8,12,33,10,22
AND,2012,30,6,144,189,8,13,34,10,22
AND,2013,31,6,147,193,8,13,34,10,23
AND,2014,32,6,150,198,8,14,35,11,23
AND,2015,33,6,155,203,8,15,36,11,24
AND,2016,34,7,158,208,9,15,37,11,25
AND,2017,35,7,163,215,9,15,38,12,25
AND,2018,36,7,166,223,9,16,39,12,26
AND,2019,36,7,169,230,9,16,39,12,27
AGO,1990,293,86,11871,4883,1519,1059,2794,2782,4481
AGO,1991,303,88,12174,5010,1553,1084,2847,2844,4580
AGO,1992,315,91,12537,5168,1597,1118,2911,2924,4707
AGO,1993,326,93,13025,5367,1656,1165,3006,3028,4876
AGO,1994,336,96,13477,5549,1710,1208,3091,3128,5041
AGO,1995,347,98,13763,5650,1742,1229,3136,3160,5097
AGO,1996,359,100,13830,5652,1749,1223,3121,3105,5013
AGO,1997,373,103,14108,5779,1787,1246,3151,3128,5050
AGO,1998,391,107,14682,6081,1867,1312,3249,3263,5261
AGO,1999,409,111,15194,6351,1937,1367,3326,3362,5414
AGO,2000,426,115,15555,6513,1992,1403,3360,3409,5489
AGO,2001,443,118,15706,6608,2025,1427,3361,3437,5533
AGO,2002,464,121,15872,6751,2053,1449,3369,3462,5569
AGO,2003,487,127,16344,7018,2131,1500,3424,3570,5722
AGO,2004,513,133,17003,7380,2239,1571,3518,3732,5973
AGO,2005,536,138,17115,7518,2271,1587,3491,3787,6047
AGO,2006,564,144,17544,7770,2364,1638,3506,3896,6217
AGO,2007,589,149,17760,7969,2426,1672,3486,3980,6357
AGO,2008,619,156,18305,8294,2532,1729,3519,4121,6585
AGO,2009,653,164,18809,8640,2650,1789,3523,4314,6873
AGO,2010,690,172,19340,9025,2779,1853,3547,4520,7181
AGO,2011,730,181,19923,9408,2914,1916,3564,4700,7471
AGO,2012,771,191,20537,9803,3057,1982,3598,4867,7739
AGO,2013,812,199,21009,10124,3169,2038,3609,4976,7925
AGO,2014,853,205,21149,10314,3228,2064,3567,5002,7981
AGO,2015,905,216,21887,10753,3371,2139,3613,5107,8163
AGO,2016,958,226,22606,11142,3507,2196,3657,5174,8277
AGO,2017,1016,238,23571,11673,3660,2280,3739,5410,8612
AGO,2018,1080,253,24627,12241,3848,2372,3830,5527,8769
AGO,2019,1143,267,25724,12791,4033,2464,3934,5666,8971
ATG,1990,12,3,170,75,34,14,7,9,17
ATG,1991,13,3,173,77,36,15,7,9,17
ATG,1992,13,3,175,79,37,15,7,9,17
ATG,1993,13,3,186,84,40,16,8,10,18
ATG,1994,13,3,186,85,41,16,8,10,18
ATG,1995,13,3,187,86,41,16,8,10,18
ATG,1996,13,3,175,80,40,16,7,9,17
ATG,1997,13,3,171,80,39,15,7,9,17
ATG,1998,13,3,169,81,39,16,7,9,17
ATG,1999,14,3,167,83,39,17,7,9,17
ATG,2000,14,3,163,86,40,18,7,9,17
ATG,2001,14,3,161,86,40,18,7,9,17
ATG,2002,14,3,160,88,41,19,7,9,17
ATG,2003,14,4,160,89,41,19,7,9,17
ATG,2004,14,4,159,91,42,20,7,9,17
ATG,2005,14,4,160,92,43,21,7,9,17
ATG,2006,14,4,162,96,44,22,8,9,18
ATG,2007,15,5,180,112,48,25,9,10,20
ATG,2008,15,5,179,114,49,26,9,11,20
ATG,2009,15,4,170,108,46,26,9,10,19
ATG,2010,15,4,171,110,47,27,9,10,19
ATG,2011,15,4,174,113,47,28,9,10,20
ATG,2012,15,5,175,116,48,29,9,10,20
ATG,2013,15,5,178,117,48,31,9,11,20
ATG,2014,15,5,184,121,50,32,9,11,21
ATG,2015,16,5,187,124,51,34,10,12,22
ATG,2016,16,5,191,128,52,35,10,12,22
ATG,2017,16,5,194,131,54,35,10,12,23
ATG,2018,16,5,197,134,55,36,10,13,23
ATG,2019,16,5,200,138,57,36,11,13,24
ARG,1990,4983,1494,98783,56399,7096,7129,9894,5943,12140
ARG,1991,5161,1526,97610,57122,7345,7261,10211,5895,12062
ARG,1992,5383,1594,98286,58603,7741,7575,10766,5961,12201
ARG,1993,5609,1644,97030,59365,8026,7788,11182,5859,12109
ARG,1994,5843,1670,94314,59889,8190,7939,11440,5758,11961
ARG,1995,6142,1748,94708,61086,8479,8372,12171,5806,12112
ARG,1996,6439,1818,94471,62791,8693,8856,12775,5921,12313
ARG,1997,6749,1910,94388,64496,9013,9620,13514,6021,12466
ARG,1998,7058,2013,95359,66293,9456,10446,14362,6085,12660
ARG,1999,7319,2082,95713,67589,9837,11112,14948,6100,12796
ARG,2000,7516,2081,91977,67318,9715,11362,14803,5971,12632
ARG,2001,7763,2125,91810,68241,9807,11823,15184,6040,12830
ARG,2002,8016,2182,93054,69686,9917,12360,15645,6171,13140
ARG,2003,8268,2246,93723,70855,10038,12674,16143,6255,13399
ARG,2004,8476,2249,91239,70656,9835,12517,16012,6171,13287
ARG,2005,8710,2257,89381,70761,9627,12468,15961,6242,13363
ARG,2006,9010,2308,89434,71641,9476,12676,16102,6414,13639
ARG,2007,9368,2408,91606,73495,9603,13170,16808,6743,14194
ARG,2008,9633,2397,89122,72954,9193,12992,16506,6720,14143
ARG,2009,9999,2442,89543,73515,9151,13172,16632,6828,14370
ARG,2010,10411,2544,91734,74506,9202,13550,17202,6977,14748
ARG,2011,10756,2603,92474,75294,9237,13762,17508,7179,15121
ARG,2012,11042,2643,92630,75967,9237,13942,17593,7383,15460
ARG,2013,11296,2696,93311,76594,9296,14190,17668,7558,15855
ARG,2014,11480,2740,93640,76832,9334,14289,17789,7659,16158
ARG,2015,11651,2831,95955,78388,9655,14607,18280,7950,16770
ARG,2016,11811,2966,100391,81304,10194,15219,19026,8408,17598
ARG,2017,11884,3019,101975,83141,10498,15531,19334,8488,17757
ARG,2018,11900,2999,100742,83676,10548,15446,19145,8449,17640
ARG,2019,12045,3043,101725,85209,10762,15665,19348,8525,17792
ARM,1990,359,76,10672,4136,495,68,1078,406,802
ARM,1991,364,79,11395,4274,569,75,1095,441,848
ARM,1992,365,85,12746,4588,692,88,1168,503,936
ARM,1993,362,88,13377,4681,784,99,1217,551,987
ARM,1994,354,83,12725,4478,808,104,1149,546,958
ARM,1995,352,82,12681,4487,903,114,1130,534,928
ARM,1996,351,84,12792,4606,1012,128,1136,537,927
ARM,1997,348,82,12337,4525,1072,138,1075,511,885
ARM,1998,353,85,12300,4565,1147,150,1040,493,861
ARM,1999,358,89,12410,4659,1205,162,1056,494,859
ARM,2000,369,93,12379,4696,1253,171,1060,504,868
ARM,2001,382,99,12708,4862,1323,184,1078,552,933
ARM,2002,394,106,12961,4948,1368,194,1128,606,997
ARM,2003,413,114,13310,5086,1421,207,1168,663,1072
ARM,2004,433,120,13287,5103,1364,217,1162,725,1157
ARM,2005,461,129,13498,5248,1360,230,1188,814,1277
ARM,2006,491,138,13660,5409,1355,236,1214,923,1419
ARM,2007,519,144,13487,5427,1331,271,1213,959,1464
ARM,2008,550,151,13622,5604,1361,283,1208,1030,1557
ARM,2009,577,153,13478,5635,1355,309,1201,1071,1617
ARM,2010,614,159,13493,5672,1345,334,1196,1101,1668
ARM,2011,647,162,13432,5697,1321,353,1207,1129,1714
ARM,2012,681,164,13268,5672,1282,385,1217,1116,1718
ARM,2013,713,162,12927,5571,1226,395,1211,1097,1704
ARM,2014,741,164,12911,5612,1195,413,1248,1111,1728
ARM,2015,780,169,13198,5768,1209,440,1307,1146,1780
ARM,2016,810,169,13194,5714,1164,466,1298,1158,1784
ARM,2017,839,171,13391,5756,1196,455,1319,1138,1758
ARM,2018,861,170,13489,5789,1214,453,1326,1127,1740
ARM,2019,873,169,13507,5834,1235,449,1323,1114,1720
AUS,1990,3669,880,51230,31401,2198,1712,6966,1394,3944
AUS,1991,3820,909,50532,31902,2273,1743,7006,1386,3911
AUS,1992,3984,957,50979,32785,2397,1804,7235,1392,3926
AUS,1993,4149,998,50717,33430,2497,1863,7312,1387,3907
AUS,1994,4342,1056,51468,34419,2640,1946,7523,1415,3971
AUS,1995,4533,1098,51085,34883,2705,1998,7544,1414,3974
AUS,1996,4761,1156,51248,35577,2829,2103,7702,1437,4032
AUS,1997,4968,1202,50598,35937,2870,2156,7671,1443,4069
AUS,1998,5176,1246,49849,36234,2902,2240,7609,1432,4085
AUS,1999,5399,1296,49132,36561,2949,2324,7578,1425,4140
AUS,2000,5658,1354,48690,37009,3030,2405,7587,1437,4219
AUS,2001,5935,1417,48397,37485,3134,2502,7608,1466,4307
AUS,2002,6213,1494,48557,38098,3292,2632,7743,1532,4482
AUS,2003,6470,1552,47950,37909,3419,2718,7735,1581,4581
AUS,2004,6690,1582,46587,39058,3475,2777,7605,1584,4599
AUS,2005,6954,1614,45600,39704,3532,2884,7538,1600,4648
AUS,2006,7268,1668,45433,40546,3648,3065,7660,1623,4750
AUS,2007,7568,1742,45949,41904,3820,3298,7969,1687,4945
AUS,2008,7836,1809,46128,43049,3934,3487,8245,1742,5099
AUS,2009,8064,1837,45219,43523,3942,3608,8342,1780,5186
AUS,2010,8346,1882,44759,44010,3906,3699,8566,1823,5303
AUS,2011,8687,1948,44991,44902,3900,3862,8894,1866,5457
AUS,2012,8948,1983,44416,45387,3803,4016,9104,1888,5546
AUS,2013,9215,2020,44255,46192,3657,4210,9354,1967,5699
AUS,2014,9526,2085,45146,47417,3653,4450,9773,2057,5913
AUS,2015,9848,2150,46230,48482,3720,4682,10163,2135,6126
AUS,2016,10134,2178,46468,48970,3729,4787,10319,2125,6185
AUS,2017,10420,2237,47986,50188,3862,4867,10524,2135,6278
AUS,2018,10804,2331,50065,52196,4071,5061,10926,2187,6489
AUS,2019,11240,2403,51615,53700,4239,5207,11203,2215,6632
AUT,1990,2327,583,39785,20644,1590,743,2524,2253,3979
AUT,1991,2404,590,39739,20747,1614,746,2506,2280,3968
AUT,1992,2487,596,39550,20787,1602,742,2484,2280,3939
AUT,1993,2560,598,39234,20731,1584,745,2468,2258,3876
AUT,1994,2629,599,38675,20543,1555,739,2410,2219,3784
AUT,1995,2715,616,38864,20605,1563,757,2434,2197,3723
AUT,1996,2769,630,38904,20558,1548,786,2437,2168,3653
AUT,1997,2812,635,38211,20411,1512,814,2433,2103,3541
AUT,1998,2856,646,37772,20321,1487,855,2459,2078,3494
AUT,1999,2900,663,37253,20222,1509,939,2531,2040,3448
AUT,2000,2974,688,36313,20150,1555,1093,2608,2045,3477
AUT,2001,3001,713,34918,19938,1640,1239,2669,2035,3478
AUT,2002,3046,766,34394,20079,1796,1429,2819,2085,3588
AUT,2003,3069,795,33519,20229,2064,1594,2948,2131,3639
AUT,2004,3088,781,32114,20105,2266,1692,2935,2089,3576
AUT,2005,3197,796,31829,20113,2395,1799,2965,2059,3560
AUT,2006,3254,802,31069,20028,2404,1887,2932,1985,3464
AUT,2007,3335,820,30852,20212,2372,2003,2944,1977,3455
AUT,2008,3408,835,30517,20392,2337,2138,2920,1945,3400
AUT,2009,3513,857,30688,20779,2316,2293,2963,1985,3429
AUT,2010,3686,872,30655,20897,2247,2467,2969,1957,3383
AUT,2011,3845,896,30832,21138,2214,2642,2986,1923,3336
AUT,2012,4004,924,31298,21473,2213,2870,3059,1910,3312
AUT,2013,4123,941,31432,21625,2212,3019,3121,1888,3275
AUT,2014,4250,960,31571,21771,2237,3174,3169,1863,3226
AUT,2015,4417,995,32310,22000,2306,3369,3299,1868,3241
AUT,2016,4538,1004,32169,21954,2300,3431,3329,1830,3203
AUT,2017,4633,1007,31875,21847,2276,3413,3367,1795,3165
AUT,2018,4709,1017,32332,21930,2295,3357,3356,1795,3188
AUT,2019,4802,1040,32998,22258,2340,3367,3406,1809,3237
AZE,1990,901,148,23070,6953,613,527,1934,1560,2311
AZE,1991,916,153,24301,7121,703,568,2037,1695,2474
AZE,1992,928,160,26139,7429,822,645,2202,1871,2699
AZE,1993,930,170,27959,7553,926,685,2369,2038,2898
AZE,1994,913,176,29429,7638,1019,713,2495,2209,3091
AZE,1995,877,168,29032,7457,1053,669,2424,2284,3144
AZE,1996,856,162,28714,7324,1089,645,2332,2362,3211
AZE,1997,836,157,28373,7217,1128,634,2200,2424,3264
AZE,1998,823,157,28638,7205,1190,636,2089,2489,3325
AZE,1999,814,161,29255,7244,1256,645,1971,2536,3367
AZE,2000,803,167,29825,7267,1310,660,1837,2572,3401
AZE,2001,798,173,30409,7307,1368,681,1683,2599,3430
AZE,2002,783,183,31522,7510,1433,724,1609,2640,3477
AZE,2003,771,198,33123,7811,1498,812,1595,2701,3551
AZE,2004,759,210,34169,8025,1528,929,1600,2755,3603
AZE,2005,749,225,35441,8348,1564,1008,1639,2790,3626
AZE,2006,750,242,36206,8587,1574,1086,1652,2801,3608
AZE,2007,739,253,36255,8834,1570,1174,1638,2824,3597
AZE,2008,744,266,36982,9190,1630,1195,1679,2812,3588
AZE,2009,765,280,37685,9484,1671,1222,1716,2811,3587
AZE,2010,785,293,38294,9740,1710,1248,1753,2815,3593
AZE,2011,819,308,39148,10022,1745,1272,1804,2838,3624
AZE,2012,832,319,39799,10263,1790,1291,1847,2850,3639
AZE,2013,857,331,40438,10439,1826,1309,1884,2874,3670
AZE,2014,881,344,41339,10664,1881,1330,1933,2916,3720
AZE,2015,889,346,41528,10853,1929,1337,1952,2945,3751
AZE,2016,906,356,42389,11155,2000,1360,2001,3012,3830
AZE,2017,907,360,43086,11501,2073,1381,2038,3073,3900
AZE,2018,918,343,42028,11626,2092,1373,1996,3075,3896
AZE,2019,941,338,42138,11913,2150,1386,2006,3118,3945
BHS,1990,22,6,445,261,75,38,24,40,71
BHS,1991,23,6,450,264,78,39,24,39,71
BHS,1992,24,7,456,266,80,39,25,39,72
BHS,1993,25,7,468,272,85,40,26,41,74
BHS,1994,26,7,479,280,91,41,27,41,75
BHS,1995,27,7,488,288,94,42,27,42,76
BHS,1996,28,8,510,301,101,45,29,43,78
BHS,1997,29,8,512,301,98,46,29,43,78
BHS,1998,31,8,521,310,100,48,30,44,80
BHS,1999,32,9,549,324,102,52,31,45,82
BHS,2000,33,9,543,326,101,54,31,43,80
BHS,2001,34,10,566,341,102,59,32,44,82
BHS,2002,35,10,571,346,95,61,32,42,80
BHS,2003,36,10,574,358,101,64,33,44,83
BHS,2004,36,10,585,365,103,67,34,44,84
BHS,2005,37,10,568,365,102,67,33,43,82
BHS,2006,39,11,583,384,104,71,34,45,86
BHS,2007,40,11,582,391,103,71,35,45,86
BHS,2008,42,11,610,409,106,76,36,46,89
BHS,2009,44,12,652,430,113,80,38,48,92
BHS,2010,45,13,669,445,114,84,39,48,94
BHS,2011,46,13,684,461,115,88,40,49,96
BHS,2012,48,13,691,474,117,91,41,49,97
BHS,2013,49,14,703,484,119,94,42,50,99
BHS,2014,51,14,725,497,122,98,43,53,104
BHS,2015,53,15,759,515,127,101,45,55,107
BHS,2016,55,15,787,530,132,103,46,56,110
BHS,2017,57,16,811,544,136,106,47,58,112
BHS,2018,59,16,839,561,141,109,49,60,116
BHS,2019,61,17,869,580,146,112,51,62,119
BHR,1990,16,6,729,255,100,45,86,50,89
BHR,1991,16,6,749,265,110,48,91,52,94
BHR,1992,17,6,755,272,119,49,93,54,97
BHR,1993,17,6,749,276,125,50,93,55,99
BHR,1994,18,6,754,283,133,52,95,56,101
BHR,1995,19,6,768,294,143,54,99,58,105
BHR,1996,20,7,787,305,152,57,103,60,109
BHR,1997,21,7,795,315,157,58,106,63,113
BHR,1998,22,7,802,328,167,60,112,64,115
BHR,1999,22,7,817,337,180,62,111,66,117
BHR,2000,23,7,751,330,173,60,101,64,112
BHR,2001,24,6,690,325,166,57,94,62,106
BHR,2002,26,8,765,362,207,69,111,67,116
BHR,2003,28,10,838,395,249,84,128,72,127
BHR,2004,29,11,850,412,279,93,133,75,129
BHR,2005,30,12,847,426,307,100,137,78,131
BHR,2006,31,12,836,436,327,104,136,79,132
BHR,2007,33,12,832,447,339,108,136,81,134
BHR,2008,34,13,838,465,356,112,135,85,137
BHR,2009,36,13,848,482,375,117,132,88,140
BHR,2010,38,13,862,499,404,119,126,89,140
BHR,2011,41,14,876,511,429,122,123,91,142
BHR,2012,43,14,884,522,456,123,119,94,145
BHR,2013,46,14,883,539,489,122,115,97,148
BHR,2014,49,15,899,567,519,121,115,101,154
BHR,2015,53,16,955,606,540,130,123,107,164
BHR,2016,58,17,1021,649,573,139,132,114,175
BHR,2017,63,19,1104,700,615,151,142,122,187
BHR,2018,68,20,1176,753,655,162,150,129,198
BHR,2019,74,21,1271,817,708,176,161,138,212
BGD,1990,4546,1851,138255,53557,12091,7704,61137,26628,47555
BGD,1991,4601,1724,128059,51202,11524,7319,56561,25641,45612
BGD,1992,4810,1750,130083,52159,12064,7328,56650,25912,45996
BGD,1993,5023,1769,130790,52703,12487,7260,56114,25893,45764
BGD,1994,5229,1787,132038,53154,12946,7314,55488,25920,45561
BGD,1995,5416,1841,137057,54664,13801,7492,56089,26291,45883
BGD,1996,5563,1847,137951,54921,14213,7514,55100,26239,45262
BGD,1997,5732,1858,139279,54790,14623,7484,54089,25986,44256
BGD,1998,5934,1917,144235,54954,15377,7662,54074,25727,43263
BGD,1999,6076,1987,150975,55641,16222,7890,54489,25665,42550
BGD,2000,6160,2058,160416,57862,17314,8347,55772,26367,43037
BGD,2001,6197,2086,166478,58430,17946,8520,55710,26209,42257
BGD,2002,6273,2197,177250,59967,19040,8833,56968,26343,42025
BGD,2003,6316,2299,187957,61456,20027,9133,57934,26481,41760
