code,year,d_drowning,d_interpersonal_violence,d_exposure_to_forces_of_nature,d_road_injuries,d_poisonings,d_fire_heat_and_hot_substances
TKL,2001,0,0,0,0,0,0
TKL,2002,0,0,0,0,0,0
TKL,2003,0,0,0,0,0,0
TKL,2004,0,0,0,0,0,0
TKL,2005,0,0,0,0,0,0
TKL,2006,0,0,0,0,0,0
TKL,2007,0,0,0,0,0,0
TKL,2008,0,0,0,0,0,0
TKL,2009,0,0,0,0,0,0
TKL,2010,0,0,0,0,0,0
TKL,2011,0,0,0,0,0,0
TKL,2012,0,0,0,0,0,0
TKL,2013,0,0,0,0,0,0
TKL,2014,0,0,0,0,0,0
TKL,2015,0,0,0,0,0,0
TKL,2016,0,0,0,0,0,0
TKL,2017,0,0,0,0,0,0
TKL,2018,0,0,0,0,0,0
TKL,2019,0,0,0,0,0,0
TON,1990,5,6,1,9,1,3
TON,1991,5,6,0,9,1,3
TON,1992,5,6,0,9,1,3
TON,1993,5,6,0,9,1,3
TON,1994,5,6,0,9,1,3
TON,1995,5,5,0,9,1,3
TON,1996,5,5,0,9,1,3
TON,1997,5,4,0,9,1,3
TON,1998,6,3,0,10,1,3
TON,1999,6,3,0,11,2,3
TON,2000,6,2,0,11,2,3
TON,2001,6,2,0,10,2,3
TON,2002,6,2,0,11,2,3
TON,2003,6,1,0,11,2,3
TON,2004,6,1,0,10,1,3
TON,2005,6,1,0,10,1,3
TON,2006,6,2,0,10,1,3
TON,2007,6,2,0,10,1,3
TON,2008,6,2,0,10,1,3
TON,2009,6,2,9,10,1,3
TON,2010,6,2,0,10,1,3
TON,2011,6,2,0,10,1,3
TON,2012,6,2,0,10,1,3
TON,2013,6,2,0,10,1,3
TON,2014,6,2,1,10,1,3
TON,2015,6,2,0,10,1,3
TON,2016,6,2,0,10,1,3
TON,2017,6,2,0,10,1,3
TON,2018,5,2,0,10,1,3
TON,2019,5,2,0,10,1,3
TTO,1990,75,109,0,187,7,25
TTO,1991,75,117,0,182,7,25
TTO,1992,75,130,0,180,8,23
TTO,1993,75,134,5,187,8,22
TTO,1994,72,152,0,180,8,21
TTO,1995,67,137,0,176,7,20
TTO,1996,68,132,0,190,6,18
TTO,1997,61,119,0,181,5,17
TTO,1998,63,140,0,197,4,19
TTO,1999,59,147,0,208,4,20
TTO,2000,58,148,0,209,3,23
TTO,2001,59,182,0,223,3,25
TTO,2002,55,194,0,225,2,24
TTO,2003,55,257,2,237,2,24
TTO,2004,56,300,4,242,2,24
TTO,2005,53,384,2,245,2,22
TTO,2006,51,396,0,243,2,23
TTO,2007,52,431,0,249,2,23
TTO,2008,53,506,2,263,2,23
TTO,2009,48,493,0,244,2,22
TTO,2010,46,467,5,229,2,21
TTO,2011,43,398,1,213,2,20
TTO,2012,38,381,2,196,2,19
TTO,2013,39,360,0,199,2,20
TTO,2014,39,349,0,197,2,20
TTO,2015,38,339,0,192,2,20
TTO,2016,38,333,0,191,2,21
TTO,2017,38,326,0,189,2,21
TTO,2018,37,320,0,187,2,21
TTO,2019,37,316,0,186,2,21
TUN,1990,313,83,37,2325,124,276
TUN,1991,305,84,0,2396,123,277
TUN,1992,298,86,0,2448,121,277
TUN,1993,292,88,0,2500,120,278
TUN,1994,285,90,0,2493,117,275
TUN,1995,275,90,0,2540,116,276
TUN,1996,263,89,0,2523,113,271
TUN,1997,250,89,0,2523,109,267
TUN,1998,239,89,0,2538,107,264
TUN,1999,238,93,0,2556,107,265
TUN,2000,230,96,0,2580,107,261
TUN,2001,221,99,0,2595,106,255
TUN,2002,212,100,0,2608,105,249
TUN,2003,205,100,12,2629,104,245
TUN,2004,193,100,0,2621,102,238
TUN,2005,186,99,0,2622,101,234
TUN,2006,180,99,0,2626,99,232
TUN,2007,173,98,16,2608,97,228
TUN,2008,168,97,0,2590,96,225
TUN,2009,163,95,17,2586,95,223
TUN,2010,160,94,0,2588,94,223
TUN,2011,156,92,0,2571,93,220
TUN,2012,151,90,0,2555,91,219
TUN,2013,147,88,0,2535,91,217
TUN,2014,144,87,0,2527,90,216
TUN,2015,140,84,0,2532,89,215
TUN,2016,137,83,0,2528,88,214
TUN,2017,134,81,0,2530,87,214
TUN,2018,131,80,13,2484,87,213
TUN,2019,128,78,0,2473,85,211
TUR,1990,1623,2393,69,8576,791,627
TUR,1991,1549,2398,43,8516,751,605
TUR,1992,1486,2400,914,8465,738,592
TUR,1993,1443,2449,135,8396,726,596
TUR,1994,1417,2516,30,8359,738,582
TUR,1995,1384,2545,231,8280,713,575
TUR,1996,1334,2556,0,8035,693,577
TUR,1997,1289,2528,0,7770,675,549
TUR,1998,1303,2540,239,7672,665,545
TUR,1999,1342,2586,17982,7759,667,542
TUR,2000,1265,2590,5,7299,626,518
TUR,2001,1131,2440,21,6678,574,502
TUR,2002,999,2192,86,6123,531,480
TUR,2003,881,2047,186,5990,469,464
TUR,2004,805,1947,75,5914,429,452
TUR,2005,737,1873,26,5818,396,437
TUR,2006,671,1797,59,5742,369,427
TUR,2007,614,1737,16,5685,348,418
TUR,2008,572,1672,0,5720,335,412
TUR,2009,576,1658,62,6135,339,410
TUR,2010,586,1661,64,6525,344,410
TUR,2011,575,1590,656,6702,355,402
TUR,2012,611,1600,15,6962,375,405
TUR,2013,686,1637,11,7430,415,420
TUR,2014,752,1644,4,7815,460,428
TUR,2015,766,1598,18,7911,468,423
TUR,2016,784,1613,1,8007,478,442
TUR,2017,759,1606,0,7992,474,428
TUR,2018,722,1614,24,7857,462,422
TUR,2019,694,1605,0,7749,453,419
TKM,1990,558,234,0,614,57,247
TKM,1991,560,211,0,625,60,257
TKM,1992,564,206,0,599,61,278
TKM,1993,575,220,0,629,70,315
TKM,1994,569,226,0,571,67,337
TKM,1995,549,234,0,505,63,338
TKM,1996,547,261,0,493,64,356
TKM,1997,542,259,0,484,64,371
TKM,1998,523,318,0,472,62,374
TKM,1999,481,311,1,446,58,352
TKM,2000,411,227,1,401,51,300
TKM,2001,394,218,1,398,49,280
TKM,2002,381,210,1,428,51,270
TKM,2003,349,197,1,427,51,257
TKM,2004,341,195,1,458,54,251
TKM,2005,326,189,1,486,57,242
TKM,2006,294,172,1,483,57,233
TKM,2007,258,190,1,463,54,213
TKM,2008,231,197,1,427,51,188
TKM,2009,195,194,1,373,45,158
TKM,2010,176,214,1,345,42,140
TKM,2011,157,222,1,326,42,131
TKM,2012,146,206,1,306,40,124
TKM,2013,138,232,1,295,39,125
TKM,2014,134,216,1,286,39,121
TKM,2015,133,207,1,279,39,116
TKM,2016,133,219,0,285,39,118
TKM,2017,131,215,0,284,38,118
TKM,2018,130,214,0,284,38,116
TKM,2019,129,214,0,284,37,116
TUV,1990,1,1,0,3,0,0
TUV,1991,1,1,0,3,0,0
TUV,1992,1,1,0,3,0,0
TUV,1993,1,1,0,3,0,0
TUV,1994,1,1,0,3,0,0
TUV,1995,1,1,0,3,0,0
TUV,1996,1,1,0,2,0,0
TUV,1997,1,1,0,3,0,0
TUV,1998,1,1,0,2,0,0
TUV,1999,1,1,0,2,0,0
TUV,2000,1,1,0,2,0,18
TUV,2001,1,1,0,2,0,0
TUV,2002,1,1,0,2,0,0
TUV,2003,1,1,0,2,0,0
TUV,2004,1,1,0,2,0,0
TUV,2005,1,1,0,2,0,0
TUV,2006,1,1,0,2,0,0
TUV,2007,1,1,0,3,0,0
TUV,2008,1,1,0,3,0,0
TUV,2009,1,1,0,3,0,0
TUV,2010,1,1,0,3,0,0
TUV,2011,1,1,0,3,0,0
TUV,2012,1,1,0,3,0,0
TUV,2013,1,1,0,3,0,0
TUV,2014,1,1,0,3,0,0
TUV,2015,1,1,0,3,0,0
TUV,2016,1,1,0,3,0,0
TUV,2017,1,1,0,3,0,0
TUV,2018,1,1,0,3,0,0
TUV,2019,1,1,0,3,0,0
UGA,1990,604,847,0,2771,404,445
UGA,1991,634,927,0,2991,425,464
UGA,1992,646,968,0,3100,436,474
UGA,1993,640,1032,0,3278,450,487
UGA,1994,675,1102,7,3455,460,496
UGA,1995,682,1170,0,3628,471,506
UGA,1996,700,1238,0,3822,484,518
UGA,1997,706,1282,120,3950,492,527
UGA,1998,711,1486,0,4130,505,539
UGA,1999,713,1772,0,4232,509,543
UGA,2000,718,1876,0,4382,518,552
UGA,2001,763,1551,12,4544,532,599
UGA,2002,759,1542,17,4578,531,571
UGA,2003,760,1915,25,4614,528,569
UGA,2004,793,1634,0,4804,548,595
UGA,2005,796,1760,0,4853,552,606
UGA,2006,804,1783,3,4868,549,615
UGA,2007,795,1815,33,4852,539,594
UGA,2008,742,1800,49,4716,518,592
UGA,2009,728,1852,0,4676,507,563
UGA,2010,763,1859,388,4745,519,578
UGA,2011,773,1908,50,4827,527,589
UGA,2012,795,1975,18,4938,538,604
UGA,2013,903,2113,13,5271,586,665
UGA,2014,945,2206,0,5455,608,692
UGA,2015,910,2228,0,5418,590,670
UGA,2016,923,2321,19,5578,598,679
UGA,2017,812,2278,17,5429,556,629
UGA,2018,790,2365,51,5536,556,640
UGA,2019,751,2378,0,5563,545,616
UKR,1990,6211,4490,0,12291,2475,2450
UKR,1991,6799,5077,41,12758,2760,2715
UKR,1992,7289,6367,0,12929,3060,3011
UKR,1993,7568,7022,9,12678,3301,3290
UKR,1994,8334,8318,0,12673,3588,3636
UKR,1995,9238,9475,10,12897,4033,4140
UKR,1996,8899,9174,0,11665,4017,4214
UKR,1997,8390,8223,11,10462,3838,4113
UKR,1998,7940,7662,18,9493,3570,3904
UKR,1999,8236,8083,0,9655,3721,4197
UKR,2000,8258,8308,10,10196,3903,4484
UKR,2001,7870,7849,9,10619,3847,4486
UKR,2002,7451,7634,0,11077,3850,4579
UKR,2003,6646,6999,0,11015,3668,4392
UKR,2004,6273,6855,0,11150,3558,4254
UKR,2005,5428,7075,21,10718,3229,3837
UKR,2006,4701,6458,21,9993,2804,3373
UKR,2007,4674,6670,18,10109,2681,3306
UKR,2008,4279,6215,50,9355,2445,3089
UKR,2009,3379,4955,14,7384,1924,2483
UKR,2010,3004,4460,15,6477,1641,2198
UKR,2011,2721,4135,13,5914,1475,2047
UKR,2012,2658,4030,12,5722,1402,1969
UKR,2013,2646,3577,10,5666,1325,1922
UKR,2014,2572,4807,14,5532,1236,1791
UKR,2015,3756,5240,10,7803,1558,2312
UKR,2016,3624,4937,9,7651,1507,2222
UKR,2017,3558,5398,1,7378,1524,2196
UKR,2018,3465,5322,0,7107,1532,2207
UKR,2019,3436,5279,0,6980,1539,2198
ARE,1990,61,30,0,772,9,46
ARE,1991,63,31,0,824,9,48
ARE,1992,64,31,0,876,10,50
ARE,1993,67,33,0,927,11,53
ARE,1994,68,33,0,973,11,56
ARE,1995,70,34,0,1024,11,58
ARE,1996,71,36,0,1070,12,60
ARE,1997,73,36,0,1122,12,63
ARE,1998,76,39,0,1168,13,65
ARE,1999,80,41,0,1228,13,68
ARE,2000,81,43,0,1268,13,69
ARE,2001,84,45,0,1318,14,86
ARE,2002,86,48,0,1374,15,74
ARE,2003,86,49,0,1484,15,77
ARE,2004,86,49,0,1573,15,79
ARE,2005,86,51,0,1618,16,81
ARE,2006,95,58,0,1824,19,90
ARE,2007,110,83,0,2300,21,103
ARE,2008,136,118,0,2757,27,136
ARE,2009,157,145,0,3242,32,145
ARE,2010,159,142,0,3348,34,152
ARE,2011,158,134,0,3435,36,157
ARE,2012,158,127,0,3507,37,162
ARE,2013,162,121,0,3453,39,168
ARE,2014,164,115,0,3543,40,175
ARE,2015,166,109,0,3593,40,179
ARE,2016,169,102,0,3649,40,183
ARE,2017,171,96,0,3709,41,186
ARE,2018,172,91,0,3769,41,188
ARE,2019,174,87,0,3833,42,190
GBR,1990,451,609,86,5826,284,780
GBR,1991,431,600,52,5556,286,753
GBR,1992,413,629,2,5237,286,723
GBR,1993,395,742,7,5006,299,706
GBR,1994,385,753,15,4798,297,788
GBR,1995,384,624,17,4748,300,667
GBR,1996,372,489,7,4671,300,658
GBR,1997,366,456,1,4569,292,637
GBR,1998,358,452,40,4448,280,621
GBR,1999,351,435,15,4344,264,602
GBR,2000,338,461,16,4234,240,576
GBR,2001,335,535,4,4141,208,550
GBR,2002,331,550,15,4088,191,539
GBR,2003,326,554,0,4004,178,522
GBR,2004,312,532,2,3842,165,492
GBR,2005,312,527,18,3744,156,467
GBR,2006,317,508,0,3726,155,460
GBR,2007,316,454,27,3618,152,439
GBR,2008,315,427,14,3471,150,432
GBR,2009,312,408,8,3244,146,415
GBR,2010,304,376,3,3016,141,398
GBR,2011,294,389,1,2822,136,386
GBR,2012,290,361,8,2699,132,375
GBR,2013,294,345,20,2653,131,374
GBR,2014,296,340,8,2634,131,368
GBR,2015,298,322,4,2621,132,368
GBR,2016,302,306,5,2620,131,370
GBR,2017,300,300,13,2623,133,448
GBR,2018,301,333,0,2676,134,379
GBR,2019,300,339,0,2696,135,383
USA,1990,4370,25341,230,48970,1330,5336
USA,1991,4246,26081,124,47833,1282,5204
USA,1992,4069,25307,123,46690,1225,4878
USA,1993,4075,25598,254,47119,1216,5100
USA,1994,3999,24898,303,47262,1192,4794
USA,1995,3967,23477,133,47551,1161,4688
USA,1996,3857,21706,266,47416,1137,4961
USA,1997,3810,20385,261,47374,1109,4472
USA,1998,3831,19286,283,47341,1079,4380
USA,1999,3749,18421,259,47717,1086,4342
USA,2000,3728,18204,140,48207,1117,4296
USA,2001,3720,18723,154,48737,1161,4470
USA,2002,3772,18979,249,49318,1224,4190
USA,2003,3761,18911,251,49243,1265,4470
USA,2004,3747,18767,180,48526,1279,4021
USA,2005,3850,19380,3923,48654,1343,4040
USA,2006,3888,19765,185,48092,1388,4229
USA,2007,3864,19370,240,46498,1414,4301
USA,2008,3819,18716,231,44535,1435,3927
USA,2009,3753,17944,125,42561,1448,3753
USA,2010,3684,17329,177,40874,1443,3504
USA,2011,3669,17224,828,40383,1477,3714
USA,2012,3647,17577,235,39985,1485,3416
USA,2013,3606,16767,216,39785,1501,3831
USA,2014,3627,16618,235,40155,1540,3798
USA,2015,3727,18164,287,41198,1591,3822
USA,2016,3846,19254,252,42360,1642,3899
USA,2017,3769,18831,243,42206,1599,3577
USA,2018,3687,18086,220,41792,1562,3683
USA,2019,3615,17709,105,41362,1528,3616
VIR,1990,7,35,0,19,1,2
VIR,1991,7,35,0,20,1,2
VIR,1992,7,34,0,19,1,2
VIR,1993,7,34,0,20,1,2
VIR,1994,7,33,0,20,1,2
VIR,1995,7,34,7,21,1,2
VIR,1996,7,33,0,21,1,2
VIR,1997,7,33,0,20,1,2
VIR,1998,7,34,0,20,1,2
VIR,1999,7,34,3,20,1,2
VIR,2000,7,35,0,20,1,2
VIR,2001,7,36,0,20,1,2
VIR,2002,7,37,0,19,0,2
VIR,2003,7,38,0,18,0,1
VIR,2004,6,38,0,18,0,1
VIR,2005,6,39,0,17,0,1
VIR,2006,6,39,1,16,0,1
VIR,2007,5,30,0,15,0,1
VIR,2008,5,30,0,15,0,1
VIR,2009,5,31,0,15,0,1
VIR,2010,5,30,1,15,0,1
VIR,2011,5,30,0,15,0,1
VIR,2012,5,29,0,15,0,2
VIR,2013,5,29,0,15,0,2
VIR,2014,5,28,0,15,0,2
VIR,2015,5,28,0,15,0,2
VIR,2016,5,27,0,15,0,2
VIR,2017,5,27,7,15,0,2
VIR,2018,5,27,0,15,0,2
VIR,2019,5,26,0,15,0,2
URY,1990,155,131,0,515,28,50
URY,1991,152,95,0,541,30,50
URY,1992,156,127,0,540,26,54
URY,1993,163,145,0,555,25,59
URY,1994,161,149,0,559,24,62
URY,1995,154,144,0,571,23,65
URY,1996,148,142,0,571,22,70
URY,1997,141,157,1,590,22,70
URY,1998,139,178,1,597,21,69
URY,1999,130,174,1,587,19,72
URY,2000,125,173,0,552,20,68
URY,2001,120,166,0,535,17,68
URY,2002,116,182,2,525,16,68
URY,2003,109,153,0,528,16,69
URY,2004,101,149,0,535,16,70
URY,2005,96,155,1,546,16,68
URY,2006,96,167,0,557,15,64
URY,2007,100,166,2,585,16,67
URY,2008,96,172,0,589,16,65
URY,2009,93,186,1,599,16,66
URY,2010,93,188,0,609,16,81
URY,2011,94,200,0,633,17,69
URY,2012,90,230,0,644,18,69
URY,2013,86,231,1,640,17,70
URY,2014,81,236,0,624,17,68
URY,2015,76,253,2,611,17,69
URY,2016,73,249,11,590,16,71
URY,2017,74,226,0,586,16,69
URY,2018,73,218,0,570,16,68
URY,2019,71,212,0,560,16,67
UZB,1990,2431,1157,0,3171,282,1015
UZB,1991,2457,1136,50,3127,292,1040
UZB,1992,2500,1159,10,3014,297,1064
UZB,1993,2586,1105,0,2949,314,1127
UZB,1994,2650,1142,0,2888,329,1186
UZB,1995,2747,1101,0,2888,340,1251
UZB,1996,2825,1076,0,2971,354,1324
UZB,1997,2845,970,0,2927,354,1328
UZB,1998,2860,913,0,3096,361,1298
UZB,1999,2813,859,24,3179,364,1255
UZB,2000,2783,877,0,3350,386,1258
UZB,2001,2707,893,0,3532,387,1232
UZB,2002,2622,889,0,3726,378,1202
UZB,2003,2469,755,0,3956,363,1145
UZB,2004,2264,831,0,4296,348,1059
UZB,2005,2212,873,5,4620,360,1029
UZB,2006,2120,768,0,4596,357,960
UZB,2007,2046,760,0,4702,357,903
UZB,2008,1925,829,0,4691,348,830
UZB,2009,1799,872,0,4695,337,754
UZB,2010,1759,873,1,4604,333,718
UZB,2011,1721,819,13,4684,342,712
UZB,2012,1742,885,3,4699,360,713
UZB,2013,1728,893,3,4696,367,706
UZB,2014,1697,814,2,4619,371,696
UZB,2015,1711,909,2,4993,366,693
UZB,2016,1726,988,4,4963,370,686
UZB,2017,1665,942,0,4943,368,686
UZB,2018,1624,953,0,4915,366,683
UZB,2019,1597,974,0,4929,368,684
VUT,1990,14,2,0,30,1,2
VUT,1991,16,2,0,32,1,2
VUT,1992,17,2,2,35,1,2
VUT,1993,17,2,4,36,2,2
VUT,1994,18,2,0,38,2,2
VUT,1995,19,2,0,38,2,2
VUT,1996,20,2,0,40,2,3
VUT,1997,21,2,100,41,2,3
VUT,1998,22,2,0,42,2,3
VUT,1999,23,2,44,44,2,3
VUT,2000,24,2,0,45,2,3
VUT,2001,24,2,2,46,2,3
VUT,2002,24,2,0,46,2,3
VUT,2003,24,2,0,45,2,3
VUT,2004,24,2,2,46,2,3
VUT,2005,26,3,0,49,2,3
VUT,2006,26,3,0,50,2,3
VUT,2007,28,3,0,53,2,3
VUT,2008,28,3,0,54,2,3
VUT,2009,29,3,0,56,2,3
VUT,2010,29,3,0,57,2,3
VUT,2011,30,3,0,58,2,4
VUT,2012,30,3,0,59,2,4
VUT,2013,30,3,0,60,2,4
VUT,2014,30,3,12,61,2,4
VUT,2015,31,3,11,62,2,4
VUT,2016,32,3,0,64,2,4
VUT,2017,32,3,0,65,2,4
VUT,2018,32,3,0,66,2,4
VUT,2019,32,3,0,67,2,4
VEN,1990,931,2840,0,5105,91,146
VEN,1991,875,3249,0,5208,85,141
VEN,1992,890,3572,0,5365,87,144
VEN,1993,911,4137,100,5563,91,150
VEN,1994,945,4762,44,5739,98,157
VEN,1995,903,4708,0,5614,99,154
VEN,1996,821,4589,9,5167,99,145
VEN,1997,738,4319,96,4937,89,142
VEN,1998,744,4808,36,5191,91,151
VEN,1999,719,5991,30342,5243,88,146
VEN,2000,700,7857,26,5408,88,149
VEN,2001,701,8659,14,5627,92,152
VEN,2002,651,9063,23,5568,92,150
VEN,2003,694,10090,36,5845,94,166
VEN,2004,638,9499,50,5657,87,159
VEN,2005,595,9283,44,5571,81,170
VEN,2006,573,9923,35,5799,79,155
VEN,2007,574,10728,12,6104,80,160
VEN,2008,584,11381,17,6354,85,168
VEN,2009,567,12068,9,6297,85,171
VEN,2010,564,12213,67,6167,80,170
VEN,2011,558,12501,29,6195,78,177
VEN,2012,563,13549,22,6504,81,186
VEN,2013,562,13636,12,6607,82,188
VEN,2014,568,13247,0,6752,87,192
VEN,2015,569,13295,0,6687,88,194
VEN,2016,551,12500,0,6361,84,191
VEN,2017,532,11462,0,6098,82,189
VEN,2018,528,11198,2,6096,82,190
VEN,2019,524,10944,0,6207,82,196
VNM,1990,10441,1630,184,14690,1277,610
VNM,1991,10019,1665,492,14671,1292,609
VNM,1992,9542,1691,287,14629,1304,603
VNM,1993,9094,1721,270,14578,1313,598
VNM,1994,8653,1749,361,14528,1318,593
VNM,1995,8241,1759,269,14556,1313,586
VNM,1996,7875,1762,1011,14572,1306,577
VNM,1997,7576,1772,3692,14615,1295,570
VNM,1998,7337,1785,413,14703,1283,565
VNM,1999,7078,1764,799,14844,1274,558
VNM,2000,6882,1726,592,15075,1238,548
VNM,2001,6801,1731,392,15764,1228,548
VNM,2002,6738,1710,147,16622,1209,608
VNM,2003,6903,1678,128,17618,1201,557
VNM,2004,7021,1633,189,18671,1193,565
VNM,2005,6970,1584,308,19666,1176,566
VNM,2006,6794,1579,579,20379,1146,562
VNM,2007,6533,1610,326,22260,1132,560
VNM,2008,6325,1651,406,24657,1120,556
VNM,2009,6157,1612,360,25436,1108,557
VNM,2010,6101,1589,221,25950,1097,561
VNM,2011,6051,1563,138,26173,1096,563
VNM,2012,6085,1574,72,26227,1100,570
VNM,2013,6076,1582,215,25443,1113,575
VNM,2014,6135,1333,38,25386,908,585
VNM,2015,6222,1335,52,25154,918,592
VNM,2016,6235,1328,162,24911,925,611
VNM,2017,6206,1309,284,24648,930,601
VNM,2018,6167,1289,134,24401,933,618
VNM,2019,6098,1267,5,24153,935,608
WAL,1990,23,30,4,273,16,41
WAL,1991,23,30,48,261,16,39
WAL,1992,22,32,0,253,16,38
WAL,1993,21,34,0,245,17,38
WAL,1994,21,36,0,235,17,36
WAL,1995,21,32,0,242,17,36
WAL,1996,20,26,0,239,17,35
WAL,1997,20,25,0,234,16,34
WAL,1998,19,24,13,231,15,34
WAL,1999,19,24,1,229,15,33
WAL,2000,18,25,1,223,13,31
WAL,2001,17,28,2,211,11,30
WAL,2002,17,28,0,205,10,29
WAL,2003,17,28,0,206,9,28
WAL,2004,16,27,0,198,9,27
WAL,2005,16,27,0,194,8,25
WAL,2006,16,26,0,192,8,25
WAL,2007,16,24,1,184,8,24
WAL,2008,16,23,0,173,8,23
WAL,2009,16,22,0,163,8,22
WAL,2010,16,21,0,154,8,21
WAL,2011,16,22,0,145,8,21
WAL,2012,16,21,0,139,8,20
WAL,2013,16,19,0,132,7,20
WAL,2014,15,18,0,126,7,19
WAL,2015,15,18,0,128,7,19
WAL,2016,16,17,0,128,7,19
WAL,2017,15,16,1,127,8,23
WAL,2018,15,18,0,130,8,20
WAL,2019,15,18,0,130,8,20
WHO,1990,182023,60738,5207,304968,26716,22972
WHO,1991,177930,59937,10260,301815,26132,22905
WHO,1992,171903,59450,2010,301710,25502,22570
WHO,1993,168585,59300,3274,302686,25062,22119
WHO,1994,164865,60341,4454,308809,24542,22299
WHO,1995,161784,60326,10099,315953,24647,21253
WHO,1996,156160,59204,7469,319037,24696,20588
WHO,1997,149855,58372,5835,321286,24444,19675
WHO,1998,146402,58154,8407,326452,24755,19088
WHO,1999,140038,57112,5582,334262,24743,18660
WHO,2000,135464,55328,2581,347533,25610,18484
WHO,2001,129202,53454,2320,357930,26504,17689
WHO,2002,123836,51933,2344,367642,27191,17307
WHO,2003,117687,51562,1743,379130,28275,17930
WHO,2004,113785,51077,3592,392489,29767,17809
WHO,2005,109446,49616,1594,395202,30409,17751
WHO,2006,102417,47779,6563,390424,30207,17191
WHO,2007,99272,45656,2080,391678,30505,16890
WHO,2008,96639,43856,90176,397113,31636,16757
WHO,2009,95809,42646,4271,399720,32761,16860
WHO,2010,93881,40652,7872,398192,33451,16743
WHO,2011,89794,38952,22667,386515,33460,16557
WHO,2012,88468,37634,4107,371318,33041,16319
WHO,2013,86409,36262,16223,357654,32764,16358
WHO,2014,86044,35062,2605,348770,32222,16082
WHO,2015,84916,34751,1012,337281,31575,16039
WHO,2016,84664,34714,1891,331273,31301,16137
WHO,2017,82795,34487,1281,325621,30612,16299
WHO,2018,81138,34057,1537,322753,29915,16411
WHO,2019,79667,33984,433,319455,29395,16599
OWI,1990,460665,373124,50248,1113411,88000,123213
OWI,1991,454574,384328,156576,1117666,87858,124037
OWI,1992,447255,407830,12036,1126217,88474,125091
OWI,1993,445641,433541,21381,1138091,90073,127585
OWI,1994,443548,442677,12760,1154304,90937,129705
OWI,1995,437488,444969,19174,1163463,90395,128616
OWI,1996,423478,433394,14876,1163484,88899,126892
OWI,1997,413586,428051,17873,1170473,87408,126360
OWI,1998,407388,432739,48289,1178491,86719,124834
OWI,1999,397349,441394,69612,1195982,87371,126022
OWI,2000,387815,451150,8924,1213031,88840,126750
OWI,2001,376103,451994,29503,1224896,89326,126520
OWI,2002,362146,463129,8918,1237786,89958,125618
OWI,2003,347930,447514,35512,1248905,90675,125826
OWI,2004,338599,441673,242938,1259242,91491,123748
OWI,2005,332880,436805,88728,1269937,92101,124266
OWI,2006,320055,428234,19937,1268190,89895,121366
OWI,2007,312076,420911,16229,1274027,88513,119694
OWI,2008,305047,423710,235973,1285039,88731,118372
OWI,2009,297046,423685,11000,1282368,87937,116271
OWI,2010,291003,418385,248861,1279539,87669,115424
OWI,2011,281285,414873,31859,1268433,86135,113760
OWI,2012,275763,418744,8977,1256149,84631,112180
OWI,2013,266989,416649,26931,1232930,83656,111913
OWI,2014,258658,414448,7416,1214700,82015,110198
OWI,2015,254407,417393,15591,1202132,81013,110255
OWI,2016,248984,413573,8699,1194268,79987,109936
OWI,2017,242003,418221,13399,1189003,78518,109262
OWI,2018,240434,420305,11101,1196641,77847,110739
OWI,2019,237242,415180,6076,1198289,77162,111292
WOR,1990,24031,41172,856,193137,7465,16755
WOR,1991,23836,42170,835,192173,7355,16719
WOR,1992,23519,41688,299,188590,7024,16201
WOR,1993,23383,42184,1022,186166,6812,16424
WOR,1994,23433,41782,587,184290,6529,16308
WOR,1995,23407,39937,6012,182477,6211,15880
WOR,1996,22705,37528,858,178630,5847,15994
WOR,1997,22549,35861,853,175504,5512,15451
WOR,1998,22558,34715,1556,172487,5199,14929
WOR,1999,22375,33633,3384,169538,4943,14765
WOR,2000,21947,33068,520,165531,4734,14300
WOR,2001,21696,33465,649,162056,4648,14535
WOR,2002,21474,33642,862,159186,4585,14014
WOR,2003,21276,33313,704,155939,4574,14879
WOR,2004,20980,33054,801,151398,4484,13555
WOR,2005,21123,33411,4419,149392,4530,13587
WOR,2006,21037,33668,620,146362,4517,13562
WOR,2007,21064,32769,610,143582,4498,13715
WOR,2008,20987,32162,485,139758,4451,13163
WOR,2009,20855,31137,1519,135672,4390,13079
WOR,2010,20837,30087,1111,131772,4314,12657
WOR,2011,20933,29817,19765,129883,4272,12676
WOR,2012,20865,29799,659,127812,4229,12358
WOR,2013,20670,28570,578,125332,4162,12782
WOR,2014,20449,28187,750,124541,4129,12431
WOR,2015,20473,29496,795,125389,4143,12459
WOR,2016,20568,30363,921,126498,4157,12489
WOR,2017,20334,29923,2914,127160,4113,12407
WOR,2018,20176,29235,721,128053,4096,12546
WOR,2019,20083,28841,275,128599,4073,12394
WOR,1990,26664,21065,242,82028,13212,12479
WOR,1991,26139,22476,1967,83597,13201,12525
WOR,1992,26087,27175,623,85405,13280,12641
WOR,1993,25982,27492,1667,86823,13244,12643
WOR,1994,25719,25651,2053,88117,13204,12644
WOR,1995,25535,27354,845,89748,13149,12602
WOR,1996,24952,29116,1171,91336,13059,12555
WOR,1997,24819,27499,3244,92114,13101,12551
WOR,1998,24599,29150,7874,93570,12996,12616
WOR,1999,24176,30682,647,94691,12984,12699
WOR,2000,23929,30932,1392,95683,12905,12809
WOR,2001,23737,30461,677,96639,12863,12784
WOR,2002,23547,34444,2271,97550,12887,12913
WOR,2003,23903,33197,834,99671,12959,13038
